W),,,,
Program Total,,7,0.00,"$433,522"
"",,,,
2011 Ward: 26,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
W PIERCE AVEN HOMAN AV (3400 W)N ST LOUIS,AV (3500 W),0,1.00,"$3,700"
N FAIRFIELD AVEW IOWA ST (900 N)W AUGUSTA,BV (1000 N),0,1.00,"$3,700"
W MCLEAN AVEN KIMBALL AV (3400 W)N DRAKE,AV (3516 W),0,1.00,"$3,700"
W POTOMAC AVEN LAWNDALE AV (3700 W)N HA,MLIN AV (3800 W),0,1.00,"$3,700"
2011 Ward: 26,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
N RIDGEWAY AVEW HIRSCH ST (1400 N)W LE MO,YNE ST (1500 N),0,1.00,"$3,700"
W LE MOYNE STN ST LOUIS AV (3500 W)N CENTR,AL PARK AV (3600 W),0,1.00,"$3,700"
W MCLEAN AVEN DRAKE AV (3516 W)N CENTRA,L PARK AV (3600 W),0,1.00,"$1,850"
Program Total,,0,7.00,"$24,050"
"",,,CDOT Total:,"$1,028,00"
Other,,,,
"",,,,
2011 Ward: 26,,,,
Program: Chicago Park District,Desc of Work,Block,s Unit Count,Est. Cost
Smith Park - Bleachers,,0,0.00,"$25,000"
Program Total,,0,0.00,"$25,000"
"",,,,
2011 Ward: 26,,,,
Program: POD Camera,Desc of Work,Block,s Unit Count,Est. Cost
Richmond & Walton,,0,0.00,"$20,000"
Hirsch & Rockwell (northwest corner),,0,0.00,"$20,000"
Washtenaw & LeMoyne,,0,0.00,"$20,000"
Program Total,,0,0.00,"$60,000"
"",,,,
2011 Ward: 26,,,,
Program: Schools,Desc of Work,Block,s Unit Count,Est. Cost
Stowe School - 2444 W. Wabansia,,0,0.00,"$20,000"
2011 Ward: 26,,,,
Program: Schools,Desc of Work,Block,s Unit Count,Est. Cost
Von Humboldt/Duprey - 2620 W. Hirsch St.,,0,0.00,"$40,000"
Mitchell School - 2233 W. Ohio,,0,0.00,"$20,000"
Lowell School - 3320 W. Hirsch St.,,0,0.00,"$20,000"
Erie Charter School - 1405 N. Washtenaw,,0,0.00,"$20,000"
Funston School - 2010 N. Central Park Ave.,,0,0.00,"$20,000"
Cameron School - 1234 N. Monticllo,,0,0.00,"$20,000"
Casals School - 3501 W. Potomac Ave.,,0,0.00,"$20,000"
Darwin School - 3116 W. Belden,,0,0.00,"$20,000"
Program Total,,0,0.00,"$200,000"
"",,,Other Total:,"$285,00"
2011 Menu Ward:  26,,,,
"","Menu Budget: $1,320,00",0,,
"",Ward Committed Total:,,,
"","$1,320,00",0,,
"",Ward Balance:,,,
"",$,0,,
"",,,,
BOE,,,,
"",,,,
2011 Ward: 27,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
N SPAULDING AVEW OHIO ST (600 N)W CHICA,GO AV (800 N)Replaced Harding 500-700.,0,2.00,"$136,500"
N ST LOUIS AVEW GOVERNORS PW (400 N)W F,RANKLIN BV (500 N),0,1.00,"$68,250"
N HARDING AVEW ONTARIO ST (620 N)Dead En,d (300 N)MENU UPDATES PACKAGE 9/28/11,0,3.00,"$160,000"
N ABERDEEN STW MADISON ST (0 N)W WASHI,NGTON BV (44 N)2 MAST ARMS WITH FIXTURES,0,2.00,"$2,000"
N MONTICELLO AVEW HURON ST (700 N)W CH,ICAGO AV (800 N),0,1.00,"$68,250"
N ST LOUIS AVEW CHICAGO AV (800 N)W IOW,A ST (900 N),0,1.00,"$68,250"
3515W GRAND AVE,RELOCATE POLE,0,0.20,"$8,000"
N TRUMBULL AVEW CHICAGO AV (800 N)W AU,GUSTA BV (1000 N),0,2.00,"$136,500"
N HARDING AVEW AUGUSTA BV (1000 N)W DI,VISION ST (1200 N)Reinstall piggbacks on residential lights,0,0.00,"$3,000"
Program Total,,0,12.20,"$650,750"
"",,,BOE Total:,"$650,75"
CDOT,,,,
"",,,,
2011 Ward: 27,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
W KAMERLING AVEN PULASKI RD (4000 W),,0,1.00,"$16,543"
2011 Ward: 27,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,0,1.00,"$16,543"
"",,,,
2011 Ward: 27,,,,
Program: Alley Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W INSTITUTE PLW CHESTNUT STN ORLEANS ST,DEAD END,0,0.00,"$9,827"
S RACINE AVES THROOP PKWYW ADAMS STW,MONROE ST,2,0.00,"$59,574"
W WALTON STW AUGUSTA BLVDN GREENVIEW,AVEN NOBLE ST,0,0.00,"$3,196"
N MAY STN OGDEN AVEW CHICAGO AVEW FR,Y ST,0,0.00,"$9,082"
N MONTICELLO AVEN LAWNDALE AVEW CHICA,GO AVEW HURON,0,0.00,"$5,343"
ST,,,,
W ERIE STW OHIO STN BISHOP STN ARMOUR S,T,0,0.00,"$14,024"
W HUBBARD STW GRAND AVEN ABERDEEN ST,N MAY ST,0,0.00,"$1,733"
N MAY STW CHICAGO AVEW FRY STN ELSTON,AVE,0,0.00,"$28,991"
Program Total,,3,0.00,"$131,770"
"",,,,
2011 Ward: 27,,,,
Program: Alley Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
W AUGUSTA BLVDW WALTON STN NOBLE STN,GREENVIEW AVE,0,0.00,"$2,200"
W AUGUSTA BLVDW WALTON STN GREENVIEW,AVEN ASHLAND,0,0.00,"$2,200"
AVE,,,,
N LARRABEE STN CAMBRIDGE AVEW OAK ST,W CHICAGO AVE,0,0.00,"$3,300"
W FULTON STW CARROLL AVEN SACRAMENTO A,VEN FRANCISCO,0,0.00,"$1,100"
2011 Ward: 27,,,,
Program: Alley Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
AVE,,,,
N CHRISTIANA AVEN HOMAN AVEW CHICAGO A,VEW HURON ST,0,0.00,"$2,200"
W AUGUSTA BLVDW CORTEZ STN ASHLAND AV,EN NOBLE ST,0,0.00,"$3,850"
Program Total,,0,0.00,"$14,850"
"",,,,
2011 Ward: 27,,,,
Program: Curb/Gutter Menu,Desc of Work,Block,s Unit Count,Est. Cost
N HAMLIN AVEW AUGUSTA BV (1000 N)W AUGUS,TA BV (1000 N),0,0.00,"$20,184"
N CARPENTER STW LAKE ST (200 N)W FULTON M,ARKET (300 N),0,0.00,"$41,235"
W HURON STN SANGAMON ST (932 W)N MORGAN,ST (1000 W),0,0.00,"$8,251"
N DRAKE AVEW IOWA ST (900 N)W AUGUSTA BV,(1000 N),0,0.00,$420
W CRYSTAL STN PULASKI RD (4000 W)N KARLOV,AV (4100 W),0,0.00,"$2,239"
N HALSTED STW HUBBARD ST (430 N)W HUBBAR,D ST (430 N),0,0.00,"$4,712"
Program Total,,0,0.00,"$77,041"
"",,,,
2011 Ward: 27,,,,
Program: Diagonal Parking Menu,Desc of Work,Block,s Unit Count,Est. Cost
N PAULINA STW LAKE ST (200 N)W WALNUT ST (,234 N),0,1.00,"$53,747"
Program Total,,0,1.00,"$53,747"
"",,,,
2011 Ward: 27,,,,
Program: Miscellaneous-CDOT,Desc of Work,Block,s Unit Count,Est. Cost
2011 Ward: 27,,,,
Program: Miscellaneous-CDOT,Desc of Work,Block,s Unit Count,Est. Cost
1314 N Clybourn,,0,0.00,"$6,912"
Program Total,,0,0.00,"$6,912"
"",,,,
2011 Ward: 27,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
W ERIE STN ARMOUR ST (1500 W)N ASHLAND AV,(1600 W),0,0.00,"$17,571"
N ARMOUR STW OHIO ST (600 N)W ERIE ST (632 N,),0,0.00,"$3,404"
Program Total,,0,0.00,"$20,975"
"",,,,
2011 Ward: 27,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W OHIO STN TRUMBULL AV (3432 W)N ST LOUIS,AV (3500 W),0,0.00,"$39,700"
N ST LOUIS AVEW GOVERNORS PW (400 N)W FRA,NKLIN (N) SD(504 N),1,0.00,"$32,119"
W OHIO STN MAY ST (1132 W)N RACINE AV (1200,W),1,0.00,"$46,942"
Program Total,,2,0.00,"$118,761"
"",,,,
2011 Ward: 27,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
W OHIO STN ST LOUIS AV (3500 W)N HOMAN AV,(3400 W),0,1.00,"$3,700"
W OHIO STN ST LOUIS AV (3500 W)N CENTRAL PA,RK AV (3600 W),0,1.00,"$3,700"
N DRAKE AVEW OHIO ST (600 N)W HURON ST (70,0 N),0,1.00,"$3,700"
2011 Ward: 27,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,0,3.00,"$11,100"
"",,,CDOT Total:,"$451,69"
Other,,,,
"",,,,
2011 Ward: 27,,,,
Program: Chicago Park District,Desc of Work,Block,s Unit Count,Est. Cost
Eckhart Park- playground - 1330 W. Chicago Ave.,,0,0.00,"$175,000"
Program Total,,0,0.00,"$175,000"
"",,,,
2011 Ward: 27,,,,
Program: POD Camera,Desc of Work,Block,s Unit Count,Est. Cost
3425 W. Chicago (SE side),,0,0.00,"$20,000"
1300 N. Springfield,,0,0.00,"$22,500"
Program Total,,0,0.00,"$42,500"
"",,,Other Total:,"$217,50"
2011 Menu Ward:  27,,,,
"","Menu Budget: $1,320,00",0,,
"",Ward Committed Total:,,,
"","$1,319,94",9,,
"",Ward Balance:,,,
"",$5,1,,
"",,,,
BOE,,,,
"",,,,
2011 Ward: 28,,,,
Program: Pole Painting,Desc of Work,Block,s Unit Count,Est. Cost
N KOSTNER AVEW MADISON ST (0 N)W KINZIE,ST (400 N)IN CONJUNCTION WITH TIF,0,20.00,"$9,372"
N CENTRAL AVEW WASHINGTON BV (100 N)W,LAKE ST (411 N)IN CONJUNCTION WITH TIF,0,14.00,"$4,300"
S HAMLIN BLVDW MADISON ST (0 N)W CONGR,ESS PW (500 S)IN CONJUNCTION WITH TIF,0,41.00,"$10,700"
S KOSTNER AVEW MADISON ST (0 N)W JACKS,ON BV (300 S)IN CONJUNCTION WITH TIF,0,15.00,"$3,700"
N HAMLIN BLVDW MADISON ST (0 N)W LAKE,ST (234 N)IN CONJUNCTION WITH TIF,0,11.00,"$3,460"
Program Total,,0,101.00,"$31,532"
"",,,,
2011 Ward: 28,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
N HAMLIN BLVDW MADISON ST (0 N)W LAKE,ST (234 N)IN CONJUNCTION WITH TIF,0,15.00,"$12,590"
S KOSTNER AVEW MADISON ST (0 N)W JACKS,ON BV (300 S)IN CONJUNCTION WITH TIF,0,22.00,"$14,500"
N KOSTNER AVEW MADISON ST (0 N)W KINZIE,ST (400 N)IN CONJUNCTION WITH TIF,0,36.00,"$27,678"
S HAMLIN BLVDW MADISON ST (0 N)W CONGR,ESS PW (500 S)IN CONJUNCTION WITH TIF,0,44.00,"$35,650"
N CENTRAL AVEW WASHINGTON BV (100 N)W,LAKE ST (411 N)IN CONJUNCTION WITH TIF,0,29.00,"$25,100"
Program Total,,0,146.00,"$115,518"
"",,,BOE Total:,"$147,05"
CDOT,,,,
"",,,,
2011 Ward: 28,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
N HAMLIN AVEW LAKE ST (234 N),,0,1.00,"$11,665"
W MAYPOLE AVEN LEAMINGTON AV (5132 W),,0,2.00,"$56,326"
W JACKSON BLVDS SPRINGFIELD AV (3900 W),,0,1.00,"$12,325"
Program Total,,0,4.00,"$80,316"
"",,,,
2011 Ward: 28,,,,
Program: Curb/Gutter Menu,Desc of Work,Block,s Unit Count,Est. Cost
S KARLOV AVEW JACKSON BV (300 S)W ADAMS,ST (220 S),0,0.00,"$1,357"
Program Total,,0,0.00,"$1,357"
"",,,,
2011 Ward: 28,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
W VAN BUREN STS LEAMINGTON AV (5120 W)S L,ARAMIE AV (5200 W),0,0.00,"$25,069"
W JACKSON BLVDS KENTON AV (4600 W)S KILPA,TRICK AV (4700 W),0,0.00,$707
W WASHINGTON BLVDN PULASKI RD (4000 W)N K,ARLOV AV (4100 W),0,0.00,"$13,243"
W 23RD STS WESTERN AV (2400 W)S ROCKWELL,ST (2600 W),0,0.00,"$32,323"
W JACKSON BLVDS SPAULDING AV (3300 W)S CH,RISTIANA AV (3332 W),0,0.00,"$1,693"
Program Total,,0,0.00,"$73,035"
"",,,,
2011 Ward: 28,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W WILCOX STS KEELER AV (4200 W)S KILDARE A,V (4300 W),1,0.00,"$36,779"
W MONROE STS CICERO AV (4800 W)S LEAMINGT,ON AV (5120 W),2,0.00,"$63,405"
N LATROBE AVEW WASHINGTON BV (100 N)W FU,LTON ST (300 N),2,0.00,"$82,371"
W RACE AVEN LARAMIE AV (5200 W)N LOCKWOO,D AV (5300 W),1,0.00,"$36,352"
N KOLIN AVEW WEST END AV (132 N)W MAYPOL,E AV (200 N),1,0.00,"$44,491"
N LOCKWOOD AVEW WASHINGTON BV (100 N)W,FULTON ST (300 N),2,0.00,"$70,490"
S WASHTENAW AVEW 22 PL (2232 S)W 23 ST (2300,S),0,0.00,"$41,715"
W MONROE STS KOSTNER AV (4400 W)S KILPATR,ICK AV (4700 W),3,0.00,"$129,487"
S KEELER AVEW MONROE ST (50 S)W JACKSON B,V (300 S),2,0.00,"$137,605"
W HURON STN LARAMIE AV (5200 W)N LOCKWOO,D AV (5300 W),1,0.00,"$77,230"
W VAN BUREN STS HOMAN AV (3400 W)S TRUMB,ULL AV (3431 W),0,0.00,"$42,593"
N LATROBE AVEW OHIO ST (600 N)W HURON ST (,700 N),1,0.00,"$51,382"
Program Total,,14,0.00,"$813,900"
"",,,,
2011 Ward: 28,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
W FULTON STN KOSTNER AV (4400 W)N KILBOUR,N AV (4500 W),1,0.00,"$39,852"
W MONROE STS KILPATRICK AV (4700 W)S CICER,O AV (4800 W),1,0.00,"$42,814"
W FULTON STN KILBOURN AV (4500 W)N KENTON,AV (4600 W),1,0.00,"$36,917"
2011 Ward: 28,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
S KILDARE AVEW MONROE ST (50 S)W ADAMS ST,(220 S),1,0.00,"$39,881"
W 22ND PLS ROCKWELL ST (2600 W)S WASHTENA,W AV (2700 W),1,0.00,"$39,062"
Program Total,,5,0.00,"$198,527"
"",,,CDOT Total:,"$1,167,13"
Other,,,,
"",,,,
2011 Ward: 28,,,,
Program: Miscellaneous-Other,Desc of Work,Block,s Unit Count,Est. Cost
121N LA SALLE ST,OBM close-out,0,0.00,$414
Program Total,,0,0.00,$414
"",,,,
2011 Ward: 28,,,,
Program: POD Camera,Desc of Work,Block,s Unit Count,Est. Cost
Relocate POD camera from 4858 W. Erie to 4036 W. C,,0,0.00,"$1,800"
Relocate POD camera from 4703 W. Ohio to 4737 W. H,,0,0.00,"$1,800"
Relocate camera from 3902 W. Wilcox to  3900 W. Ma,,0,0.00,"$1,800"
Program Total,,0,0.00,"$5,400"
"",,,Other Total:,"$5,81"
2011 Menu Ward:  28,,,,
"","Menu Budget: $1,320,00",0
"",Ward Committed Total:,
"","$1,320,00",0
"",Ward Balance:,
"",$,0
"",,,,
BOE,,,,
"",,,,
2011 Ward: 29,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
1800N MCVICKER AVE,INSTALL 1 POLE ON CORNER,0,0.20,"$4,000"
N MCVICKER AVEW BLOOMINGDALE AV (1800 N,)W CORTLAND ST,0,6.00,"$2,100"
"(1900 N)",,,,
N MENARD AVEW HIRSCH ST (1400 N)W NORT,"H AV (1600 N)In conjunction with DCEO grant for $74,000",. 0,2.00,"$62,500"
N PARKSIDE AVEW HIRSCH ST (1400 N)W NOR,TH AV (1600 N),0,2.00,"$136,500"
5257W LEXINGTON ST,Alderman's E-Mail,0,1.00,$350
N MASON AVEW MADISON ST (0 N)W WEST EN,D AV (200 N),0,2.00,"$136,500"
N MONITOR AVEW HIRSCH ST (1400 N)W NORT,H AV (1600 N),0,2.00,"$136,500"
N MONITOR AVEW NORTH AV (1600 N)W BLOO,MINGDALE AV (1800,0,2.00,"$136,500"
N),,,,
Program Total,,0,17.20,"$614,950"
"",,,BOE Total:,"$614,95"
CDOT,,,,
"",,,,
2011 Ward: 29,,,,
Program: Alley Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
N MASON AVEN AUSTIN AVEW THOMAS STW,DIVISION ST,1,0.00,"$28,945"
2011 Ward: 29,,,,
Program: Alley Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,1,0.00,"$28,945"
"",,,,
2011 Ward: 29,,,,
Program: Alley Resurface Menu(1),Desc of Work,Block,s Unit Count,Est. Cost
N PARKSIDE AVEN WALLER AVEW WEST END AV,EW FULTON BLVD,1,0.00,"$23,483"
Program Total,,1,0.00,"$23,483"
"",,,,
2011 Ward: 29,,,,
Program: Alley Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
N MEADE AVEN MCVICKER AVEW ALTGELD ST,W FULLERTON AVE,0,0.00,"$2,200"
Program Total,,0,0.00,"$2,200"
"",,,,
2011 Ward: 29,,,,
Program: Concrete Alley Menu,Desc of Work,Block,s Unit Count,Est. Cost
W VAN BUREN STW GLADYS AVEN LAVERGNE A,VEN LEAMINGTON,0,0.00,"$258,000"
AVE,,,,
Program Total,,0,0.00,"$258,000"
"",,,,
2011 Ward: 29,,,,
Program: Curb/Gutter Menu,Desc of Work,Block,s Unit Count,Est. Cost
W POTOMAC AVEN WALLER AV (5700 W)N MENA,RD AV (5800 W),0,0.00,"$57,463"
W POTOMAC AVEN MENARD AV (5800 W)N MAYF,IELD AV (5900 W),0,0.00,"$61,544"
2011 Ward: 29,,,,
Program: Curb/Gutter Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,0,0.00,"$119,007"
"",,,,
2011 Ward: 29,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
N WALLER AVEW RACE AV (500 N)W MIDWAY PK,(450 N),0,0.00,"$27,999"
W JACKSON BLVDS LOCKWOOD AV (5300 W)S LO,TUS AV (5450 W),0,0.00,"$42,767"
N MONITOR AVEW BLOOMINGDALE AV (1750 N)W,CORTLAND ST (1846,0,0.00,"$5,475"
N),,,,
W THOMAS STN MENARD AV (5800 W)N MONITO,R AV (5832 W),0,0.00,"$7,348"
N WALLER AVEW RACE AV (500 N)W LAKE ST (41,6 N),0,0.00,"$8,966"
W QUINCY STS LOTUS AV (5450 W)S CENTRAL AV,(5600 W),0,0.00,"$41,443"
N MAJOR AVEW DICKENS AV (2048 N)W GRAND A,V (2115 N),0,0.00,"$62,601"
W WABANSIA AVEN MAYFIELD AV (5900 W)N MO,NITOR AV (5832 W),0,0.00,"$23,647"
Program Total,,0,0.00,"$220,246"
"",,,,
2011 Ward: 29,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
N WALLER AVEW SUPERIOR ST (732 N)W HURON,ST (700 N),0,0.00,"$18,505"
N WALLER AVEW CHICAGO AV (800 N)W SUPERI,OR ST (732 N),0,0.00,"$19,840"
Program Total,,1,0.00,"$38,345"
2011 Ward: 29,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
N MEADE AVEW FULLERTON AV (2400 N)W ALTG,ELD ST (2500 N),0,1.00,"$3,700"
N MEADE AVEW ALTGELD ST (2500 N)W FULLER,TON AV (2400 N),0,1.00,"$3,700"
N WALLER AVEW CHICAGO AV (800 N)W IOWA S,T (900 N),0,1.00,"$3,700"
N MASON AVEW NORTH AV (1600 N)W WABANSI,A AV (1700 N),0,1.00,"$3,700"
Program Total,,0,4.00,"$14,800"
"",,,CDOT Total:,"$705,02"
2011 Menu Ward:  29,,,,
"","Menu Budget: $1,320,00",0,,
"",Ward Committed Total:,,,
"","$1,319,97",5,,
"",Ward Balance:,,,
"",$2,5,,
"",,,,
BOE,,,,
"",,,,
2011 Ward: 30,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
3900W WRIGHTWOOD AVE,,0,1.00,$350
1747N KARLOV AVE,,0,1.00,$350
N HARDING AVEW BELDEN AV (2300 N)W FUL,LERTON AV (2400 N),0,4.00,"$2,000"
N KEELER AVEW NORTH AV (1600 N)W WABAN,SIA AV (1700 N),0,1.00,"$68,250"
N TRIPP AVEW DICKENS AV (2100 N)W PALME,R ST (2200 N),0,1.00,"$68,250"
3832W WRIGHTWOOD AVE,,0,1.00,$350
1928N KEDVALE AVE,,0,1.00,$350
Program Total,,0,10.00,"$139,900"
"",,,BOE Total:,"$139,90"
CDOT,,,,
"",,,,
2011 Ward: 30,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
W CORNELIA AVEN KILBOURN AV (4500 W),,0,1.00,"$10,561"
N PARKSIDE AVEW FULLERTON AV (2400 N),,0,1.00,"$12,756"
W CORNELIA AVEN KOLMAR AV (4532 W),,0,1.00,"$11,325"
2011 Ward: 30,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
N MARMORA AVEW BARRY AV (3100 N),,0,2.00,"$20,899"
N MASON AVEW BARRY AV (3100 N),,0,1.00,"$10,590"
N HARDING AVEW WAVELAND AV (3700 N),,0,1.00,"$15,673"
Program Total,,0,7.00,"$81,804"
"",,,,
2011 Ward: 30,,,,
Program: Alley Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
N KARLOV AVEN KEDVALE AVEW NORTH AVE,W WABANSIA AVE,1,0.00,"$43,803"
W MCLEAN AVEW ARMITAGE AVEN KILDARE AV,EN KOSTNER AVE,1,0.00,"$38,038"
N AVERS AVEN SPRINGFIELD AVEW ALTGELD ST,W WRIGHTWOOD,1,0.00,"$53,995"
AVE,,,,
W HENDERSON STW ROSCOE STN KILDARE AVE,N KEELER AVE,0,0.00,"$2,123"
N KEYSTONE AVEN PULASKI RDW DICKENS AVE,W PALMER ST,1,0.00,"$41,932"
Program Total,,4,0.00,"$179,891"
"",,,,
2011 Ward: 30,,,,
Program: Alley Resurface Menu(1),Desc of Work,Block,s Unit Count,Est. Cost
N MILWAUKEE AVEN AVERS AVEN HAMLIN AVE,W WELLINGTON,0,0.00,"$9,374"
AVE,,,,
Program Total,,0,0.00,"$9,374"
2011 Ward: 30,,,,
Program: Alley Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
N MASON AVEN AUSTIN AVEW BELMONT AVE,W BARRY AVE,0,0.00,"$2,200"
N PARKSIDE AVEN MAJOR AVEW SCHUBERT AV,EW WRIGHTWOOD,0,0.00,$550
AVE,,,,
Program Total,,0,0.00,"$2,750"
"",,,,
2011 Ward: 30,,,,
Program: Bollard Menu,Desc of Work,Block,s Unit Count,Est. Cost
N CENTRAL AVEW DRUMMOND PL (2632 N),,0,2.00,"$1,260"
Program Total,,0,2.00,"$1,260"
"",,,,
2011 Ward: 30,,,,
Program: Curb/Gutter Menu,Desc of Work,Block,s Unit Count,Est. Cost
W ALTGELD STN AVERS AV (3832 W)N SPRINGFIE,LD AV (3900 W),0,0.00,"$70,867"
Program Total,,0,0.00,"$70,867"
"",,,,
2011 Ward: 30,,,,
Program: Miscellaneous-CDOT,Desc of Work,Block,s Unit Count,Est. Cost
W ADDISON STN CICERO AV (4800 W)N MILWA,UKEE AV (4363 W)PM: IHC - 2011 and 2010 funding,0,5.00,"$493,989"
Program Total,,0,5.00,"$493,989"
2011 Ward: 30,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
N LOWELL AVEW CORNELIA AV (3500 N)W CORN,ELIA AV (3500 N),0,0.00,"$80,932"
W GEORGE STN SPRINGFIELD AV (3900 W)N HAR,DING AV (3932 W),0,0.00,"$1,811"
N AVERS AVEW WELLINGTON AV (3000 N)N MILW,AUKEE AV (3110 N),0,0.00,"$18,647"
N HAUSSEN CTW WELLINGTON AV (3000 N)N MIL,WAUKEE AV (3131 N),0,0.00,"$11,071"
W PALMER STN KEDVALE AV (4132 W)N KARLOV,AV (4100 W),0,0.00,"$2,346"
N SPRINGFIELD AVEW SCHOOL ST (3300 N)W ROS,COE ST (3400 N),0,0.00,"$21,880"
N HAMLIN AVEN MILWAUKEE AV (3131 N)W WEL,LINGTON AV (3000 N),0,0.00,"$12,377"
W CORNELIA AVEN LAWNDALE AV (3700 W)N HA,MLIN AV (3800 W),0,0.00,$852
N KOLMAR AVEW SCHOOL ST (3300 N)W ROSCOE,ST (3400 N),0,0.00,"$2,329"
N LAWNDALE AVEW WOLFRAM ST (2832 N)W GE,ORGE ST (2900 N),0,0.00,"$4,528"
N KEATING AVEW BELMONT AV (3200 N)W SCHO,OL ST (3300 N),0,0.00,"$1,639"
W ROSCOE STN KEELER AV (4200 W)N KEELER A,V (4200 W),0,0.00,"$15,869"
N MONITOR AVEW ALTGELD ST (2500 N)W WRIG,HTWOOD AV (2600 N),0,0.00,"$2,346"
N MONITOR AVEW BARRY AV (3100 N)W BELMON,T AV (3200 N),0,0.00,"$2,199"
W DICKENS AVEN KILDARE AV (4300 W)N KOSTN,ER AV (4400 W),0,0.00,"$2,079"
Program Total,,0,0.00,"$180,905"
"",,,,
2011 Ward: 30,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
N TRIPP AVEW DICKENS AV (2100 N)W PALMER S,T (2200 N),1,0.00,"$39,218"
2011 Ward: 30,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,1,0.00,"$39,218"
"",,,,
2011 Ward: 30,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
N MONITOR AVEW BARRY AV (3100 N)W BELMON,T AV (3200 N),1,0.00,"$41,469"
W BARRY AVEN MARMORA AV (5900 W)N MASON,AV (5932 W),0,0.00,"$18,897"
N HAMLIN AVEW WELLINGTON AV (3000 N)N MIL,WAUKEE AV (3051 N),1,0.00,"$36,946"
W ALTGELD STN AVERS AV (3832 W)N SPRINGFIE,LD AV (3900 W),0,0.00,"$19,029"
Program Total,,3,0.00,"$116,342"
"",,,,
2011 Ward: 30,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
N MAJOR AVEW DIVERSEY AV (2800 N)W GEORG,E ST (2900 N),0,1.00,"$3,700"
Program Total,,0,1.00,"$3,700"
"",,,CDOT Total:,"$1,180,10"
2011 Menu Ward:  30,,,,
"","Menu Budget: $1,320,00",0,,
"",Ward Committed Total:,,,
"","$1,320,00",0,,
"",Ward Balance:,,,
"",$,0,,
"",,,,
BOE,,,,
"",,,,
2011 Ward: 31,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
N KEDVALE AVEW PALMER ST (2200 N)W FUL,LERTON AV (2400 N)Balance needed for ERP location  116K Tota,l 0,2.00,"$23,200"
W MEDILL AVEN CICERO AV (4800 W)N LAVER,GNE AV (5000 W)Balance needed for ERP location 116K Total,0,2.00,"$23,200"
W SHAKESPEARE AVEN CICERO AV (4800 W)N,LAMON AV (4900 W)Balance needed for ERP location 116K Total,0,1.00,"$23,200"
N LAMON AVEW PALMER ST (2200 N)W FULLE,RTON AV (2400 N)Balance needed for ERP location 116K Total,0,2.00,"$23,200"
N LA CROSSE AVEW PALMER ST (2200 N)W BE,LDEN AV (2300 N)Balance needed for ERP loaction 116K Total,0,1.00,"$23,200"
Program Total,,0,8.00,"$116,000"
"",,,BOE Total:,"$116,00"
CDOT,,,,
"",,,,
