ward,type,location,year,est_cost,id,address,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
9,POD Camera,10500 S. State,2009,24000,6920,10500 S. State,google,"c(-87.623673, 41.7033704)",34018,18,3022248.37657,7921.25984057,34
10,Concrete Alley Menu,10501 S AVENUE E,2019,188000,8315,10501 S AVENUE E,census,"c(-87.529231443, 41.7043991240001)",10032,32,2466700.33008,8505.32977742,10
10,Sidewalk Menu,10501 S AVENUE L,2022,7942.58,8496,10501 S AVENUE L,census,"c(-87.5364833199999, 41.704424531)",10011,11,3480455.70375,7924.90663484,10
10,Sidewalk Menu,10505 S EWING AVE,2016,21886.33,8200,10505 S EWING AVE,census,"c(-87.535275057, 41.7043578510001)",10028,28,3281089.78196,8607.37153278,10
10,Sidewalk Menu,10507 S AVENUE L,2016,10964.81,8190,10507 S AVENUE L,census,"c(-87.5364833199999, 41.7043304650001)",10011,11,3480455.70375,7924.90663484,10
37,Sidewalk Menu,1051 N CENTRAL AVE,2016,1117,32792,1051 N CENTRAL AVE,google,"c(-87.7652538, 41.8999768)",37029,29,1837233.11923,5622.6572381,37
43,Miscellaneous CDOT Projects,1051 W MONTANA ST,2018,616.190476190476,37944,1051 W MONTANA ST,census,"c(-87.6555379769999, 41.926307826)",43039,39,2418101.89494,7929.03297604,43
10,Sidewalk Menu,10511 S AVENUE F,2016,3017.89,8187,10511 S AVENUE F,census,"c(-87.5304414289999, 41.704242369)",10032,32,2466700.33008,8505.32977742,10
34,Sidewalk Menu,10519 S PARNELL AVE,2021,10224.12,30349,10519 S PARNELL AVE,census,"c(-87.636649569, 41.702924485)",34022,22,2639971.19213,7282.17691157,34
48,Alley Apron Menu,1052 W THORNDALE AVE,2017,10624.98,41880,1052 W THORNDALE AVE,google,"c(-87.6576077, 41.9901966)",48031,31,1093625.55899,4308.69057165,48
27,Alley Resurfacing Menu,1053 N ORLEANS ST,2017,13862.175,23790,1053 N ORLEANS ST,census,"c(-87.637356456, 41.9015847150001)",27028,28,2024164.65608,7709.9459971,27
48,Alley Apron Menu,1053 W THORNDALE AVE,2017,8130.21,41881,1053 W THORNDALE AVE,census,"c(-87.657744515, 41.990061331)",48016,16,1131331.05773,4256.82101629,48
11,Sidewalk Menu,1054 W 34TH PL,2022,2173.56,9341,1054 W 34TH PL,census,"c(-87.652589727, 41.8315909630001)",11019,19,2402520.40558,7314.63604672,11
48,Curb & Gutter Menu,1054 W BERWYN AVE,2020,11256.855,42134,1054 W BERWYN AVE,google,"c(-87.6571569, 41.9781847)",48012,12,1375996.10251,4920.23550065,48
10,Sidewalk Menu,10546 S AVENUE G,2022,4359.86,8497,10546 S AVENUE G,census,"c(-87.531662081, 41.7036834700001)",10028,28,3281089.78196,8607.37153278,10
48,Street Lighting,1055 W BRYN MAWR AVE,2011,500,41643,1055 W BRYN MAWR AVE,census,"c(-87.656842347, 41.983674826)",48003,3,752059.722483,4539.37672074,48
48,Sidewalk Menu,1055 W BRYN MAWR AVE,2019,3342.29,42082,1055 W BRYN MAWR AVE,census,"c(-87.656842347, 41.983674826)",48003,3,752059.722483,4539.37672074,48
10,Sidewalk Menu,10554 S AVENUE F,2020,4739.12,8368,10554 S AVENUE F,census,"c(-87.526494672, 41.704327332)",10020,20,3770523.61895,11359.8488411,10
10,Bollard Menu,10556 S AVENUE B,2008,1428,7804,10556 S AVENUE B,census,"c(-87.526494799, 41.704320346)",10020,20,3770523.61895,11359.8488411,10
34,Alley Apron Menu,10558 S PEORIA ST,2022,36512.5,30389,10558 S PEORIA ST,google,"c(-87.6454334, 41.7016045)",34012,12,2316089.57829,6635.07105264,34
29,Curb & Gutter Menu,1056 N MAYFIELD AVE,2019,6244.77,25383,1056 N MAYFIELD AVE,census,"c(-87.7717733169999, 41.86811033)",29022,22,1309358.43228,5260.18695865,29
27,Alley Resurfacing Menu,1057 N RIDGEWAY AVE,2015,44161,23690,1057 N RIDGEWAY AVE,census,"c(-87.720118043, 41.9001175720001)",27024,24,1865263.96459,6000.62267158,27
17,Miscellaneous CDOT Projects,1057 W 79TH ST,2022,150,15374,1057 W 79TH ST,census,"c(-87.6502462349999, 41.750546437)",17010,10,2516507.74971,8316.93602416,17
37,Sidewalk Menu,1058 N KEYSTONE AVE,2017,3941.2,32845,1058 N KEYSTONE AVE,census,"c(-87.72745887, 41.9000562520001)",37007,7,1562757.52398,6670.39454164,37
37,Sidewalk Menu,1058 N KEYSTONE AVE,2018,804.8,32893,1058 N KEYSTONE AVE,census,"c(-87.72745887, 41.9000562520001)",37007,7,1562757.52398,6670.39454164,37
21,Sidewalk Menu,1058 W 92ND PL,2021,6120.3,18397,1058 W 92ND PL,google,"c(-87.6504533, 41.7262004)",21019,19,2189941.48781,7440.16596521,21
29,Curb & Gutter Menu,1059 N MAYFIELD AVE,2019,5163.43666666667,25384,1059 N MAYFIELD AVE,google,"c(-87.7725689, 41.9001081)",29013,13,1756915.45323,5302.01117727,29
21,Sidewalk Menu,1059 W 92ND PL,2022,9522.48,18467,1059 W 92ND PL,google,"c(-87.6504477, 41.7256919)",21019,19,2189941.48781,7440.16596521,21
10,Sidewalk Menu,10600 S AVENUE G,2017,14938.86,8231,10600 S AVENUE G,census,"c(-87.531662081, 41.702572649)",10028,28,3281089.78196,8607.37153278,10
10,Sidewalk Menu,10609 S AVENUE G,2019,6579,8324,10609 S AVENUE G,census,"c(-87.531647396, 41.7024457410001)",10032,32,2466700.33008,8505.32977742,10
10,Sidewalk Menu,10613 S AVENUE D,2021,2981.27,8423,10613 S AVENUE D,census,"c(-87.528166173, 41.70203759)",10020,20,3770523.61895,11359.8488411,10
10,Sidewalk Menu,10614 S MACKINAW AVE,2018,2899,8276,10614 S MACKINAW AVE,census,"c(-87.542568036, 41.7020238540001)",10033,33,20883941.5186,28928.3520114,10
10,Sidewalk Menu,10614 S MACKINAW AVE,2018,9093,8291,10614 S MACKINAW AVE,census,"c(-87.542568036, 41.7020238540001)",10033,33,20883941.5186,28928.3520114,10
34,Curb & Gutter Menu,10614 S MARTIN ST,2021,4882.97,30343,10614 S MARTIN ST,census,"c(-87.6559967219999, 41.700670126)",34035,35,7225134.91538,12123.0488508,34
9,Traffic Signal Miscellaneous Menu,10616 S EDBROOKE AVE,2016,141,7135,10616 S EDBROOKE AVE,census,"c(-87.6196787979999, 41.7017254030001)",09029,29,2217777.18045,6711.87014459,9
9,Street Lighting,10618 S DAUPHIN AVE,2011,300,6963,10618 S DAUPHIN AVE,census,"c(-87.6088881319999, 41.7012002710001)",09022,22,1844056.28824,5446.92288233,9
10,Sidewalk Menu,10621 S MACKINAW AVE,2018,7715,8290,10621 S MACKINAW AVE,census,"c(-87.5425533499999, 41.7019550100001)",10033,33,20883941.5186,28928.3520114,10
10,Sidewalk Menu,10626 S AVENUE O,2021,2098.04,8424,10626 S AVENUE O,census,"c(-87.540098921, 41.702068008)",10033,33,20883941.5186,28928.3520114,10
10,Sidewalk Menu,10627 S AVENUE F,2017,3933.81,8233,10627 S AVENUE F,census,"c(-87.5304414289999, 41.702160576)",10032,32,2466700.33008,8505.32977742,10
34,Sidewalk Menu,10636 S PEORIA ST,2016,1582.375,30163,10636 S PEORIA ST,census,"c(-87.6450771139999, 41.7007283)",34020,20,2954126.76573,9228.52194462,34
9,Bollard Menu,10645 S INDIANA AV,2008,714,6846,10645 S INDIANA AV,census,"c(-87.618465642, 41.7011424880001)",09032,32,1769288.70211,5321.81009177,9
34,Sidewalk Menu,10656 S PEORIA ST,2016,1582.375,30163,10656 S PEORIA ST,census,"c(-87.645067925, 41.700418187)",34020,20,2954126.76573,9228.52194462,34
48,Sidewalk Menu,1066 W AINSLIE ST,2017,18748.49,41936,1066 W AINSLIE ST,google,"c(-87.6569854, 41.9715498)",48035,35,837913.547712,3924.47694315,48
34,Sidewalk Menu,10700 S EMERALD AVE,2018,12562.83,30249,10700 S EMERALD AVE,google,"c(-87.6417367, 41.6992471)",34002,2,2642914.29198,7966.84254325,34
10,Sidewalk Menu,10700 S GREEN BAY AVE,2017,12768.17,8236,10700 S GREEN BAY AVE,census,"c(-87.5413487229999, 41.7008118860001)",10033,33,20883941.5186,28928.3520114,10
10,Sidewalk Menu,10701 S AVENUE M,2022,7906,8500,10701 S AVENUE M,census,"c(-87.537689287, 41.700787819)",10011,11,3480455.70375,7924.90663484,10
10,Sidewalk Menu,10718 S MACKINAW AVE,2018,5180.5,8278,10718 S MACKINAW AVE,census,"c(-87.542567778, 41.7005281780001)",10033,33,20883941.5186,28928.3520114,10
10,Sidewalk Menu,10721 S HOXIE AVE,2019,652,8341,10721 S HOXIE AVE,census,"c(-87.560766415, 41.7005092470001)",10013,13,202740181.099,70199.4802524,10
10,Sidewalk Menu,10726 S AVENUE F,2019,9189,8327,10726 S AVENUE F,census,"c(-87.5304568079999, 41.7003464040001)",10032,32,2466700.33008,8505.32977742,10
10,Sidewalk Menu,10740 S AVENUE F,2022,2267.96,8501,10740 S AVENUE F,census,"c(-87.5304576089999, 41.7001283650001)",10032,32,2466700.33008,8505.32977742,10
9,Sidewalk Menu,10744 S EBERHART AVE,2022,6710.71,7317,10744 S EBERHART AVE,census,"c(-87.6111043349999, 41.6990622970001)",09009,9,2221798.62737,6683.68590058,9
10,Sidewalk Menu,10749 S AVENUE H,2022,1577.48,8502,10749 S AVENUE H,census,"c(-87.53285543, 41.700015901)",10028,28,3281089.78196,8607.37153278,10
10,Sidewalk Menu,10751 S AVENUE G,2020,5888.61,8370,10751 S AVENUE G,census,"c(-87.531647396, 41.699960258)",10032,32,2466700.33008,8505.32977742,10
10,Sidewalk Menu,10755 S AVENUE F,2016,6462.19,8189,10755 S AVENUE F,census,"c(-87.530443726, 41.699910297)",10032,32,2466700.33008,8505.32977742,10
34,Sidewalk Menu,10756 S LOWE AVE,2017,1381.86,30212,10756 S LOWE AVE,census,"c(-87.638935883, 41.69844927)",34030,30,2184373.39997,5947.48755766,34
34,Sidewalk Menu,10756 S LOWE AVE,2018,15056.86,30246,10756 S LOWE AVE,census,"c(-87.638935883, 41.69844927)",34030,30,2184373.39997,5947.48755766,34
10,Sidewalk Menu,10757 S GREEN BAY AVE,2021,4323.52,8425,10757 S GREEN BAY AVE,census,"c(-87.541335324, 41.6999395080001)",10033,33,20883941.5186,28928.3520114,10
6,Street Light Upgrade Menu,108 E 83RD ST,2019,500,4947,108 E 83RD ST,census,"c(-87.620943376, 41.7437169520001)",06037,37,2533849.26692,7917.46921185,6
2,Street Light Residential Staggered Piggy Back Menu,108 W GERMANIA PL,2019,12052.76,2369,108 W GERMANIA PL,census,"c(-87.6317554829999, 41.9104347680001)",02033,33,777218.562915,5596.98500927,2
34,Guardrail Menu,10800 S EGGLESTON AV,2008,800,29673,10800 S EGGLESTON AV,census,"c(-87.634112145, 41.69777615)",34027,27,2812011.15288,7636.41010098,34
10,Street Lighting,10800 S HOXIE AVE,2011,3500,7941,10800 S HOXIE AVE,census,"c(-87.5607609749999, 41.69907706)",10013,13,202740181.099,70199.4802524,10
10,Sidewalk Menu,10800 S TORRENCE AVE,2021,1455.29666666667,8426,10800 S TORRENCE AVE,census,"c(-87.559554471, 41.6990474720001)",10013,13,202740181.099,70199.4802524,10
9,High Definition Camera,10800 S. Langley,2013,22500,7033,10800 S. Langley,google,"c(-87.6059593, 41.6973572)",09008,8,19522874.075,19154.3792838,9
10,Sidewalk Menu,10801 S MACKINAW AVE,2019,12530,8336,10801 S MACKINAW AVE,census,"c(-87.5425533499999, 41.698994628)",10033,33,20883941.5186,28928.3520114,10
10,POD Camera,10801 S. Hoxie,2010,1800,7937,10801 S. Hoxie,census,"c(-87.560746291, 41.699077177)",10013,13,202740181.099,70199.4802524,10
10,Sidewalk Menu,10810 S AVENUE N,2019,4094,8325,10810 S AVENUE N,google,"c(-87.5392041, 41.6986874)",10011,11,3480455.70375,7924.90663484,10
10,Bollard Menu,10810 S BUFFALO AV,2007,4284,7702,10810 S BUFFALO AV,census,"c(-87.543778021, 41.6988361900001)",10033,33,20883941.5186,28928.3520114,10
10,Sidewalk Menu,10823 S AVENUE O,2021,4808.5,8427,10823 S AVENUE O,census,"c(-87.5400766449999, 41.69864691)",10011,11,3480455.70375,7924.90663484,10
10,Sidewalk Menu,10825 S AVENUE B,2019,9089,8337,10825 S AVENUE B,census,"c(-87.525771457, 41.6985329560001)",10020,20,3770523.61895,11359.8488411,10
10,Sidewalk Menu,10826 S AVENUE N,2017,4044.46,8230,10826 S AVENUE N,census,"c(-87.537703972, 41.698569595)",10011,11,3480455.70375,7924.90663484,10
10,Sidewalk Menu,10836 S AVENUE J,2020,6176.42,8372,10836 S AVENUE J,census,"c(-87.534082053, 41.6983968820001)",10028,28,3281089.78196,8607.37153278,10
10,Alley Speed Hump Menu,10836 S EWING AVE,2019,700,8314,10836 S EWING AVE,census,"c(-87.5352880189999, 41.698402464)",10011,11,3480455.70375,7924.90663484,10
10,Sidewalk Menu,10844 S AVENUE J,2021,5577.62,8428,10844 S AVENUE J,census,"c(-87.534082053, 41.6982728400001)",10028,28,3281089.78196,8607.37153278,10
10,Sidewalk Menu,10858 S GREEN BAY AVE,2021,3746.5,8429,10858 S GREEN BAY AVE,census,"c(-87.541350009, 41.698091317)",10033,33,20883941.5186,28928.3520114,10
10,Sidewalk Menu,10859 S MACKINAW AVE,2017,20765.91,8227,10859 S MACKINAW AVE,census,"c(-87.5425533499999, 41.6980913240001)",10033,33,20883941.5186,28928.3520114,10
19,Miscellaneous CDOT Projects,10859 S TALMAN AVE,2022,660,16846,10859 S TALMAN AVE,census,"c(-87.6874355689999, 41.6961492680001)",19046,46,2499285.42357,6652.84244712,19
10,POD Camera,10900 S. Ave. J,2009,25000,7902,10900 S. Ave. J,census,"c(-87.534082053, 41.6971448360001)",10028,28,3281089.78196,8607.37153278,10
34,Street Light Arterial,10905 S NORMAL,2012,3500,29962,10905 S NORMAL,google,"c(-87.6349673, 41.6958589)",34027,27,2812011.15288,7636.41010098,34
9,Guardrail Menu,10909 S COTTAGE GROVE AV,2007,1200,6820,10909 S COTTAGE GROVE AV,census,"c(-87.6088184, 41.6972561540001)",09008,8,19522874.075,19154.3792838,9
10,Sidewalk Menu,10918 S BUFFALO AVE,2021,1355.82,8430,10918 S BUFFALO AVE,census,"c(-87.543787944, 41.6969041670001)",10023,23,4890823.82508,10228.699103,10
10,Sidewalk Menu,10927 S AVENUE L,2021,12254.54,8431,10927 S AVENUE L,census,"c(-87.536479301, 41.696747369)",10012,12,1963895.33135,5952.47119078,10
10,Street Resurfacing Menu,10931 S BUFFALO AVE,2020,4382.495,8387,10931 S BUFFALO AVE,census,"c(-87.543774087, 41.6967184800001)",10023,23,4890823.82508,10228.699103,10
10,Street Resurfacing Menu,10939 S BUFFALO AVE,2020,4382.495,8387,10939 S BUFFALO AVE,census,"c(-87.5437746379999, 41.6965947140001)",10023,23,4890823.82508,10228.699103,10
10,Sidewalk Menu,10946 S EWING AVE,2022,5740.94,8503,10946 S EWING AVE,census,"c(-87.5352880189999, 41.6964352000001)",10012,12,1963895.33135,5952.47119078,10
19,Street Resurfacing Menu,10954 S FAIRFIELD AVE,2021,1699.845,16823,10954 S FAIRFIELD AVE,census,"c(-87.6898561959999, 41.6943639190001)",19017,17,2711145.64681,7220.8551405,19
5,Sidewalk Menu,1100 E MIDWAY PLAISANCE,2016,17712.505,4323,1100 E MIDWAY PLAISANCE,google,"c(-87.5992537, 41.7871844)",05027,27,7427976.28201,12315.4928572,5
37,Street Speed Hump Menu,1100 N KEDVALE AVE,2018,1850,32919,1100 N KEDVALE AVE,census,"c(-87.7299502829999, 41.900931819)",37008,8,1367578.85057,6674.79190157,37
37,Street Lighting,1100 N LATROBE AV,2006,2200,32399,1100 N LATROBE AV,census,"c(-87.7569735719999, 41.9005538810001)",37023,23,1401438.83249,5481.14304113,37
29,Curb & Gutter Menu,1100 N MAYFIELD AVE,2019,6244.77,25383,1100 N MAYFIELD AVE,census,"c(-87.772888285, 41.9003602990001)",29013,13,1756915.45323,5302.01117727,29
27,2 POD CAMERAS: 1100 N MONTICELLO AVE & 1200 N MONTICELLO AVE,1100 N MONTICELLO AVE,2019,24776,23863,1100 N MONTICELLO AVE,census,"c(-87.7177259329999, 41.9010224570001)",27024,24,1865263.96459,6000.62267158,27
29,Sidewalk Menu,1100 N PARKSIDE AVE,2018,27556.12,25333,1100 N PARKSIDE AVE,census,"c(-87.766809134, 41.900415943)",29027,27,1319483.25037,5303.23275081,29
27,POD Camera: 1100 N. Ridgeway Ave,1100 N RIDGEWAY AVE,2019,24776,23867,1100 N RIDGEWAY AVE,census,"c(-87.720165062, 41.901010129)",27024,24,1865263.96459,6000.62267158,27
2,1 PTZ Camera - NW 1100 N State,1100 N STATE ST,2022,24776,2456,1100 N STATE ST,google,"c(-87.6285677, 41.9020886)",02042,42,374909.341814,2539.58885555,2
49,Street Speed Hump Menu,1100 W ALBION AVE,2016,1850,42762,1100 W ALBION AVE,census,"c(-87.6590724449999, 42.002582353)",49007,7,2837971.05904,8078.93453544,49
48,Street Lighting,1100 W BERWYN AV,2009,800,41625,1100 W BERWYN AV,google,"c(-87.6578791, 41.97817)",48012,12,1375996.10251,4920.23550065,48
43,In-Road State Law Stop For Pedestrians Sign Menu,1100 W FULLERTON AVE,2022,175,38086,1100 W FULLERTON AVE,google,"c(-87.6562694, 41.9256224)",43039,39,2418101.89494,7929.03297604,43
43,Sidewalk Menu,1100 W WEBSTER AVE,2020,45855.65,38022,1100 W WEBSTER AVE,census,"c(-87.65601044, 41.9217049170001)",43030,30,1745563.97054,5287.22746695,43
44,Street Light Upgrade Menu,1100 W WOLFRAM ST,2017,500,38729,1100 W WOLFRAM ST,census,"c(-87.6564590849999, 41.9335097160001)",44040,40,1309317.66934,4626.16326483,44
25,POD Camera,1100 W. 18 th St.,2009,16738,21680,1100 W. 18 th St.,census,"c(-87.6534123119999, 41.858003377)",25017,17,1809230.57619,6791.58980769,25
25,POD Camera,1100 W. 18 th St.,2010,8262,21821,1100 W. 18 th St.,census,"c(-87.6534123119999, 41.858003377)",25017,17,1809230.57619,6791.58980769,25
5,Sidewalk Menu,1101 E MIDWAY PLAISANCE,2016,17712.505,4323,1101 E MIDWAY PLAISANCE,google,"c(-87.5992537, 41.7871844)",05027,27,7427976.28201,12315.4928572,5
37,Miscellaneous CDOT Projects,1101 N LONG AVE,2019,6000,32955,1101 N LONG AVE,google,"c(-87.7605153, 41.9005016)",37029,29,1837233.11923,5622.6572381,37
29,Curb & Gutter Menu,1101 N MAYFIELD AVE,2019,5163.43666666667,25384,1101 N MAYFIELD AVE,census,"c(-87.7717234959999, 41.867214501)",29034,34,3729630.86083,7793.7739931,29
24,Sidewalk Menu,1101 S KEELER AVE,2021,17633.09,21247,1101 S KEELER AVE,census,"c(-87.730116459, 41.867890441)",24022,22,5494009.30447,12414.6817024,24
28,Sidewalk Menu,1101 S RICHMOND ST,2021,2095.88,24765,1101 S RICHMOND ST,census,"c(-87.699608041, 41.8681927320001)",28034,34,8886301.32385,16929.7029391,28
49,Sidewalk Menu,1101 W NORTH SHORE AVE,2021,2312.33,42972,1101 W NORTH SHORE AVE,census,"c(-87.658775165, 42.003709196)",49007,7,2837971.05904,8078.93453544,49
27,Sidewalk Menu,1103 N RIDGEWAY AVE,2021,3214.67,23922,1103 N RIDGEWAY AVE,census,"c(-87.720150858, 41.9010339500001)",27024,24,1865263.96459,6000.62267158,27
9,Sidewalk Menu,11036 S INDIANA AVE,2022,11533.455,7318,11036 S INDIANA AVE,census,"c(-87.618282359, 41.6939474540001)",09043,43,5101617.85591,10894.7372234,9
19,Miscellaneous-CDOT,11039 S Christiana,2010,15369,16462,11039 S Christiana,google,"c(-87.7043086, 41.6923038)",19054,54,3111083.7319,7335.99339681,19
34,Sidewalk Menu,1104 W 104TH PL,2016,2346.18,30165,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34035,35,7225134.91538,12123.0488508,34
34,Sidewalk Menu,1104 W 104TH PL,2017,3198.36,30211,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34035,35,7225134.91538,12123.0488508,34
34,Sidewalk Menu,1104 W 104TH PL,2018,8739.36,30244,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34035,35,7225134.91538,12123.0488508,34
34,Sidewalk Menu,1104 W 104TH PL,2018,28335.22,30245,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34035,35,7225134.91538,12123.0488508,34
34,Guardrail Menu,11043 S VINCENNES AV,2006,460,29529,11043 S VINCENNES AV,google,"c(-87.662704, 41.69267)",34019,19,10237489.0792,22409.5511739,34
34,Bollard Menu,11044 S PRINCETON AV,2006,1428,29522,11044 S PRINCETON AV,census,"c(-87.630329812, 41.6932041060001)",34028,28,2820331.14068,7851.34346944,34
10,Sidewalk Menu,11045 S AVENUE L,2022,4461.82,8504,11045 S AVENUE L,census,"c(-87.536479301, 41.69464909)",10012,12,1963895.33135,5952.47119078,10
10,Sidewalk Menu,11048 S AVENUE N,2019,14798,8330,11048 S AVENUE N,google,"c(-87.5391798, 41.6940816)",10023,23,4890823.82508,10228.699103,10
29,Miscellaneous CDOT Projects,1105 N MASSASOIT AVE,2021,150,25470,1105 N MASSASOIT AVE,census,"c(-87.7692296549999, 41.9004792910001)",29027,27,1319483.25037,5303.23275081,29
1,Sidewalk Menu,1107 N HERMITAGE AVE,2016,443.94,690,1107 N HERMITAGE AVE,google,"c(-87.6708901, 41.9024648)",01010,10,1385419.68321,5628.89051643,1
29,Miscellaneous CDOT Projects,1107 N MASSASOIT AVE,2021,150,25471,1107 N MASSASOIT AVE,census,"c(-87.769230695, 41.9005105090001)",29027,27,1319483.25037,5303.23275081,29
26,Alley Apron Menu,1107 N SACRAMENTO AVE,2018,20904.63,22904,1107 N SACRAMENTO AVE,google,"c(-87.7015, 41.9013158)",26027,27,9955203.69684,13641.4977359,26
25,Sidewalk Menu,1108 W MADISON ST,2016,4971.26,22040,1108 W MADISON ST,google,"c(-87.6549045, 41.8818314)",25031,31,1250016.48791,6239.16687693,25
26,Sidewalk Menu,1109 N SACRAMENTO AVE,2016,3204.76,22814,1109 N SACRAMENTO AVE,google,"c(-87.7014803, 41.9014002)",26027,27,9955203.69684,13641.4977359,26
16,Curb & Gutter Menu,1109 W GARFIELD BLVD,2022,32341.79,14659,1109 W GARFIELD BLVD,census,"c(-87.652823348, 41.793821338)",16015,15,2757880.70993,7762.99606944,16
26,Alley Resurfacing Menu,1110 N MOZART ST,2022,22461.11,23133,1110 N MOZART ST,census,"c(-87.698094338, 41.9013185740001)",26027,27,9955203.69684,13641.4977359,26
34,Miscellaneous-CDOT,11100 S Halstead St.,2010,20598,29809,11100 S Halstead St.,census,"c(-87.642380741, 41.6923085020001)",34043,43,3513858.84714,8135.76560112,34
9,Sidewalk Menu,11100 S LANGLEY AVE,2019,41729.71,7224,11100 S LANGLEY AVE,google,"c(-87.6060003, 41.692809)",09037,37,7884256.71162,11972.0612075,9
9,Sidewalk Menu,11100 S LANGLEY AVE,2019,6166.59,7225,11100 S LANGLEY AVE,google,"c(-87.6060003, 41.692809)",09037,37,7884256.71162,11972.0612075,9
1,Sidewalk Menu,1111 N PAULINA ST,2022,3172.43,1007,1111 N PAULINA ST,google,"c(-87.6697653, 41.9026288)",01010,10,1385419.68321,5628.89051643,1
4,Street Bump Outs Menu,1111 S WABASH AVE,2021,6190.7,3788,1111 S WABASH AVE,census,"c(-87.625838492, 41.868424051)",04002,2,321000.48731,2287.2159603,4
4,Sidewalk Menu,1112 S WABASH AVE,2016,6539.65,3617,1112 S WABASH AVE,census,"c(-87.625873734, 41.869081201)",04016,16,952025.649008,6899.67715996,4
25,Alley Resurfacing Menu,1112 W CULLERTON ST,2018,23494.04,22103,1112 W CULLERTON ST,census,"c(-87.653932422, 41.8552419740001)",25023,23,3877360.98125,10596.8817899,25
25,Sidewalk Menu,1112 W TAYLOR ST,2022,13593.6,22284,1112 W TAYLOR ST,census,"c(-87.6548140629999, 41.869455519)",25025,25,2280559.44342,7156.5585658,25
25,Alley Resurfacing Menu,1112 W TAYLOR ST,2021,6155.3,22222,1112 W TAYLOR ST,census,"c(-87.6548140629999, 41.869455519)",25025,25,2280559.44342,7156.5585658,25
1,Sidewalk Menu,1113 N HERMITAGE AVE,2016,443.94,690,1113 N HERMITAGE AVE,google,"c(-87.6708806, 41.9026682)",01010,10,1385419.68321,5628.89051643,1
34,Street Light Upgrade Menu,11132 S ASHLAND AVE,2017,500,30222,11132 S ASHLAND AVE,google,"c(-87.6626689, 41.7202573)",21001,1,3252863.97652,7695.2041417,21
10,Sidewalk Menu,11137 S EWING AVE,2018,3076,8273,11137 S EWING AVE,census,"c(-87.5352733349999, 41.6927593)",10010,10,3304524.80853,7982.86679517,10
44,Alley Apron Menu,1114 W ROSCOE ST,2016,9738.07,38634,1114 W ROSCOE ST,google,"c(-87.6573616, 41.9436982)",44038,38,1741165.82739,5567.10042446,44
34,Street Light Upgrade Menu,11142 S ASHLAND AVE,2017,500,30222,11142 S ASHLAND AVE,google,"c(-87.6626689, 41.7202573)",21001,1,3252863.97652,7695.2041417,21
26,Sidewalk Menu,1115 N FRANCISCO AVE,2022,1759.97,23178,1115 N FRANCISCO AVE,census,"c(-87.69836091, 41.8674521400001)",28034,34,8886301.32385,16929.7029391,28
43,Alley Apron Menu,1115 W BELDEN AVE,2016,3180.12,37783,1115 W BELDEN AVE,census,"c(-87.656702652, 41.923501806)",43030,30,1745563.97054,5287.22746695,43
43,Alley Apron Menu,1115 W BELDEN AVE,2017,7736.8,37869,1115 W BELDEN AVE,census,"c(-87.656702652, 41.923501806)",43030,30,1745563.97054,5287.22746695,43
43,Street Light Upgrade Menu,1115 W DIVERSEY PKWY,2016,450,37857,1115 W DIVERSEY PKWY,google,"c(-87.6565005, 41.932376)",43002,2,1448363.68883,6299.44364187,43
44,Sidewalk Menu,1119 W GRACE ST,2018,3031.42,38761,1119 W GRACE ST,google,"c(-87.657645, 41.9510711)",44031,31,3245906.75837,9136.56507993,44
34,Sidewalk Menu,11201 S GREEN ST,2021,28286.69,30350,11201 S GREEN ST,census,"c(-87.643524101, 41.6903798270001)",34043,43,3513858.84714,8135.76560112,34
37,Sidewalk Menu,1121 N KEYSTONE AVE,2019,36505.63,32959,1121 N KEYSTONE AVE,census,"c(-87.727479032, 41.9012888120001)",37019,19,1769475.48914,6654.00020075,37
