ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
13,Street Lighting,S MASON AV-- W 61 ST (6100 S) -to- Dead End (5916 S),2009,65000,10000,S MASON AV AND W 61st ST,S MASON AV AND Dead End,41.7815502,-87.770402,google,NA,NA,google,"c(-87.770402, 41.7815502)",13001,1,1783643.64731,5344.85811944,13
13,Street Resurface Menu,S MASON AV-- W 59 ST (5900 S) -to- W 59 ST (5900 S),2006,15389,9811,S MASON AV AND W 59th ST,S MASON AV AND W 59th ST,41.7852322,-87.7705539,google,41.7852322,-87.7705539,google,"c(-87.7705539, 41.7852322)",23004,4,2291203.02816,6508.94313583,23
25,Sidewalk Menu,S MAY ST-- W TAYLOR ST (1000 S) -to- Dead End (1050 S),2008,16792,20160,S MAY ST AND W TAYLOR ST,S MAY ST AND Dead End,41.8694464,-87.6552548,google,NA,NA,google,"c(-87.6552548, 41.8694464)",25025,25,2280559.44342,7156.5585658,25
11,Sidewalk Menu,ON S MAY ST FROM W 32ND ST (3200 S) TO W 32ND PL (3230 S),2015,3313,8493,S MAY ST and W 32ND ST,S MAY ST and W 32ND PL,41.8352049,-87.6547191,google,41.8352049,-87.6547191,google,"c(-87.6547191, 41.8352049)",11017,17,1948515.96249,6952.81568711,11
11,Curb/Gutter Menu,S MAY ST-- W 32 PL (3232 S) -to- W 32 PL (3232 S),2010,2012,8249,S MAY ST AND W 32nd PL,S MAY ST AND W 32nd PL,41.8352049,-87.6547191,google,41.8352049,-87.6547191,google,"c(-87.6547191, 41.8352049)",11017,17,1948515.96249,6952.81568711,11
13,Street Lighting,S MAYFIELD AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2009,27500,10003,S MAYFIELD AV AND W 59th ST,S MAYFIELD AV AND Dead End,41.7852574,-87.769341,google,NA,NA,google,"c(-87.769341, 41.7852574)",23004,4,2291203.02816,6508.94313583,23
13,Street Lighting,S MAYFIELD AV-- W 61 ST (6100 S) -to- Dead End (5916 S),2009,65000,10002,S MAYFIELD AV AND W 61st ST,S MAYFIELD AV AND Dead End,41.781583856000054,-87.76918988199998,census,NA,NA,google,"c(-87.769189882, 41.7815838560001)",13008,8,2125839.72747,7575.76861501,13
29,Street Lighting,S MAYFIELD AV-- Dead End (100 S) -to- W ADAMS BV (200 S),2007,55000,23201,S MAYFIELD AV AND Dead End,S MAYFIELD AV AND W ADAMS BV,NA,NA,google,41.87765916400008,-87.77130032299993,census,"c(-87.7713003229999, 41.8776591640001)",29019,19,8584565.79816,12246.0454042,29
29,Street Speed Hump Menu,S MAYFIELD AV-- W FILLMORE ST (1040 S) -to- W FILLMORE ST (1040 S) 1,2010,1750,23299,S MAYFIELD AV AND W FILLMORE ST,S MAYFIELD AV AND W FILLMORE ST,41.867324034000035,-87.77173447099995,census,41.867324034000035,-87.77173447099995,census,"c(-87.7717344709999, 41.867324034)",29034,34,3729630.86083,7793.7739931,29
13,Street Lighting,S MENARD AV-- W 59 ST (5900 S) -to- Dead End (5915 S),2009,27500,10004,S MENARD AV AND W 59th ST,S MENARD AV AND Dead End,41.7852986,-87.766895,google,NA,NA,google,"c(-87.766895, 41.7852986)",23004,4,2291203.02816,6508.94313583,23
5,Street Speed Hump Menu,S MERRILL AV-- E 71 ST (7100 S) -to- E 71 ST (7100 S) 1,2007,1650,3802,S MERRILL AV AND E 71st ST,S MERRILL AV AND E 71st ST,41.7660947,-87.5725893,google,41.7660947,-87.5725893,google,"c(-87.5725893, 41.7660947)",05006,6,1774885.53955,9353.22991278,5
9,Sidewalk Menu,S MICHIGAN AV-- E 122 ST (12200 S) -to- E 122 PL (12232 S),2007,35383,6427,S MICHIGAN AV AND E 122nd ST,S MICHIGAN AV AND E 122nd PL,41.6725843,-87.6203456,google,41.6725843,-87.6203456,google,"c(-87.6203456, 41.6725843)",09045,45,2625879.22843,7492.70761623,9
9,Street Resurface Menu,S MICHIGAN AV-- E 124 ST (12400 S) -to- E 124 ST (12400 S),2007,10639,6435,S MICHIGAN AV AND E 124th ST,S MICHIGAN AV AND E 124th ST,41.66894661300006,-87.62020481699994,census,41.66894661300006,-87.62020481699994,census,"c(-87.6202048169999, 41.6689466130001)",09045,45,2625879.22843,7492.70761623,9
20,Sidewalk Menu,S MINERVA AV-- E 65 ST (6500 S) -to- E 65 ST (6500 S),2007,11705,15980,S MINERVA AV AND E 65th ST,S MINERVA AV AND E 65th ST,41.77686852800008,-87.59735979699997,census,41.77686852800008,-87.59735979699997,census,"c(-87.597359797, 41.7768685280001)",20009,9,2309478.76011,6964.51648095,20
13,Street Lighting,S MONITOR AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2009,27500,10005,S MONITOR AV AND W 59th ST,S MONITOR AV AND Dead End,41.785279,-87.7681149,google,NA,NA,google,"c(-87.7681149, 41.785279)",23004,4,2291203.02816,6508.94313583,23
16,Sidewalk Menu,S MORGAN ST-- W 50 ST (5000 S) -to- W 50 PL (5032 S),2008,57060,13177,S MORGAN ST AND W 50th ST,S MORGAN ST AND W 50th PL,41.8024279,-87.6502234,google,41.8024279,-87.6502234,google,"c(-87.6502234, 41.8024279)",20002,2,4389498.10439,9287.84153651,20
20,Sidewalk Menu,S MORGAN ST-- W 50 ST (5000 S) -to- W 50 PL (5032 S),2006,13125,15929,S MORGAN ST AND W 50th ST,S MORGAN ST AND W 50th PL,41.8024279,-87.6502234,google,41.8024279,-87.6502234,google,"c(-87.6502234, 41.8024279)",20002,2,4389498.10439,9287.84153651,20
2,Street Lighting,S MORGAN ST-- W CONGRESS PW (515 S) -to- W EISENHOWER EXIT RP (433 S),2008,1600,1418,S MORGAN ST AND W CONGRESS PW,S MORGAN ST AND W EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,NA,NA,google,"c(-87.6518332909999, 41.875110555)",25003,3,3909890.27327,10135.1881446,25
2,Street Lighting,S MORGAN ST-- W CONGRESS PW (515 S) -to- W EISENHOWER EXIT RP (433 S),2008,2700,1419,S MORGAN ST AND W CONGRESS PW,S MORGAN ST AND W EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,NA,NA,google,"c(-87.6518332909999, 41.875110555)",25003,3,3909890.27327,10135.1881446,25
23,Curb/Gutter Menu,S MULLIGAN AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2005,11269,18010,S MULLIGAN AV AND W 59th ST,S MULLIGAN AV AND Dead End,41.7850299,-87.7803175,google,NA,NA,google,"c(-87.7803175, 41.7850299)",13022,22,2349846.96343,6691.76980927,13
23,Street Resurface Menu,S NEENAH AV-- W 59 ST (5900 S) -to- Dead End (5912 S),2006,12530,18053,S NEENAH AV AND W 59th ST,S NEENAH AV AND Dead End,41.784952522000026,-87.78519707299995,census,NA,NA,google,"c(-87.7851970729999, 41.784952522)",13006,6,1823123.73597,5555.20340553,13
23,Diagonal Parking Menu,S NEENAH AV-- W ARCHER AV (5500 S) -to- W ARCHER AV (5500 S),2007,25000,18091,S NEENAH AV AND W ARCHER AV,S NEENAH AV AND W ARCHER AV,41.7923208,-87.7854562,google,41.7923208,-87.7854562,google,"c(-87.7854562, 41.7923208)",23003,3,2385988.20358,7842.19174445,23
23,Sidewalk Menu,S NEW ENGLAND AV-- W ARCHER AV (5500 S) -to- W ARCHER AV (5500 S),2008,1872,18210,S NEW ENGLAND AV AND W ARCHER AV,S NEW ENGLAND AV AND W ARCHER AV,41.7920687,-87.7940124,google,41.7920687,-87.7940124,google,"c(-87.7940124, 41.7920687)",23012,12,2448718.0099,8674.41488099,23
23,Curb/Gutter Menu,S NEWLAND AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1380,18277,S NEWLAND AV AND W 54th ST,S NEWLAND AV AND W 54th ST,41.7940451,-87.7952905,google,41.7940451,-87.7952905,google,"c(-87.7952905, 41.7940451)",23021,21,2289979.60108,7035.12571686,23
23,Curb/Gutter Menu,S NEWLAND AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1452,18278,S NEWLAND AV AND W 54th ST,S NEWLAND AV AND W 54th ST,41.7940451,-87.7952905,google,41.7940451,-87.7952905,google,"c(-87.7952905, 41.7940451)",23021,21,2289979.60108,7035.12571686,23
34,Street Speed Hump Menu,S NORMAL AV-- W 120 ST (12000 S) -to- Dead End (9014 S) 2,2008,3500,27420,S NORMAL AV AND W 120th ST,S NORMAL AV AND Dead End,41.676073873000064,-87.63462817299995,census,NA,NA,google,"c(-87.634628173, 41.6760738730001)",34016,16,3040662.18182,7244.4538505,34
11,Sidewalk Menu,ON S NORMAL AVE FROM W 37TH ST (3700 S) TO W 37TH PL (3740 S),2014,18131,8423,S NORMAL AVE and W 37TH ST,S NORMAL AVE and W 37TH PL,41.8262795,-87.6386791,google,41.8262795,-87.6386791,google,"c(-87.6386791, 41.8262795)",11029,29,5402585.53468,10635.2929454,11
23,Street Speed Hump Menu,ON S OAK PARK AVE FROM W 64TH ST (6400 S) TO W 64TH PL (6432 S),2022,2350,19310,S OAK PARK AVE and W 64TH ST,S OAK PARK AVE and W 64TH PL,41.77479828600008,-87.79092139299996,census,41.77479828600008,-87.79092139299996,census,"c(-87.790921393, 41.7747982860001)",23035,35,1446790.89585,5337.36870749,23
16,Sidewalk Menu - Change Order,S OAKLEY AV-- W 51 ST (5100 S) -to- Dead End (5115 S),2005,3591,13036,S OAKLEY AV AND W 51st ST,S OAKLEY AV AND Dead End,41.8011386,-87.6818077,google,NA,NA,google,"c(-87.6818077, 41.8011386)",15019,19,5999474.71552,16992.2161273,15
16,Sidewalk Menu,S OAKLEY AV-- W 51 ST (5100 S) -to- Dead End (5115 S),2008,15064,13179,S OAKLEY AV AND W 51st ST,S OAKLEY AV AND Dead End,41.8011386,-87.6818077,google,NA,NA,google,"c(-87.6818077, 41.8011386)",15019,19,5999474.71552,16992.2161273,15
25,Street Resurface Menu,S OAKLEY AV-- W 18 ST (1805 S) -to- W 18 PL (1832 S),2005,13301,19982,S OAKLEY AV AND W 18th ST,S OAKLEY AV AND W 18th PL,41.8575621,-87.6833356,google,41.8575621,-87.6833356,google,"c(-87.6833356, 41.8575621)",25009,9,2754447.27515,6962.3087658,25
2,Miscellaneous-CDOT,S OAKLEY AV-- W 19 ST (1900 S) -to- W 19 ST (1900 S),2008,1442,1264,S OAKLEY AV AND W 19th ST,S OAKLEY AV AND W 19th ST,41.8557423,-87.6832981,google,41.8557423,-87.6832981,google,"c(-87.6832981, 41.8557423)",25009,9,2754447.27515,6962.3087658,25
18,Sidewalk Menu,S OAKLEY AV-- W 79 ST (7900 S) -to- W 79 PL (7932 S),2007,87494,14603,S OAKLEY AV AND W 79th ST,S OAKLEY AV AND W 79th PL,41.7501215,-87.6803479,google,41.7501215,-87.6803479,google,"c(-87.6803479, 41.7501215)",18019,19,4339928.29544,9703.4448977,18
18,Street Light Residential Staggered Piggy Back Menu,ON S OAKLEY AVE FROM W 81ST ST (8100 S) TO W 81ST PL (8140 S),2018,116500,41300,S OAKLEY AVE and W 81ST ST,S OAKLEY AVE and W 81ST PL,41.7454595,-87.6804428,google,41.7454595,-87.6804428,google,"c(-87.6804428, 41.7454595)",18018,18,2794915.80117,7847.05294097,18
2,Street Lighting,S OAKLEY BV-- W JACKSON BV (300 S) -to- E EISENHOWER ENTR RP (466 S),2008,12000,1420,S OAKLEY BV AND W JACKSON BV,S OAKLEY BV AND E EISENHOWER ENTR RP,41.8775772,-87.6838638,google,NA,NA,google,"c(-87.6838638, 41.8775772)",27018,18,1811842.24971,5667.13810334,27
7,Street Speed Hump Menu,S OGLESBY AV-- E 79 ST (7900 S) -to- E 79 ST (7900 S) 2,2007,3300,4924,S OGLESBY AV AND E 79th ST,S OGLESBY AV AND E 79th ST,41.75171609300003,-87.56744781499998,census,41.75171609300003,-87.56744781499998,census,"c(-87.567447815, 41.751716093)",07015,15,2202949.76044,7957.60860081,7
34,Street Speed Hump Menu,S PARNELL AV-- W 120 ST (12000 S) -to- W 120 ST (12000 S) 2,2005,5000,27218,S PARNELL AV AND W 120th ST,S PARNELL AV AND W 120th ST,41.67606181300005,-87.63583011899999,census,41.67606181300005,-87.63583011899999,census,"c(-87.635830119, 41.676061813)",34016,16,3040662.18182,7244.4538505,34
25,Pole Painting,S PAULINA ST-- W 18 ST (1800 S) -to- W 18 PL (1832 S),2009,1500,20231,S PAULINA ST AND W 18th ST,S PAULINA ST AND W 18th PL,41.8577494,-87.6686552,google,41.8577494,-87.6686552,google,"c(-87.6686552, 41.8577494)",25019,19,1653066.17916,5310.04436358,25
25,Street Lighting,S PAULINA ST-- W 18 ST (1800 S) -to- W 18 PL (1832 S),2009,2000,20260,S PAULINA ST AND W 18th ST,S PAULINA ST AND W 18th PL,41.8577494,-87.6686552,google,41.8577494,-87.6686552,google,"c(-87.6686552, 41.8577494)",25019,19,1653066.17916,5310.04436358,25
19,Miscellaneous-CDOT,S PLEASANT AV-- W HOWLAND AV (8790 S) -to- W HOWLAND AV (8790 S),2006,11703,15327,S PLEASANT AV AND W HOWLAND AV,S PLEASANT AV AND W HOWLAND AV,41.73307185600004,-87.67599281399998,census,41.73307185600004,-87.67599281399998,census,"c(-87.675992814, 41.733071856)",19056,56,9170088.90024,13050.7611164,19
2,Curb/Gutter Menu,S PLYMOUTH CT-- W POLK ST (800 S) -to- W POLK ST (800 S),2008,1350,1242,S PLYMOUTH CT AND W POLK ST,S PLYMOUTH CT AND W POLK ST,41.87228859500004,-87.62863050099998,census,41.87228859500004,-87.62863050099998,census,"c(-87.628630501, 41.872288595)",04017,17,654416.061928,4153.48774585,4
34,Street Speed Hump Menu,S PRINCETON AV-- W 112 PL (11232 S) -to- W 112 PL (11232 S) 1,2008,1750,27425,S PRINCETON AV AND W 112th PL,S PRINCETON AV AND W 112th PL,41.68977766900008,-87.63023443599997,census,41.68977766900008,-87.63023443599997,census,"c(-87.630234436, 41.6897776690001)",34037,37,1969207.12503,6005.99755241,34
34,Street Speed Hump Menu,S PRINCETON AV-- W 120 ST (12000 S) -to- W 120 ST (12000 S) 2,2005,5000,27221,S PRINCETON AV AND W 120th ST,S PRINCETON AV AND W 120th ST,41.67612613200003,-87.62981234799997,census,41.67612613200003,-87.62981234799997,census,"c(-87.629812348, 41.676126132)",34016,16,3040662.18182,7244.4538505,34
20,Street Resurface Menu,S PRINCETON AV-- W 62 ST (6200 S) -to- W 62 PL (6232 S),2008,29988,16035,S PRINCETON AV AND W 62nd ST,S PRINCETON AV AND W 62nd PL,41.78164013500003,-87.63265842799996,census,41.78164013500003,-87.63265842799996,census,"c(-87.632658428, 41.781640135)",20027,27,3290943.81364,8368.65353422,20
34,Street Resurface Menu,S RACINE AV-- W 110 ST (11000 S) -to- W 110 PL (11032 S),2010,18800,27551,S RACINE AV AND W 110th ST,S RACINE AV AND W 110th PL,41.6931512,-87.6521356,google,41.6931512,-87.6521356,google,"c(-87.6521356, 41.6931512)",34047,47,3445868.18237,9885.11346507,34
34,Street Resurface Menu,S RACINE AV-- W 122 ST (12200 S) -to- W 122 ST (12200 S),2006,26622,27266,S RACINE AV AND W 122nd ST,S RACINE AV AND W 122nd ST,41.672213,-87.6514643,google,41.672213,-87.6514643,google,"c(-87.6514643, 41.672213)",34040,40,7128790.91024,12195.4780975,34
12,Alley Speed Hump Menu,S ROCKWELLS WASHTENAW AVE & W 24TH PL & W 24TH ST,2011,1650,9185,S ROCKWELLS WASHTENAW AVE & W 24TH PL,S ROCKWELLS WASHTENAW AVE & W 24TH ST,41.8476994,-87.6928497,google,41.8476994,-87.6928497,google,"c(-87.6928497, 41.8476994)",12018,18,2308943.49307,8180.47002002,12
18,Pole Painting,S SACRAMENTO AV-- W 71 ST (7100 S) -to- W 74 ST (7400 S),2008,2600,14678,S SACRAMENTO AV AND W 71st ST,S SACRAMENTO AV AND W 74th ST,41.76445913600003,-87.69791727899997,census,NA,NA,google,"c(-87.697917279, 41.764459136)",17001,1,16356581.0565,18602.0994965,17
18,Street Lighting,S SACRAMENTO AV-- W 71 ST (7100 S) -to- W 74 ST (7400 S),2008,2800,14686,S SACRAMENTO AV AND W 71st ST,S SACRAMENTO AV AND W 74th ST,41.76445913600003,-87.69791727899997,census,NA,NA,google,"c(-87.697917279, 41.764459136)",17001,1,16356581.0565,18602.0994965,17
18,Street Lighting,S SACRAMENTO AV-- W 73 ST (7300 S) -to- W 74 ST (7400 S),2006,1600,14569,S SACRAMENTO AV AND W 73rd ST,S SACRAMENTO AV AND W 74th ST,41.76081309800003,-87.69781678199996,census,NA,NA,google,"c(-87.697816782, 41.760813098)",18027,27,1440715.4983,5329.37310963,18
18,Sidewalk Menu,S SACRAMENTO AV-- W 73 ST (7300 S) -to- W 74 ST (7400 S),2008,65681,14648,S SACRAMENTO AV AND W 73rd ST,S SACRAMENTO AV AND W 74th ST,41.76081309800003,-87.69781678199996,census,NA,NA,google,"c(-87.697816782, 41.760813098)",18027,27,1440715.4983,5329.37310963,18
18,Curb/Gutter Menu,S SACRAMENTO AV-- W 73 ST (7300 S) -to- W 74 ST (7400 S),2009,53040,14699,S SACRAMENTO AV AND W 73rd ST,S SACRAMENTO AV AND W 74th ST,41.76081309800003,-87.69781678199996,census,NA,NA,google,"c(-87.697816782, 41.760813098)",18027,27,1440715.4983,5329.37310963,18
19,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 104 ST (10400 S) TO W 105 ST (10500 S),2013,47261,15583,S SACRAMENTO AVE and W 104th ST,S SACRAMENTO AVE and AVE FROM W 104th ST TO W 105th ST,41.704433,-87.6966499,google,NA,NA,google,"c(-87.6966499, 41.704433)",19006,6,3180605.28846,11347.3285464,19
12,Street Light Residential Staggered Piggy Back Menu,ON S SACRAMENTO AVE FROM W 25TH ST (2500 S) TO W CERMAK RD (2200 S),2016,7294,9411,S SACRAMENTO AVE and W 25TH ST,S SACRAMENTO AVE and AVE FROM W 25TH ST TO W CERMAK RD,41.8455032,-87.7001507,google,NA,NA,google,"c(-87.7001507, 41.8455032)",12018,18,2308943.49307,8180.47002002,12
12,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 36TH PL (3630 S) TO W 37TH PL (3730 S),2016,23617.17,9417,S SACRAMENTO AVE and W 36TH PL,S SACRAMENTO AVE and AVE FROM W 36TH PL TO W 37TH PL,41.8272692,-87.6996257,google,NA,NA,google,"c(-87.6996257, 41.8272692)",12002,2,14889558.1918,22742.6503747,12
15,Street Light Residential Staggered Piggy Back Menu,ON S SACRAMENTO AVE FROM W 45TH ST (4500 S) TO W 47TH ST (4700 S),2017,166000,12846,S SACRAMENTO AVE and W 45TH ST,S SACRAMENTO AVE and AVE FROM W 45TH ST TO W 47TH ST,41.8118363,-87.6992055,google,NA,NA,google,"c(-87.6992055, 41.8118363)",15011,11,2431570.63741,6644.7877458,15
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 S),2012,14001,11648,S SACRAMENTO AVE and W 51st ST,S SACRAMENTO AVE and AVE FROM W 51st ST TO W 52nd ST,41.8009056,-87.6988912,google,NA,NA,google,"c(-87.6988912, 41.8009056)",14025,25,12022328.8297,17299.3340138,14
14,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S),2015,3700,11937,S SACRAMENTO AVE and W 51ST ST,S SACRAMENTO AVE and AVE FROM W 51ST ST TO W 52ND ST,41.8009056,-87.6988912,google,NA,NA,google,"c(-87.6988912, 41.8009056)",14025,25,12022328.8297,17299.3340138,14
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S),2012,9422,11635,S SACRAMENTO AVE and W 52nd ST,S SACRAMENTO AVE and AVE FROM W 52nd ST TO W 53rd ST,41.7990947,-87.6988449,google,NA,NA,google,"c(-87.6988449, 41.7990947)",14030,30,1772327.57531,5324.34488527,14
14,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 53RD PL (5330 S) TO W 55TH ST (5500 S),2015,132319,11924,S SACRAMENTO AVE and W 53RD PL,S SACRAMENTO AVE and AVE FROM W 53RD PL TO W 55TH ST,41.7963308,-87.6987422,google,NA,NA,google,"c(-87.6987422, 41.7963308)",14021,21,2211980.9226700002,5986.30612389,14
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 53 ST (5300 S) TO W 54 ST (5400 S),2012,29839,11659,S SACRAMENTO AVE and W 53rd ST,S SACRAMENTO AVE and AVE FROM W 53rd ST TO W 54th ST,41.7963308,-87.6987422,google,NA,NA,google,"c(-87.6987422, 41.7963308)",14021,21,2211980.9226700002,5986.30612389,14
14,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 53RD ST (5300 S) TO W 55TH ST (5500 S),2015,3700,11931,S SACRAMENTO AVE and W 53RD ST,S SACRAMENTO AVE and AVE FROM W 53RD ST TO W 55TH ST,41.7963308,-87.6987422,google,NA,NA,google,"c(-87.6987422, 41.7963308)",14021,21,2211980.9226700002,5986.30612389,14
14,Alley Apron Menu,ON S SACRAMENTO AVE FROM W 54TH PL (5430 S) TO W 54TH ST (5400 S),2021,4363.445,41028,S SACRAMENTO AVE and W 54TH PL,S SACRAMENTO AVE and AVE FROM W 54TH PL TO W 54TH ST,41.79451583400004,-87.69870115699996,census,NA,NA,google,"c(-87.698701157, 41.794515834)",14021,21,2211980.9226700002,5986.30612389,14
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 54 ST (5400 S) TO W 55 ST (5500 S),2012,1572,11664,S SACRAMENTO AVE and W 54th ST,S SACRAMENTO AVE and AVE FROM W 54th ST TO W 55th ST,41.7945062,-87.698699,google,NA,NA,google,"c(-87.698699, 41.7945062)",14021,21,2211980.9226700002,5986.30612389,14
14,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 55TH ST (5500 S) TO W 59TH ST (5900 S),2019,1306.49,12136,S SACRAMENTO AVE and W 55TH ST,S SACRAMENTO AVE and AVE FROM W 55TH ST TO W 59TH ST,41.7936005,-87.6986753,google,NA,NA,google,"c(-87.6986753, 41.7936005)",16001,1,2649387.63505,6642.73386023,16
14,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 55TH ST (5500 S) TO W 59TH ST (5900 S),2020,319476.21,12173,S SACRAMENTO AVE and W 55TH ST,S SACRAMENTO AVE and AVE FROM W 55TH ST TO W 59TH ST,41.7936005,-87.6986753,google,NA,NA,google,"c(-87.6986753, 41.7936005)",16001,1,2649387.63505,6642.73386023,16
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S),2019,27001.6,12091,S SACRAMENTO AVE and W 57TH ST,S SACRAMENTO AVE and AVE FROM W 57TH ST TO W 58TH ST,41.7899651,-87.6985577,google,NA,NA,google,"c(-87.6985577, 41.7899651)",16001,1,2649387.63505,6642.73386023,16
16,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5900 S),2016,19412.84,13604,S SACRAMENTO AVE and W 58TH ST,S SACRAMENTO AVE and AVE FROM W 58TH ST TO W 59TH ST,41.7881384,-87.698527,google,NA,NA,google,"c(-87.698527, 41.7881384)",14005,5,3526546.26006,7961.32323177,14
16,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S),2018,37324.01,13684,S SACRAMENTO AVE and W 59TH ST,S SACRAMENTO AVE and AVE FROM W 59TH ST TO W 60TH ST,41.7863193,-87.6984752,google,NA,NA,google,"c(-87.6984752, 41.7863193)",16032,32,2428831.73561,7971.81290846,16
15,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S),2014,14159,12679,S SACRAMENTO AVE and W 60TH ST,S SACRAMENTO AVE and AVE FROM W 60TH ST TO W 61ST ST,41.7845122,-87.6984134,google,NA,NA,google,"c(-87.6984134, 41.7845122)",16032,32,2428831.73561,7971.81290846,16
15,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S),2014,5633,12687,S SACRAMENTO AVE and W 61ST ST,S SACRAMENTO AVE and AVE FROM W 61ST ST TO W 62ND ST,41.7826783,-87.6983645,google,NA,NA,google,"c(-87.6983645, 41.7826783)",16013,13,2095511.22107,6308.41339342,16
17,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 63RD ST (6300 S) TO W 64TH ST (6400 S),2015,3700,14235,S SACRAMENTO AVE and W 63RD ST,S SACRAMENTO AVE and AVE FROM W 63RD ST TO W 64TH ST,41.7790555,-87.6982735,google,NA,NA,google,"c(-87.6982735, 41.7790555)",16035,35,2533490.97141,7963.15853419,16
17,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 63RD ST (6300 S) TO W 64THST (6400 S),2021,2350,41293,S SACRAMENTO AVE and W 63RD ST,S SACRAMENTO AVE and AVE FROM W 63RD ST TO W 64THST,41.7790555,-87.6982735,google,NA,NA,google,"c(-87.6982735, 41.7790555)",16035,35,2533490.97141,7963.15853419,16
17,Street Resurfacing Menu (1-5),ON S SACRAMENTO AVE FROM W 65TH ST (6500 S) TO W 66TH ST (6600 S),2018,47705.77,14329,S SACRAMENTO AVE and W 65TH ST,S SACRAMENTO AVE and AVE FROM W 65TH ST TO W 66TH ST,41.7753993,-87.698165,google,NA,NA,google,"c(-87.698165, 41.7753993)",17016,16,2316213.17281,7316.07545238,17
18,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S),2014,55801,14951,S SACRAMENTO AVE and W 71ST ST,S SACRAMENTO AVE and AVE FROM W 71ST ST TO W 72ND ST,41.7644493,-87.6979188,google,NA,NA,google,"c(-87.6979188, 41.7644493)",18050,50,1441524.04741,6671.71279575,18
18,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),2020,63397.66,15151,S SACRAMENTO AVE and W 82ND ST,S SACRAMENTO AVE and AVE FROM W 82ND ST TO W 83RD ST,41.74440793800005,-87.69735851499996,census,NA,NA,google,"c(-87.697358515, 41.7444079380001)",18008,8,1993802.3412,6658.00559111,18
12,Street Light Residential,ON S SACRAMENTO AVE FROM W CERMAK RD (2200 S) TO W 24 ST (2400 S),2013,144000,9290,S SACRAMENTO AVE and W CERMAK RD,S SACRAMENTO AVE and AVE FROM W CERMAK RD TO W 24th ST,41.85183942800006,-87.70036137099999,census,NA,NA,google,"c(-87.700361371, 41.8518394280001)",24039,39,2686444.23942,8624.30280332,24
12,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W PERSHING RD (3900 S) TO W 40TH ST (4000 S),2018,3700,9553,S SACRAMENTO AVE and W PERSHING RD,S SACRAMENTO AVE and AVE FROM W PERSHING RD TO W 40TH ST,41.82269122400004,-87.69953327399998,census,NA,NA,google,"c(-87.699533274, 41.822691224)",12012,12,3772903.16588,8409.78860333,12
28,Street Light Pole Painting,ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S),2015,6300,22870,S SACRAMENTO AVE and W POLK ST,S SACRAMENTO AVE and AVE FROM W POLK ST TO W ROOSEVELT RD,41.871010270000056,-87.70092013499999,census,NA,NA,google,"c(-87.700920135, 41.8710102700001)",28035,35,3577416.36439,7572.34080414,28
