ward,type,location,year,est_cost,id,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
28,Street Light Residential Staggered Piggy Back Menu,ON & N KILDARE AVE FROM W,2021,41570.75,24773,google,"c(-87.7345638, 41.938994)",31036,36,2214197.51636,7583.07701945,31
26,Miscellaneous - Paseo Boriqua Medalli,Paseo Boricua Medallions,2006,20000,22391,google,"c(-87.694751, 41.9031849)",26035,35,915984.457644,4372.42934145,26
26,Miscellaneous-CDOT,Paseo Boriqua Medallion,2006,45000,22393,google,"c(-87.694751, 41.9031849)",26035,35,915984.457644,4372.42934145,26
26,Schools,Pedro Albizu - 2658 W. Haddon,2005,48433,22368,google,"c(-87.6942191, 41.9022176)",01018,18,1094811.09775,4314.36900482,1
26,Schools,Pedro Albizu -2658 W. Haddon,2007,37323,22447,google,"c(-87.6942191, 41.9022176)",01018,18,1094811.09775,4314.36900482,1
26,Schools,Pedro Albizu H.S. parking lot -2658 W. Haddon,2008,6244,22482,google,"c(-87.6942191, 41.9022176)",01018,18,1094811.09775,4314.36900482,1
25,Miscellaneous-CDOT,Permanent Street Cleaning Signs,2007,101002,21492,google,"c(-87.8140025, 41.7679382)",NA,NA,NA,NA,NA
25,Miscellaneous-Other,Pilsen Community,2006,6524,21471,google,"c(-87.659894, 41.857639)",25002,2,4471045.63848,10950.4527267,25
2,Miscellaneous-CDOT,Plymouth Pedestrian Tunnel,2006,1377,1059,google,"c(-87.6285815, 41.8676101)",04037,37,1300589.15323,6087.83731925,4
49,Miscellaneous-Other,Rogers Park Train Station,2010,78900,42472,google,"c(-87.6753999, 42.0091098)",49003,3,2809435.0047,6717.33370003,49
39,Miscellaneous Other,Saugnash Mural,2013,10000,34316,google,"c(-87.7425332, 41.9899768)",39042,42,3382866.0885,8339.08356378,39
48,Schools,Senn Academy,2006,25000,41493,google,"c(-87.6667743, 41.9890128)",48042,42,1751624.45678,5498.36525526,48
48,Miscellaneous-CDOT,South Edgewater Study,2009,60000,41603,google,"c(-87.6595004, 41.9722542)",48035,35,837913.547712,3924.47694315,48
5,Chicago Park District,South Shore Cultural Center,2009,50370,4117,google,"c(-87.5636858, 41.7684565)",05029,29,3957205.99626,12304.9304631,5
5,Chicago Park District,South Shore Cultural Center,2009,42000,4118,google,"c(-87.5636858, 41.7684565)",05029,29,3957205.99626,12304.9304631,5
11,Miscellaneous-CDOT,Stockyard Truckers,2007,612,8632,google,"c(-87.6453965, 41.8199706)",11031,31,27227594.4268,28847.0345242,11
32,Chicago Park District,Supera,2007,98750,27979,google,"c(-87.6482409, 41.9184146)",43007,7,2002647.44037,7830.12789198,43
2,Miscellaneous Other,Temporary Parking signs in WEst Loop,2012,10000,1941,google,"c(-87.6627342, 41.8854407)",27033,33,9057614.97686,13022.2558984,27
50,Chicago Park District,Thillens Stadium,2009,250000,43152,google,"c(-87.7257084, 41.9579921)",39028,28,2702090.61047,7585.76048039,39
48,Miscellaneous-CDOT,Thorndale CTA Station,2010,31500,41634,google,"c(-87.6590417, 41.9901278)",48031,31,1093625.55899,4308.69057165,48
24,Miscellaneous Other,Tree installation - 4043 W. Harrison St.,2012,539,20934,google,"c(-87.72717, 41.8731002)",24019,19,3707802.32784,9866.68423684,24
19,Miscellaneous Other,Tree planting -2037 W. 108 th Pl,2012,515,16563,google,"c(-87.6730612, 41.6965365)",19042,42,2915108.2722,7683.91435267,19
16,Miscellaneous-CDOT,Various locations- Decorative Waste Receptacles,2011,42716,14196,google,"c(-87.7567583, 41.932642)",31019,19,1334537.48541,4672.4567505000005,31
11,Street Traffic Circle Menu,W 30TH,2021,15746.2857142857,9311,google,"c(-87.7201238, 41.8387904)",22003,3,3119286.92773,8011.62133042,22
49,Miscellaneous Other,W Estes Ave & N Glenwood Ave,2013,3228,42570,census,"c(-87.665866717, 42.011565632)",49027,27,1356218.98812,5247.90456483,49
39,Sidewalk Menu - Change Order,W FOSTER AVEKOSTNER,2011,1669,34257,google,"c(-87.7381101, 41.9754424)",39011,11,9967005.50286,18468.8626306,39
45,Alley Resurfacing Menu,W GOODMAN ST,2019,5412.52333333333,39630,google,"c(-87.7686033, 41.97171)",45020,20,2564488.26817,7858.52844093,45
49,Miscellaneous Other,W Lunt Ave & N Glenwood Ave,2013,3228,42569,google,"c(-87.6662054, 42.0091121)",49023,23,1205189.89535,4929.43249711,49
49,Miscellaneous Other,W Touhy Ave & Main st,2013,3228,42575,google,"c(-87.8017797, 42.0117916)",NA,NA,NA,NA,NA
40,Viaduct Improvement Menu,W,2022,5516.764,35472,google,"c(-87.6153661, 41.8939186)",42008,8,1287477.06148,4752.16551304,42
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W,2021,19988.4285714286,42158,google,"c(-87.6153661, 41.8939186)",42008,8,1287477.06148,4752.16551304,42
21,Sidewalk Menu - Change Order,W. 101 st Pl. Elizabeth Vincennes,2007,1486,17652,google,"c(-87.6537646, 41.7090312)",34049,49,5604886.35736,11877.8224883,34
1,Miscellaneous-Other,West Town Branch Library,2010,500000,371,google,"c(-87.6721671, 41.8935946)",01033,33,2201219.72345,7172.74727596,1
46,Miscellaneous-Other,Wilson Yard Development,2005,63962,39772,google,"c(-87.6559213, 41.9619841)",46020,20,2082126.26728,7003.04160619,46
46,Miscellaneous-Other,Wilson Yard Development,2006,120432,39796,google,"c(-87.6559213, 41.9619841)",46020,20,2082126.26728,7003.04160619,46
46,Miscellaneous-Other,Wilson Yard Development,2007,6009,39818,google,"c(-87.6559213, 41.9619841)",46020,20,2082126.26728,7003.04160619,46
46,Miscellaneous-Other,Wilson Yard Development,2008,500117,39841,google,"c(-87.6559213, 41.9619841)",46020,20,2082126.26728,7003.04160619,46
46,Miscellaneous-Other,Wilson Yard Development,2009,59480,39882,google,"c(-87.6559213, 41.9619841)",46020,20,2082126.26728,7003.04160619,46
