ward,type,location,year,est_cost,id,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
5,Viaduct Improvement,S DORCHESTER AVE & E 67TH ST,2015,14865,4312,census,"c(-87.591145051, 41.772378314)",5,5,05005
5,Viaduct Improvement Menu,S DORCHESTER AVE & E 67TH ST,2016,4501.1,4346,census,"c(-87.591145051, 41.772378314)",5,5,05005
8,2 POD Cameras: 88th & Dorchester; 91st & South Ellis,S DORCHESTER AVE & E 88TH ST,2021,24776,6515,census,"c(-87.590525989, 41.7350295410001)",8,1,08001
20,Miscellaneous Other,S DORCHESTER AVE & E MARQUETTE RD,2014,35588,17268,google,"c(-87.591168, 41.775124)",5,5,05005
5,1 LPR w/ Existing Camera NW Corner Dorchester and South Chicago,S DORCHESTER AVE & S SOUTH CHICAGO AVE,2022,10971,4469,google,"c(-87.5911465, 41.7555663)",5,12,05012
2,Traffic Equipment,S DR MARTIN LUTHER KING JR DR & E 24TH PL,2014,9300,2175,google,"c(-87.6177584, 41.8484795)",2,20,02020
2,Traffic Equipment,S DR MARTIN LUTHER KING JR DR & E 31ST ST,2014,4400,2193,census,"c(-87.617121563, 41.838425063)",4,2,04002
2,Traffic Equipment,S DR MARTIN LUTHER KING JR DR & E 35TH ST,2014,4400,2176,census,"c(-87.616964788, 41.8312214250001)",4,52,04052
4,Miscellaneous Other Projects,S DR MARTIN LUTHER KING JR DR & E 37TH ST,2017,6545,3659,google,"c(-87.6173403, 41.827471)",4,19,04019
3,Speed Indicator Signs,S DR MARTIN LUTHER KING JR DR & E 42ND ST,2019,22000,3033,google,"c(-87.6165506, 41.8175387)",3,2,03002
3,Sidewalk Menu,S DR MARTIN LUTHER KING JR DR & E 45TH ST,2021,11224.23,3124,google,"c(-87.6163926, 41.8120969)",3,4,03004
3,Miscellaneous Other,S DR MARTIN LUTHER KING JR DR & E 48TH ST,2015,2300,2858,google,"c(-87.6162614, 41.8066546)",3,31,03031
3,Speed Indicator Signs,S DR MARTIN LUTHER KING JR DR & E 48TH ST,2019,22000,3034,google,"c(-87.6162614, 41.8066546)",3,31,03031
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 71ST ST,2021,1317.6425,4997,google,"c(-87.6152534, 41.7657163)",6,7,06007
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 71ST ST,2022,3882.3575,5037,google,"c(-87.6152534, 41.7657163)",6,7,06007
6,Speed Indicator Signs,S DR MARTIN LUTHER KING JR DR & E 78TH ST,2019,25000,4946,google,"c(-87.6150009, 41.7529322)",6,35,06035
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 79TH ST,2021,1317.6425,4997,google,"c(-87.6149608, 41.7511108)",6,44,06044
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 79TH ST,2022,3882.3575,5037,google,"c(-87.6149608, 41.7511108)",6,44,06044
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 87TH ST,2021,1317.6425,4997,census,"c(-87.6145247159999, 41.7365048400001)",6,1,06001
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 87TH ST,2022,3882.3575,5037,census,"c(-87.6145247159999, 41.7365048400001)",6,1,06001
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E,2021,1317.6425,4997,google,"c(-87.6153521, 41.7690579)",6,11,06011
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E,2022,3882.3575,5037,google,"c(-87.6153521, 41.7690579)",6,11,06011
2,Traffic Equipment,S DR MARTIN LUTHER KING JR DR & S ACCESS DR,2014,2200,2185,google,"c(-87.6153521, 41.7690579)",6,11,06011
20,In-Road State Law Stop,S DREXEL AVE & E 61ST ST,2014,600,17267,google,"c(-87.6043863, 41.7840731)",20,16,20016
20,Street Bump Outs Menu,S DREXEL AVE & E 63RD ST,2018,12525.92,17432,google,"c(-87.6028858, 41.7804374)",20,29,20029
20,Street Lighting,S DREXEL AVE & E 65TH ST,2011,1000,17130,google,"c(-87.6028172, 41.7768137)",20,5,20005
8,Sidewalk Menu - Change Order,S DREXEL AVEDead End (9767 S) & E 98th ST (9800 S),2011,8376,6167,google,"c(-87.5739999, 41.7170714)",7,43,07043
4,Sidewalk Menu,S DREXEL BLVD & E 42ND ST,2017,21143.52,3669,google,"c(-87.6046386, 41.8179791)",4,7,04007
5,Miscellaneous Other,S EAST END AVE & E HYDE PARK BLVD,2015,2300,4286,google,"c(-87.5853249, 41.8024867)",4,38,04038
6,Miscellaneous-CDOT,S EBERHART AV & E 79th ST,2008,1800,4665,census,"c(-87.612498693, 41.751161349)",6,43,06043
34,Street Resurfacing Menu (1-5),S EGGLESTON AVE & W 109TH ST,2019,57441.675,30288,google,"c(-87.6340601, 41.6961045)",34,30,34030
34,Curb & Gutter Menu,S EGGLESTON AVE & W 120TH ST,2017,99490.55,30204,census,"c(-87.633422207, 41.676089953)",34,17,34017
34,Curb & Gutter Menu,S EGGLESTON AVE & W 120TH ST,2017,14990.4,30205,census,"c(-87.633422207, 41.676089953)",34,17,34017
4,Street Bump Outs Menu,S ELLIS AVE & E 41ST ST,2021,21970.035,3789,google,"c(-87.6026103, 41.8200558)",4,7,04007
5,Alley Apron Menu,S ELLIS AVE & E 55TH ST,2017,28888.44,4349,google,"c(-87.6013291, 41.7949642)",5,27,05027
5,In-Road State Law Stop,S ELLIS AVE & E 67TH ST,2014,950,4240,census,"c(-87.600901318, 41.7731903320001)",5,16,05016
8,2 POD Cameras: 88th & Dorchester; 91st & South Ellis,S ELLIS AVE & E 91ST ST,2021,24776,6515,census,"c(-87.599803889, 41.7294298380001)",8,38,08038
8,Curb & Gutter Menu,S ELLIS AVE & E 92ND ST,2014,13774,6261,census,"c(-87.59975967, 41.7276007890001)",8,64,08064
5,Street Bump Outs Menu,S EVERETT AVE & E 56TH ST,2020,6649.755,4441,census,"c(-87.582490234, 41.7934385040001)",5,37,05037
10,Pavement Markings,S EWING AVE & E 95TH ST,2014,2500,8095,google,"c(-87.5365297, 41.7229366)",10,23,10023
15,Diagonal Parking Menu,S FAIRFIELD AVE & W 47TH ST,2017,27015.5,13604,google,"c(-87.6929772, 41.8083033)",12,4,12004
11,Concrete Alley Menu,S FARRELL ST & SHILLOCK AVE,2021,33500,9265,google,"c(-87.6535329, 41.8413285)",11,4,11004
3,Street Resurfacing Menu,S FORRESTVILLE AVE & E 45TH ST,2017,4300,2955,census,"c(-87.612723807, 41.813075654)",3,34,03034
3,Alley Resurfacing Menu (1-1),S GILES AVE & E 37TH ST,2017,1846.755,2925,census,"c(-87.6192521039999, 41.827446751)",2,44,02044
11,Concrete Alley Menu,S GRADY CT & W FULLER ST,2022,23333.3333333333,9330,google,"c(-87.661192, 41.8422703)",11,1,11001
10,Street Resurfacing Menu,S GREEN BAY AVE & E 114TH ST,2021,6653.87,8466,census,"c(-87.541310508, 41.6882259930001)",10,46,10046
16,Green Street Improvements and Repairs,S GREEN ST & W 64TH ST,2019,100000,14574,google,"c(-87.6459322, 41.7777525)",20,13,20013
5,Bus Pad,S GREENWOOD AVE & E 71ST ST,2016,17389.29,4317,google,"c(-87.5982701, 41.7658656)",5,23,05023
11,Concrete Alley Menu,S GROVE ST & S LOCK ST,2022,23333.3333333333,9330,google,"c(-87.662193, 41.8412665)",11,1,11001
11,Miscellaneous CDOT Projects,S HALSTED ST & S CANALPORT AVE,2021,6009.28,9274,google,"c(-87.646557, 41.8546951)",25,12,25012
34,Traffic Signal,S HALSTED ST & W 128TH PL,2012,15200,29970,census,"c(-87.641333345, 41.660460631)",34,6,34006
11,Viaduct Improvement Menu,S HALSTED ST & W 16TH ST,2018,63000,9148,census,"c(-87.6467039139999, 41.8599113610001)",25,29,25029
11,Left-Turn Arrow Menu,S HALSTED ST & W 26TH ST,2017,13608,9071,census,"c(-87.6464466419999, 41.8453272100001)",11,50,11050
11,Pedestrian Refuge Island Menu,S HALSTED ST & W 28TH ST,2018,37685.96,9127,google,"c(-87.6464139, 41.8435031)",11,4,11004
11,Miscellaneous CDOT Projects,S HALSTED ST & W 34TH ST,2016,671.1,9037,google,"c(-87.6461261, 41.831772)",11,38,11038
11,Miscellaneous CDOT Projects,S HALSTED ST & W 34TH ST,2017,6828.9,9072,google,"c(-87.6461261, 41.831772)",11,38,11038
20,In-Road State Law Stop For Pedestrians Signs Menu,S HALSTED ST & W 52ND ST,2017,600,17378,google,"c(-87.645305, 41.7997737)",3,48,03048
20,Left-Turn Arrow Menu,S HALSTED ST & W 63RD ST,2013,17950,17261,google,"c(-87.6447133, 41.7797793)",16,25,16025
6,Pedestrian Countdown Signal Menu,S HALSTED ST & W 69TH ST,2017,20000,4885,google,"c(-87.6445198, 41.7688325)",6,15,06015
6,Pedestrian Countdown Signal Menu,S HALSTED ST & W 69TH ST,2018,15682,4915,google,"c(-87.6445198, 41.7688325)",6,15,06015
17,POD CAMERA - 75th & Halsted (NW) Corner,S HALSTED ST & W 75TH ST,2018,27011,15240,google,"c(-87.6442366, 41.7583739)",17,35,17035
11,Miscellaneous Other,S HALSTED ST & W JAMES M ROCHFORD ST,2013,368,8873,google,"c(-87.6468596, 41.8658832)",25,3,25003
11,In-Road State Law Stop,S HALSTED ST & W JAMES M ROCHFORD ST,2014,1132,8901,google,"c(-87.6468596, 41.8658832)",25,3,25003
2,Pole Painting,S HALSTED ST & W VAN BUREN ST,2011,2750,1882,google,"c(-87.6471979, 41.8766916)",27,45,27045
16,Sidewalk Menu,S HAMILTON AVEDead End (5323 S) & W 53rd PL (5332 S),2011,15728,14201,google,"c(-87.7562815, 41.7957356)",23,8,23008
23,Street Traffic Circles Menu,S HAMLIN AV & W 53rd ST,2008,11000,19485,google,"c(-87.7183619, 41.7969486)",23,29,23029
22,Alley Resurfacing Menu,S HAMLIN AVE & W CERMAK RD,2017,25418.15,18906,google,"c(-87.7198592, 41.8516183)",24,26,24026
23,POD CAMERA - 53rd & Harlem,S HARLEM AVE & W 53RD ST,2018,27011,20280,google,"c(-87.8016089, 41.7957623)",NA,NA,NA
5,Miscellaneous Other,S HARPER AVE & E 59TH ST,2014,68550,4247,census,"c(-87.589127068, 41.787879)",5,41,05041
4,Miscellaneous Other,S HARPER AVE & E HYDE PARK BLVD,2014,42816,3511,census,"c(-87.589151187, 41.802455111)",4,47,04047
5,Street Speed Hump Menu,S HARPER AVEDead End (6071 S) & E 61st ST (6118 S),2011,3700,4195,google,"c(-87.6066608, 41.7840296)",20,1,20001
15,Street Traffic Circle Menu,S HERMITAGE AVE & W 44TH ST,2016,14832.52,13582,google,"c(-87.6687611, 41.8140081)",12,9,12009
15,Street Traffic Circle Menu,S HERMITAGE AVE & W 45TH ST,2016,14832.52,13583,google,"c(-87.6687152, 41.8121978)",20,8,20008
15,Street Traffic Circle Menu,S HERMITAGE AVE & W 46TH ST,2016,14707.33,13584,google,"c(-87.668653, 41.8103834)",20,8,20008
15,Street Traffic Circle Menu,S HERMITAGE AVE & W 48TH ST,2018,17006.08,13666,google,"c(-87.6685741, 41.8067292)",20,15,20015
11,Sidewalk Menu,S HILLOCK AVE & S BONFIELD ST,2022,18379.25,9363,census,"c(-87.658490224, 41.8442780190001)",11,1,11001
11,Sidewalk Menu,S HILLOCK AVE & S CROWELL ST,2022,23323.94,9364,census,"c(-87.657658107, 41.8446880480001)",11,1,11001
11,Sidewalk Menu,S HILLOCK AVE & S FARRELL ST,2022,16392.37,9365,google,"c(-87.6568226, 41.845076)",11,1,11001
14,In-Road State Law Stop,S HOMAN AVE & W 51ST ST,2012,410,12306,google,"c(-87.7086595, 41.800766)",14,6,14006
24,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S HOMAN AVE & W OGDEN AVE N,2018,49869,21133,google,"c(-87.7102288, 41.8560372)",24,38,24038
15,Street Traffic Circle Menu,S HONORE ST & W 44TH ST,2016,14112.72,13579,google,"c(-87.6711789, 41.813992)",12,9,12009
15,Street Traffic Circle Menu,S HONORE ST & W 45TH ST,2016,14112.72,13580,google,"c(-87.6711505, 41.8121778)",20,21,20021
15,Street Traffic Circle Menu,S HONORE ST & W 46TH ST,2016,14112.72,13581,google,"c(-87.6710978, 41.810357)",20,21,20021
15,Street Traffic Circle Menu,S HONORE ST & W 48TH ST,2018,12729.15,13668,google,"c(-87.6709927, 41.8067107)",20,4,20004
25,Pole Painting,S HOYNE AV & W 18th ST,2010,200,21714,google,"c(-87.6784554, 41.8576294)",25,9,25009
17,Street Traffic Circles Menu,S HOYNE AV & W 71st ST,2007,18200,14846,google,"c(-87.675967, 41.7647791)",17,16,17016
4,Miscellaneous-CDOT,S HYDE PARK BV & S HARPER AV,2008,400,3307,census,"c(-87.589151187, 41.802455111)",4,47,04047
3,Pole Painting,S INDIANA AV & E 53rd ST,2009,1800,2680,google,"c(-87.6209393, 41.7982003)",3,27,03027
3,Miscellaneous CDOT Projects,S INDIANA AVE & E 13TH ST,2017,87215.09,2938,google,"c(-87.6224015, 41.8657949)",2,38,02038
3,Miscellaneous CDOT Projects,S INDIANA AVE & E 13TH ST,2018,27176.14,2976,google,"c(-87.6224015, 41.8657949)",2,38,02038
2,Traffic Equipment,S INDIANA AVE & E 18TH ST,2014,2800,2177,google,"c(-87.6224231, 41.8578949)",2,30,02030
2,Traffic Equipment,S INDIANA AVE & E 31ST ST,2014,3700,2188,google,"c(-87.6219, 41.8383557)",3,7,03007
3,Speed Indicator Signs,S INDIANA AVE & E 32ND ST,2019,22000,3035,google,"c(-87.6218642, 41.8364859)",3,7,03007
3,Miscellaneous CDOT Projects,S INDIANA AVE & E 35TH ST,2016,3600,2893,google,"c(-87.6217644, 41.8310517)",3,23,03023
3,Left-Turn Arrow Menu,S INDIANA AVE & E 35TH ST,2018,19830,2974,google,"c(-87.6217644, 41.8310517)",3,23,03023
3,Speed Indicator Signs,S INDIANA AVE & E 42ND ST,2019,22000,3036,google,"c(-87.6214477, 41.818352)",3,9,03009
3,Street Bump Outs Menu,S INDIANA AVE & E 44TH ST,2020,27481.26,3085,google,"c(-87.6213584, 41.814743)",3,11,03011
3,Speed Indicator Signs,S INDIANA AVE & E 48TH ST,2019,22000,3037,census,"c(-87.62116155, 41.80749203)",3,35,03035
20,POD CAMERA RELOCATION - 69TH STREET & INDIANA,S INDIANA AVE & E 69TH ST,2018,1800,17418,census,"c(-87.620208837, 41.7692508420001)",20,28,20028
2,Traffic Equipment,S INDIANA AVE & E CULLERTON ST,2014,2800,2187,census,"c(-87.622355457, 41.8555136050001)",2,30,02030
3,Left-Turn Arrow Menu,S INDIANA AVE & E PERSHING RD,2013,15900,2811,census,"c(-87.621599718, 41.823776594)",3,33,03033
20,Street Lighting,S INGLESIDE AVE & E MARQUETTE RD,2011,1000,17125,census,"c(-87.602151503, 41.7749992810001)",20,29,20029
2,Pole Painting,S JEFFERSON ST & W TAYLOR ST,2009,2500,1582,census,"c(-87.642269979, 41.869719886)",2,28,02028
7,Miscellaneous-CDOT,S JEFFERY AV & E 96th ST,2010,600,5331,google,"c(-87.5753013, 41.720637)",7,36,07036
34,Street Cul-de-Sac Menu,S JUSTINE ST & W 121st ST (12100 S),2011,27911,29888,google,"c(-87.6600598, 41.673905)",34,51,34051
34,Miscellaneous-CDOT,S JUSTINE ST & W 121st ST,2010,400,29810,census,"c(-87.66005396, 41.6739111740001)",34,51,34051
24,Street Light Pole for High Definition Camera Menu,S KARLOV AVE & W POLK ST,2021,6000,21252,google,"c(-87.727795, 41.8709009)",24,42,24042
24,5 POD Camera + 5 LPR Existing Cameras: Various Locations,S KARLOV AVE & W POLK ST,2021,33552.8,21217,google,"c(-87.727795, 41.8709009)",24,42,24042
18,Street Traffic Circles Menu,S KEDVALE AV & W 85th ST,2008,15000,15627,google,"c(-87.7251898, 41.7384518)",18,6,18006
23,1 POD Camera + LPR Existing: 59th & Kedzie,S KEDZIE AVE & W 59TH ST,2021,35747,20475,google,"c(-87.7033395, 41.7862437)",16,39,16039
23,1 POD Camera + LPR Existing: 63rd & Kedzie,S KEDZIE AVE & W 63RD ST,2021,35747,20476,google,"c(-87.7031286, 41.7789788)",15,32,15032
24,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S KEDZIE AVE & W OGDEN AVE N,2018,50114,21132,google,"c(-87.7054228, 41.8580682)",24,23,24023
24,Pedestrian Countdown Signal Menu,S KEDZIE AVE & W ROOSEVELT RD,2017,26710,21098,google,"c(-87.7056596, 41.8664163)",24,43,24043
11,POD CAMERAS - 4 LOCATIONS,S KEELEY ST & W 31ST ST,2018,27011,9128,census,"c(-87.651298646, 41.8379828760001)",11,8,11008
28,High Definition Camera,S KENTON AVE & W MONROE ST,2014,1800,24499,census,"c(-87.7405682839999, 41.879303298)",28,40,28040
4,In-Road State Law Stop for Pedestria,S KENWOOD AV & W 53rd ST,2010,550,3352,census,"c(-87.592568091, 41.799504514)",4,1,04001
5,In-Road State Law Stop,S KENWOOD AVE & E 55TH ST,2013,950,4213,census,"c(-87.59334795, 41.7951147970001)",4,31,04031
5,Floodlight Menu,S KENWOOD AVE & E 68TH ST,2022,1900,4475,census,"c(-87.5919289289999, 41.77145374)",5,42,05042
5,Street Resurfacing Menu,S KENWOOD AVE & E 70TH ST,2016,71530.82,4331,census,"c(-87.59227866, 41.7678237820001)",5,42,05042
22,Street Resurfacing Menu,S KILBOURN AVE & W 30TH ST,2016,41097.03,18883,census,"c(-87.7365604559999, 41.838585859)",22,5,22005
22,Street Resurfacing Menu,S KILBOURN AVE & W 30TH ST,2016,15869.34,18884,census,"c(-87.7365604559999, 41.838585859)",22,5,22005
23,Alley Speed Hump Menu,S KILBOURN AVE & W 55TH ST,2020,1750,20434,google,"c(-87.7354126, 41.7930933)",13,7,13007
28,Street Light Pole for High Definition Camera Menu,S KILBOURN AVE & W GLADYS AVE,2022,3500,24795,google,"c(-87.7377567, 41.8760162)",24,29,24029
24,High Definition Camera,S KILDARE AVE & W 18TH ST,2014,22500,21007,google,"c(-87.7325769, 41.8569246)",24,1,24001
5,Viaduct Improvement Menu,S KIMBARK AVE & E 73RD ST,2016,20178,4347,google,"c(-87.5933047, 41.7623452)",5,20,05020
13,In-Road State Law Stop for Pedestrians S,S KOLIN AVE & W 59TH ST,2011,800,10752,google,"c(-87.731515, 41.785843)",13,40,13040
13,Street Traffic Circles Menu,S KOLMAR AV & W 82nd ST,2010,26718,10709,census,"c(-87.7351776149999, 41.7436923980001)",13,10,13010
22,Sidewalk Menu,S KOMENSKY AVE & W 32nd ST (3200 S)Dead End (3225 S),2011,17429,18670,google,"c(-87.7166221, 41.8353438)",22,10,22010
13,Traffic Signals,S KOSTNER AV & W 59th ST,2009,12000,10657,google,"c(-87.732752, 41.7858359)",13,40,13040
13,Traffic Signals,S KOSTNER AV & W 63rd ST,2009,12000,10655,google,"c(-87.7325194, 41.778541)",13,35,13035
13,Traffic Signals,S KOSTNER AV & W 79th ST,2009,12000,10656,census,"c(-87.731628055, 41.74932828)",13,42,13042
22,Arterial Street Bump Outs Menu,S KOSTNER AVE & W 27TH ST,2022,25000,19194,census,"c(-87.7342249019999, 41.8422881750001)",22,2,22002
24,5 POD Camera + 5 LPR Existing Cameras: Various Locations,S KOSTNER AVE & W FIFTH AVE,2021,33552.8,21217,google,"c(-87.7351109, 41.8702986)",24,32,24032
28,High Definition Camera,S KOSTNER AVE & W MONROE ST,2014,1800,24501,google,"c(-87.7354286, 41.8796575)",28,11,28011
10,Street Resurfacing Menu,S KREITER AVE & E 94TH ST,2021,13639.545,8467,google,"c(-87.5338165, 41.7267772)",10,23,10023
9,Street Traffic Circles Menu,S LA SALLE ST & W 102nd ST,2007,10000,6839,google,"c(-87.6271662, 41.708947)",9,17,09017
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S LA SALLE ST & W 47TH ST,2021,19544.5555555556,3098,google,"c(-87.6308447, 41.8091411)",3,17,03017
42,Pedestrian Countdown,S LA SALLE ST & W HUBBARD ST,2012,12900,36660,census,"c(-87.632461454, 41.8900082580001)",42,46,42046
28,Street Bump Outs Menu,S LAFLIN ST & W ADAMS ST,2018,14474.72,24660,census,"c(-87.6643472, 41.878941508)",2,3,02003
28,Street Bump Outs Menu,S LAFLIN ST & W MONROE ST,2018,14574.72,24659,census,"c(-87.664383379, 41.8802117920001)",2,3,02003
2,Pole Painting,S LAFLIN ST & W TAYLOR ST,2008,300,1371,google,"c(-87.6640761, 41.8693037)",2,29,02029
4,Sidewalk Menu,S LAKE PARK AVE & E 47TH ST,2017,35788.58,3671,census,"c(-87.592431415, 41.809686889)",4,10,04010
4,Street Light Upgrade Menu,S LAKE PARK AVE & E 47TH ST,2017,11355,3673,census,"c(-87.592431415, 41.809686889)",4,10,04010
4,Viaduct Improvement Menu,S LAKE PARK AVE & E 47TH ST,2018,23069.72,3721,census,"c(-87.592431415, 41.809686889)",4,10,04010
5,Left-Turn Arrow Menu,S LAKE PARK AVE & E 55TH ST,2017,80304,4350,google,"c(-87.587464, 41.7952312)",5,48,05048
5,Left-Turn Arrow Menu,S LAKE PARK AVE & E 55TH ST,2017,959.95,4351,google,"c(-87.587464, 41.7952312)",5,48,05048
4,Sidewalk Menu,S LAKE PARK AVE & S GREENWOOD AVE,2022,8343.62666666667,3825,census,"c(-87.599329542, 41.8175538080001)",4,5,04005
42,Miscellaneous CDOT,S LAKE SHORE DR SB & E MONROE DR,2015,16000,36852,google,"c(-87.5905131, 41.8127955)",4,10,04010
29,Alley Resurfacing Menu,S LAVERGNE AVE & W POLK ST,2021,33450.085,25453,google,"c(-87.7490379, 41.8702069)",24,41,24041
22,Street Resurfacing Menu,S LAWNDALE AVE & W 26TH ST,2018,7959.33,18995,google,"c(-87.7172388, 41.8443608)",22,13,22013
23,1 POD Camera: W. Lawndale Ave & S. 55th St,S LAWNDALE AVE & W 55TH ST,2020,24776,20440,google,"c(-87.715798, 41.7933178)",23,9,23009
25,Sidewalk Menu,S LEAVITT ST & W 18TH PL,2017,38506.92,22079,google,"c(-87.6809008, 41.8575972)",25,9,25009
20,In-Road State Law Stop For Pedestrians Signs Menu,S LOOMIS BLVD & W 52ND ST,2016,600,17348,google,"c(-87.659879, 41.7995519)",16,12,16012
11,Curb & Gutter Menu,S LOOMIS ST & W 31ST ST,2015,5013,8958,google,"c(-87.6543578, 41.8379522)",11,8,11008
2,Miscellaneous-CDOT,S Loomis St & W Van Buren St,2010,30772,1755,google,"c(-87.661849, 41.8764466)",2,13,02013
29,Street Traffic Circle Menu,S LOTUS AVE & W VAN BUREN ST,2017,13369.68,25312,census,"c(-87.761620434, 41.8747688650001)",29,38,29038
11,In-Road State Law Stop,S LOWE AVE & W 31ST ST,2013,950,8872,google,"c(-87.6426246, 41.8380787)",11,42,11042
11,Sidewalk Menu,S LOWE AVE & W 35TH ST,2019,1713.915,9188,google,"c(-87.6424498, 41.8307967)",11,21,11021
20,Pedestrian Refuge Island Menu,S LOWE AVE & W 63RD ST,2016,29316.35,17351,google,"c(-87.6408933, 41.7798157)",16,25,16025
20,Pedestrian Refuge Island Menu,S LOWE AVE & W 63RD ST,2017,10149.86,17380,google,"c(-87.6408933, 41.7798157)",16,25,16025
17,Alley Resurface Menu(1),S LOWE AVEDEAD ENDW 73RD ST & W 74TH ST,2011,39284,14999,google,"c(-87.7025091, 41.7607427)",18,42,18042
11,Street Traffic Circle Menu,S LYMAN ST & S BONFIELD ST,2019,19794.9,9209,census,"c(-87.6545547539999, 41.840394808)",11,7,11007
18,Street Traffic Circles Menu,S MAPLEWOOD AV & W 82nd ST,2010,6327,15769,google,"c(-87.6862169, 41.7445887)",18,14,18014
28,Curb & Gutter Menu,S MAPLEWOOD AVE & W HARRISON ST,2020,63903.03,24747,google,"c(-87.6901926, 41.8738526)",2,39,02039
28,Sidewalk Menu,S MAPLEWOOD AVE & W LEXINGTON ST,2021,20374.675,24770,census,"c(-87.690166936, 41.8720313220001)",2,39,02039
27,1 PTZ - SE S Maplewood Ave & W Wilcox St,S MAPLEWOOD AVE & W WILCOX ST,2022,24776,23948,census,"c(-87.690074479, 41.879335457)",2,27,02027
12,Viaduct Improvement Menu,S MARSHALL BLVD & W 19TH ST,2018,18000,10161,google,"c(-87.6992069, 41.8554927)",12,7,12007
12,Sidewalk Menu,S MARSHALL BLVD & W 21ST ST,2021,38840.52,10313,census,"c(-87.699147365, 41.8537046550001)",12,7,12007
15,Street Traffic Circle Menu,S MARSHFIELD AVE & W 44TH ST,2016,14211.55,13585,census,"c(-87.666337044, 41.8140444470001)",12,16,12016
15,Street Traffic Circle Menu,S MARSHFIELD AVE & W 46TH ST,2016,11727.7,13586,google,"c(-87.6662233, 41.8104116)",3,13,03013
34,Street Cul-de-Sac Menu,S MARTIN ST & W 107TH ST,2016,28976.69,30166,google,"c(-87.6559854, 41.6994879)",21,20,21020
34,Street Cul-de-Sac Menu,S MARTIN ST & W 107TH ST,2017,8478.43,30215,google,"c(-87.6559854, 41.6994879)",21,20,21020
34,Street Traffic Circles Menu,S MAY ST & W 102nd ST,2005,10000,29509,google,"c(-87.6513742, 41.7086523)",34,29,34029
23,In-Road State Law Stop,S MAYFIELD AVE & W 55TH ST,2014,550,19891,google,"c(-87.7696236, 41.7925907)",23,4,23004
13,In-Road State Law Stop,S MEADE AVE & W 55TH ST,2013,950,10807,google,"c(-87.7745059, 41.7924951)",23,7,23007
2,Traffic Signals,S MICHIGAN AV & E 30th ST,2009,61000,1731,google,"c(-87.6252174, 41.8396114)",2,14,02014
3,Pavement Markings Menu,S MICHIGAN AVE & E 16TH ST,2016,800,2895,google,"c(-87.6239796, 41.8602295)",2,19,02019
2,Traffic Equipment,S MICHIGAN AVE & E 18TH ST,2014,2800,2192,google,"c(-87.62396, 41.857887)",2,40,02040
3,Pedestrian Refuge Island Menu,S MICHIGAN AVE & E 21ST ST,2019,81625.26,3020,google,"c(-87.6238574, 41.8542799)",2,26,02026
3,Pedestrian Refuge Island Menu,S MICHIGAN AVE & E 21ST ST,2020,45050.12,3080,google,"c(-87.6238574, 41.8542799)",2,26,02026
3,Pedestrian Refuge Island Menu,S MICHIGAN AVE & E 21ST ST,2022,23616.69,3189,google,"c(-87.6238574, 41.8542799)",2,26,02026
3,Pavement Markings Menu,S MICHIGAN AVE & E 31ST ST,2019,1287.21,3019,google,"c(-87.6232986, 41.8383529)",2,14,02014
3,Left-Turn Arrow Menu,S MICHIGAN AVE & E 35TH ST,2018,23310,2973,google,"c(-87.6232472, 41.8310445)",3,41,03041
3,Speed Indicator Signs,S MICHIGAN AVE & E 44TH ST,2019,22000,3038,google,"c(-87.6229636, 41.814722)",3,15,03015
3,Arterial Street Bump Outs Menu,S MICHIGAN AVE & E 46TH ST,2017,27011,2933,census,"c(-87.622882062, 41.811101889)",3,1,03001
3,Arterial Street Bump Outs Menu,S MICHIGAN AVE & E 46TH ST,2018,20431.68,2970,census,"c(-87.622882062, 41.811101889)",3,1,03001
3,Street Bump Outs Menu,S MICHIGAN AVE & E 46TH ST,2021,16727.48,3128,census,"c(-87.622882062, 41.811101889)",3,1,03001
3,Speed Indicator Signs,S MICHIGAN AVE & E 48TH ST,2019,22000,3039,census,"c(-87.622785585, 41.8074679110001)",3,35,03035
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S MICHIGAN AVE & E CERMAK RD,2021,19544.5555555556,3098,census,"c(-87.623810656, 41.8529489160001)",2,26,02026
3,Street Speed Hump Menu,S MOE DR & S LSD 18TH DR XR,2017,28000,2957,google,"c(-87.6130939, 41.8482159)",2,20,02020
20,Alley Resurfacing Menu,S MORGAN ST & W 54TH ST,2018,37735.58,17416,google,"c(-87.6500227, 41.7951192)",20,40,20040
