ward,type,location,year,est_cost,id,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
10,In-Road State Law Stop For Pedestrians Sign Menu,s S AVENUE D & E 110TH ST,2019,350,8318,google,"c(-87.528222, 41.6954241)",10019,19,2906904.55996,8782.02792969,10
15,Floodlight Menu,S SACRAMENTO AVE & W POPE JOHN PAUL II DR,2017,900,13605,google,"c(-87.6993397, 41.815476)",15010,10,3544288.17353,10158.3829975,15
34,Guardrail Menu,S SANGAMON ST & W 108th ST (10800 S),2011,1697,29873,google,"c(-87.6864782, 41.6972116)",19046,46,2499285.42357,6652.84244712,19
11,High Definition Camera Menu,S SHIELDS AVE & W 33RD ST,2016,27011,9033,census,"c(-87.635231156, 41.834545872)",11032,32,3253377.69198,8917.19129865,11
7,Miscellaneous-CDOT,S SHORE DR & E 81st ST,2010,500,5329,google,"c(-87.5479907, 41.7483245)",07022,22,11538539.8763,15104.4067941,7
5,Miscellaneous Other,S SOUTH CHICAGO AVE & E 75TH ST,2014,48972,4246,google,"c(-87.5956059, 41.7587385)",05012,12,8281824.36961,20542.2893177,5
5,Miscellaneous Other,S SOUTH CHICAGO AVE & S INGLESIDE AVE,2014,43451,4248,census,"c(-87.602328378, 41.763546622)",05012,12,8281824.36961,20542.2893177,5
5,Miscellaneous CDOT,S SOUTH CHICAGO AVE & S INGLESIDE AVE,2015,7849,4285,census,"c(-87.602328378, 41.763546622)",05012,12,8281824.36961,20542.2893177,5
5,Pedestrian Countdown Signal Menu,S SOUTH SHORE DR & E 67TH ST,2016,6100,4321,census,"c(-87.566808653, 41.773560161)",05025,25,25695249.8072,35894.5221761,5
24,Street Traffic Circle Menu,S SPAULDING AVE & W 13TH ST,2022,12635.03,21332,google,"c(-87.7080423, 41.8645383)",24014,14,6680840.09591,14739.7943612,24
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2017,5240.535,15176,google,"c(-87.705241, 41.7643399)",17001,1,16356581.0565,18602.0994965,17
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2018,8613.26,15221,google,"c(-87.705241, 41.7643399)",17001,1,16356581.0565,18602.0994965,17
3,Miscellaneous Other,S ST LAWRENCE AVE & E 47TH ST,2015,2300,2859,google,"c(-87.6114582, 41.8094492)",03030,30,1595000.31378,6130.2986306,3
12,Street Traffic Circle Menu,S ST LOUIS AVE & W 38TH ST,2016,3008.47,9999,google,"c(-87.7117859, 41.8242878)",12011,11,3322539.34217,7892.23305529,12
24,Street Light Pole for High Definition Camera Menu,S ST LOUIS AVE & W LEXINGTON ST,2018,6000,21140,google,"c(-87.7131419, 41.8717825)",24018,18,1621826.93715,5135.15949943,24
28,Alley Apron Menu,S ST LOUIS AVE & W VAN BUREN ST,2020,28334.61,24736,google,"c(-87.7129539, 41.8754304)",28025,25,3228081.44514,7508.761806,28
3,Pedestrian Refuge Island Menu,S STATE ST & E 13TH ST,2016,10057,2896,google,"c(-87.6273268, 41.8657458)",03033,33,967177.638615,5786.94151043,3
3,Pedestrian Refuge Island Menu,S STATE ST & E 13TH ST,2017,11166.57,2941,google,"c(-87.6273268, 41.8657458)",03033,33,967177.638615,5786.94151043,3
3,Speed Indicator Signs,S STATE ST & E 18TH ST,2022,5500,3196,google,"c(-87.6272821, 41.8578197)",03013,13,1626161.48092,5615.11988831,3
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & E 31ST ST,2021,19544.5555555556,3098,google,"c(-87.6265929, 41.8382962)",03041,41,5920928.29193,10299.8331427,3
3,Miscellaneous CDOT Projects,S STATE ST & E 43RD ST,2021,2500,3121,google,"c(-87.6262091, 41.8164929)",03024,24,5716768.43038,12629.2401761,3
3,Sidewalk Menu,S STATE ST & E 54TH ST,2018,4320.48,2983,google,"c(-87.6258055, 41.7964703)",03016,16,9227435.24087,13702.1820775,3
6,Miscellaneous CDOT Projects,S STATE ST & E 83RD ST,2022,5200,5038,google,"c(-87.6243226, 41.7436581)",06037,37,2533849.26692,7917.46921185,6
6,Miscellaneous CDOT Projects,S STATE ST & E 87TH ST,2022,5200,5038,google,"c(-87.6241788, 41.7363139)",21044,44,8752281.57583,15804.7107264,21
2,Traffic Signals,S STATE ST & E 8th ST,2008,8800,1558,google,"c(-87.6276003, 41.8718153)",04016,16,952025.649008,6899.67715996,4
3,In-Road State Law Stop,S STATE ST & W 23RD ST,2012,550,2756,google,"c(-87.6270491, 41.8510813)",03003,3,3478741.51746,8993.5925704,3
2,Traffic Signals,S STATE ST & W HARRISON ST,2006,40000,1110,google,"c(-87.6275957, 41.8745746)",04021,21,2022818.35532,7207.68801124,4
2,Miscellaneous Other,S STATE ST & W MADISON ST,2013,2800,2043,google,"c(-87.6278269, 41.8820487)",42033,33,12153930.2712,18581.2750371,42
2,Traffic Signals,S STATE ST & W POLK ST,2008,8800,1557,google,"c(-87.627469, 41.8723046)",04016,16,952025.649008,6899.67715996,4
42,Left-Turn Arrow Menu,S STATE ST & W RANDOLPH L ST,2012,5050,36657,google,"c(-87.627896, 41.8844882)",42010,10,2766467.84023,7122.55814392,42
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & W ROOSEVELT RD,2021,19544.5555555556,3098,google,"c(-87.627495, 41.8674669)",03026,26,1592598.77248,5628.36342017,3
11,Viaduct Improvement Menu,S STEWART AVE & W 35TH ST,2017,15688.66,9099,google,"c(-87.6728404, 41.830417)",12001,1,1771014.11961,5991.45396848,12
11,Viaduct Improvement Menu,S STEWART AVE & W 38TH ST,2017,52500,9102,google,"c(-87.6751219, 41.8249148)",12004,4,5068069.24315,11560.5513418,12
5,In-Road State Law Stop for Pedestria,S STONY ISLAND AV & E 62nd ST,2008,800,4032,census,"c(-87.586518161, 41.7829104190001)",05025,25,25695249.8072,35894.5221761,5
5,In-Road State Law Stop,S STONY ISLAND AVE & E 62ND ST,2014,950,4241,census,"c(-87.586518161, 41.7829104190001)",05025,25,25695249.8072,35894.5221761,5
5,In-Road State Law Stop,S STONY ISLAND AVE & E 62ND ST,2015,600,4315,census,"c(-87.586518161, 41.7829104190001)",05025,25,25695249.8072,35894.5221761,5
8,3 LPR on POD Cameras: 95th & S Stony Island; 92nd & S Constance; 93rd & S Dobson,S STONY ISLAND AVE & E 95TH ST,2021,10971,6516,census,"c(-87.58512326, 41.7223427760001)",08027,27,4709674.9517,10055.0435602,8
8,3 POD Cameras: 93rd & S Dobson; 95th & South Stony Island; 92nd & S Constance,S STONY ISLAND AVE & E 95TH ST,2021,24776,6517,census,"c(-87.58512326, 41.7223427760001)",08027,27,4709674.9517,10055.0435602,8
11,Concrete Alley Menu,S THROOP ST & S HILLOCK AVE,2021,33500,9265,census,"c(-87.655881317, 41.845544284)",11001,1,6010344.86622,11579.7307851,11
2,Pole Painting,S THROOP ST & S LOOMIS ST,2010,200,1774,google,"c(-87.6588529, 41.8569989)",25002,2,4471045.63848,10950.4527267,25
11,2 POD CAMERAS,S THROOP ST & S LYMAN ST,2019,24776,9184,google,"c(-87.6523728, 41.8414556)",11004,4,3965011.94713,9610.17478986,11
34,Street Cul-de-Sac Menu,S THROOP ST & W 105TH PL,2016,30807.94,30167,census,"c(-87.654824087, 41.701773013)",34035,35,7225134.91538,12123.0488508,34
34,Street Cul-de-Sac Menu,S THROOP ST & W 105TH PL,2017,8478.43,30214,census,"c(-87.654824087, 41.701773013)",34035,35,7225134.91538,12123.0488508,34
34,Street Cul-de-Sac Menu,S THROOP ST & W 106TH PL,2016,31497.33,30168,google,"c(-87.6548352, 41.7013471)",34035,35,7225134.91538,12123.0488508,34
34,Street Cul-de-Sac Menu,S THROOP ST & W 106TH PL,2017,8478.43,30213,google,"c(-87.6548352, 41.7013471)",34035,35,7225134.91538,12123.0488508,34
10,1 LPR w/o Camera NW Corner 130th and Torrence,S TORRENCE AVE & E 130TH ST,2022,27410,8482,google,"c(-87.5786743, 41.6591616)",10016,16,49839781.0747,36645.8770312,10
9,Pavement Markings,S UNION AVE & W 127TH ST,2015,700,7075,google,"c(-87.6390252, 41.6632761)",34026,26,3041279.10029,10933.2009574,34
11,2 POD Cameras & 2 LPR on Existing Cameras: 18th & Union; Canalport & Emerald,S UNION AVE & W 18TH ST,2021,35747,9255,google,"c(-87.6447921, 41.8575749)",11003,3,2913051.85921,9945.41414116,11
34,Pavement Markings,S UNION AVE & W 98TH PL,2015,1100,30120,google,"c(-87.6406281, 41.7151845)",34046,46,2648768.81385,6956.74509274,34
5,In-Road State Law Stop,S UNIVERSITY AVE & E 55TH ST,2013,550,4209,google,"c(-87.5980971, 41.7950436)",05027,27,7427976.28201,12315.4928572,5
3,Street Resurface Menu(1-5),S VERNON AVE & E 43rd ST (4300 S)Dead End (4319 S),2011,19289,2746,google,"c(-87.6152702, 41.8166447)",03012,12,1534114.86296,6117.4453498,3
4,Pavement Markings Menu,S VINCENNES AV & E 37th ST,2010,400,3355,census,"c(-87.6116263769999, 41.8275392090001)",04011,11,3127425.5615,11089.0377963,4
4,2 POD CAMERAS - 53rd/Blackstone & 37th/Vincennes,S VINCENNES AVE & E 37TH ST,2018,27011,3698,census,"c(-87.6116263769999, 41.8275392090001)",04011,11,3127425.5615,11089.0377963,4
17,In-Road State Law Stop,S VINCENNES AVE & W 80TH ST,2015,600,15125,census,"c(-87.634692491, 41.7489544310001)",17039,39,2631505.05118,6896.33621522,17
21,Viaduct Improvement Menu,S VINCENNES AVE & W 87TH ST,2016,39437.8,18139,census,"c(-87.645168317, 41.736054612)",21046,46,6313920.6654,13379.2106519,21
21,Viaduct Improvement Menu,S VINCENNES AVE & W 87TH ST,2017,5562.2,18187,census,"c(-87.645168317, 41.736054612)",21046,46,6313920.6654,13379.2106519,21
1,In-Road State Law Stop For Pedestrians Sign,s W DIV ISION ST & N PAULINA ST,2018,350,810,google,"c(-87.6699345, 41.9032963)",01010,10,1385419.68321,5628.89051643,1
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N PAULINA ST,2017,350,740,google,"c(-87.6699345, 41.9032963)",01010,10,1385419.68321,5628.89051643,1
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N PAULINA ST,2017,350,745,google,"c(-87.6699345, 41.9032963)",01010,10,1385419.68321,5628.89051643,1
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N WOLCOTT AVE,2017,600,746,google,"c(-87.6748159, 41.9032337)",01005,5,1563866.18209,6309.45805854,1
2,In-Road State Law Stop For Pedestrians Sign,s W FUL LERTON AVE & N LAKEWOOD AVE,2018,350,2328,google,"c(-87.6608861, 41.9252481)",02022,22,2040826.56298,7179.49628721,2
35,In-Road State Law Stop For Pedestrians Sign,s W LAW RENCE AVE & N LAWNDALE AVE,2018,600,31073,google,"c(-87.7206909, 41.9683312)",35029,29,1882813.98209,5992.59128366,35
35,In-Road State Law Stop For Pedestrians Sign,s W LAW RENCE AVE & N SPRINGFIELD AVE,2018,600,31074,google,"c(-87.7255836, 41.9682828)",35030,30,2289074.3407,6978.18288547,35
1,In-Road State Law Stop For Pedestrians Sign Menu,s W MEDILL AVE & N MILWAUKEE AVE,2017,350,734,census,"c(-87.698865973, 41.92383561)",01019,19,1993873.33197,7903.31740522,1
1,In-Road State Law Stop For Pedestrians Sign Menu,s W MEDILL AVE & N MILWAUKEE AVE,2017,350,747,census,"c(-87.698865973, 41.92383561)",01019,19,1993873.33197,7903.31740522,1
3,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S WABASH AVE & E 24TH ST,2018,48000,2972,google,"c(-87.6253715, 41.848172)",03017,17,3053529.54496,9675.45419431,3
3,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S WABASH AVE & E 24TH ST,2019,61746,3013,google,"c(-87.6253715, 41.848172)",03017,17,3053529.54496,9675.45419431,3
3,1 POD Camera NE Corner of Cermack and Wabash,S WABASH AVE & E CERMAK RD,2021,24776,3097,census,"c(-87.6254949889999, 41.852776061)",03017,17,3053529.54496,9675.45419431,3
2,Pavement Markings,S WABASH AVE & E ROOSEVELT RD,2013,3700,2046,google,"c(-87.6258145, 41.867404)",03032,32,449809.004283,3101.74341085,3
11,Viaduct Improvement Menu,S WALLACE ST & W 40TH PL,2018,18000,9153,google,"c(-87.6409649, 41.8207807)",11031,31,27227594.4268,28847.0345242,11
11,High Definition Camera Menu,S WALLACE ST & W 43RD ST,2016,27011,9034,google,"c(-87.6408578, 41.8162613)",11012,12,3969114.43375,9511.91847705,11
12,1 POD Camera: 2326 S Washtenaw,S WASHTENAW AVE & W 23RD PL,2021,24776,10255,google,"c(-87.6928803, 41.8492183)",24016,16,8465562.9746,20371.3507364,24
12,Alley Apron Menu,S WASHTENAW AVE & W POPE JOHN PAUL II DR (4300 S),2011,25387,9740,google,"c(-87.7042633, 41.8154285)",14016,16,9217284.90959,13235.8080992,14
25,1 PTZ Camera - Wells and Tan Court,S WELLS ST & S TAN CT,2021,24776,22221,google,"c(-87.6331396, 41.8557621)",25014,14,6515043.93166,12070.968793,25
11,High Definition Camera Menu,S WELLS ST & W 34TH ST,2016,27011,9033,census,"c(-87.632758925, 41.832740943)",11032,32,3253377.69198,8917.19129865,11
3,Alley Resurfacing Menu,S WELLS ST & W 57TH ST,2017,4381.27,2927,census,"c(-87.631741894, 41.7908898960001)",03036,36,3071397.31771,10144.2270181,3
42,Left-Turn Arrow Menu,S WELLS ST & W CHICAGO AVE,2012,20900,36656,census,"c(-87.634202065, 41.8965968530001)",02041,41,1115355.55795,6021.48388773,2
25,Pavement Markings Menu,S WELLS ST & W CONGRESS PKWY,2017,400,22076,google,"c(-87.6336548, 41.8756691)",25027,27,19381509.12,25695.5906397,25
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WELLS ST & W,2021,19544.5555555556,3098,google,"c(-87.6326705, 41.8290381)",11029,29,5402585.53468,10635.2929454,11
20,Viaduct Improvement Menu,S WENTWORTH AVE & W 63RD ST,2017,41182,17413,google,"c(-87.6301527, 41.7800167)",20037,37,6075993.90199,10990.2493469,20
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WENTWORTH AVE & W GARFIELD BLVD,2021,19544.5555555556,3098,google,"c(-87.6305132, 41.7945465)",03016,16,9227435.24087,13702.1820775,3
19,Chicago Park District,S WESTERN AVE & W 115TH ST,2014,30380,16642,google,"c(-87.6808654, 41.6845176)",19020,20,3595728.84227,9704.7885143300009,19
15,Traffic Signal Modernization Design Menu,S WESTERN AVE & W 48TH PL,2017,25000,13625,google,"c(-87.6843529, 41.8056707)",14025,25,12022328.8297,17299.3340138,14
25,1 - LPR/Existing Camera - NE Western & Cermak,S WESTERN AVE & W CERMAK RD,2022,10971,22266,google,"c(-87.6856182, 41.8520555)",25008,8,1786328.36055,5369.86775017,25
16,Left-Turn Arrow Menu,S WESTERN AVE & W GARFIELD BLVD,2014,21650,14397,google,"c(-87.6839746, 41.7938146)",15003,3,4994761.36376,11922.1700948,15
15,Street Traffic Circle Menu,S WINCHESTER AVE & W 48TH ST,2018,12036.37,13667,google,"c(-87.6734295, 41.806686)",15014,14,2196441.6427,7287.01629676,15
18,Street Traffic Circles Menu,S WOLCOTT AV & W 84th ST,2008,15000,15628,google,"c(-87.6704935, 41.7411535)",21007,7,2198791.66093,5966.74041233,21
5,Sidewalk Menu,S WOODLAWN AVE & E 55TH ST,2017,5397.3,4355,google,"c(-87.596557, 41.7950601)",05027,27,7427976.28201,12315.4928572,5
20,Pedestrian Refuge Island Menu,S WOODLAWN AVE & S MINERVA AVE,2018,43221.87,17419,google,"c(-87.5961654, 41.7787537)",20009,9,2309478.76011,6964.51648095,20
21,Sidewalk Menu - Change Order,S. Laflin & W. 90 th St.,2009,2471,17778,google,"c(-87.6604664, 41.7303614)",21008,8,1762193.20081,5637.87186396,21
48,POD Camera,SE corner of Lawrence & Sheridan,2008,24000,41585,google,"c(-87.6548092, 41.9690866)",46021,21,419648.002636,3222.38723074,46
46,POD Camera,Sheridan & Sunnyside,2011,20000,39937,google,"c(-87.6547747, 41.9636173)",46008,8,514812.100939,5741.50466431,46
2,Miscellaneous-CDOT,Southwest corner of DMLKD & 31 st S,2009,1800,1571,google,"c(-87.6841242, 41.8394083)",25026,26,6489782.45712,12082.6029173,25
23,Traffic Signals,SRRAGANSETT AV & W ARCHER AV,2009,12000,19554,google,"c(-87.7818106, 41.7923069)",13042,42,2224925.58976,7340.65385474,13
23,Street Traffic Circles Menu,SSHVILLE AV & W 52nd ST,2008,4751,19486,google,"c(-87.7868393, 41.7977847)",14001,1,2649829.14561,6632.78358272,14
23,Street Traffic Circles Menu,SSHVILLE AV & W 52nd ST,2009,7653,19552,google,"c(-87.7868393, 41.7977847)",14001,1,2649829.14561,6632.78358272,14
11,Viaduct Improvement Menu,ST & S PRINCETON AVE,2021,8364.395,9312,google,"c(-87.6320642, 41.7585643)",06017,17,3782267.09967,8435.68258216,6
11,Miscellaneous-CDOT,Stark St fencing material & installation,2007,15545,8630,google,"c(-87.6542629, 41.8458693)",11001,1,6010344.86622,11579.7307851,11
28,POD Camera,Superior & Kilpatrick,2005,24000,24066,google,"c(-87.7434732, 41.8940969)",28038,38,3838890.14884,9216.87792167,28
48,Alley Apron Menu,THORNDALE AVE & N KENMORE AVE 6149 N GLENWOOD AVE,2021,6360.115,42159,google,"c(-87.6565468, 41.9935915)",48032,32,929843.363235,3905.07862312,48
25,POD Camera,Throop & 18,2007,28000,21512,google,"c(-87.6591109, 41.8519218)",25002,2,4471045.63848,10950.4527267,25
20,Sidewalk Menu,TO & E 59th ST (5900 S),2013,30588,17247,google,"c(-87.606086, 41.7876857)",20014,14,12384067.9466,15601.5211904,20
3,Miscellaneous-Other,Trash container at 35 th & Michigan,2011,800,2751,google,"c(-87.6232472, 41.8310445)",03041,41,5920928.29193,10299.8331427,3
44,Miscellaneous-Other,Underpass at Belmont & Lake Shore Drive,2010,100000,38276,google,"c(-87.6395418, 41.9401237)",44003,3,3759957.31002,20326.8068128,44
42,Miscellaneous-CDOT,Upper Randolph & Field Blvd,2009,383500,36524,google,"c(-87.6173955, 41.8845342)",42030,30,403461.195084,3256.70505701,42
28,High Definition Camera,Van Buren & Kostner,2012,1800,24365,google,"c(-87.7352721, 41.8751357)",28009,9,2012078.54128,6376.61960895,28
2,POD Camera,Van Buren & Washtenaw,2010,20000,1871,google,"c(-87.6937187, 41.8759989)",28029,29,3206062.23285,7522.76410198,28
34,Street Light Upgrade,W 101ST PL & S ELIZABETH ST,2015,5000,30140,google,"c(-87.6537646, 41.7090312)",34049,49,5604886.35736,11877.8224883,34
19,Pavement Markings Menu,W 101ST ST & S WESTERN AVE,2022,1500,16849,google,"c(-87.6817197, 41.7100176)",19022,22,3351913.27006,7485.22656702,19
19,Pavement Markings Menu,W 102ND PL & S PROSPECT AVE,2011,4044,16501,census,"c(-87.662124202, 41.707252119)",19028,28,4643556.24807,12290.3023726,19
34,Street Resurfacing Menu,W 103RD PL & S CHARLES ST,2020,21008.55,30335,google,"c(-87.6583928, 41.7061744)",34049,49,5604886.35736,11877.8224883,34
19,OEMC Camera Project Implementation,W 103RD ST & S WESTERN AVE,2021,160985.96,16818,google,"c(-87.6816007, 41.7063262)",19035,35,2631938.23822,6627.56461667,19
19,Street Resurfacing Menu,W 104TH PL & S MAPLEWOOD AVE,2017,20148.15,16728,census,"c(-87.685274734, 41.704534675)",19051,51,2819009.27724,7371.52373271,19
19,Guardrail Menu,W 105TH ST & S SPRINGFIELD AV (3900 W),2011,794,16500,google,"c(-87.7182993, 41.702263)",19055,55,2220253.18952,6664.13061625,19
34,Street Light Upgrade Menu,W 109TH PL & S VINCENNES AVE,2019,8000,30286,google,"c(-87.6614148, 41.6948725)",19043,43,5211425.09973,10524.7597094,19
34,Street Resurfacing Menu,W 109TH PL & S VINCENNES AVE,2019,29204.65,30295,google,"c(-87.6614148, 41.6948725)",19043,43,5211425.09973,10524.7597094,19
34,Traffic Signals,W 111th ST & S HALSTED ST,2008,11000,29717,census,"c(-87.6423744959999, 41.6923584370001)",34002,2,2642914.29198,7966.84254325,34
34,In-Road State Law Stop,W 111TH ST & S PERRY AVE,2014,550,30062,google,"c(-87.6258361, 41.6925476)",34037,37,1969207.12503,6005.99755241,34
34,Miscellaneous CDOT Projects,W 111TH ST & S THROOP ST,2021,660,30348,census,"c(-87.654538675, 41.692213721)",34032,32,3748068.4024,9581.97601542,34
34,Traffic Signals,W 111th ST & S VINCENNES AV,2008,11000,29719,census,"c(-87.663310069, 41.6921574420001)",19048,48,5334234.26273,11854.2548069,19
34,Street Traffic Circles Menu,W 112th ST & S RACINE AV,2009,6770,29800,census,"c(-87.652050365, 41.6904208510001)",34032,32,3748068.4024,9581.97601542,34
34,Cul-de-sac,W 114TH PL & S LOOMIS ST,2018,7013.54,30242,census,"c(-87.656769712, 41.6857979810001)",34029,29,2186536.04802,6451.91181191,34
34,In-Road State Law Stop for Pedestria,W 114th ST & S PERRY AV,2010,410,29808,google,"c(-87.6256593, 41.6870996)",34053,53,3039726.1909,7896.34665663,34
34,Traffic Signals,W 115th ST & S HALSTED ST,2008,11000,29718,google,"c(-87.6422123, 41.6850809)",34015,15,4530141.87391,9277.53339057,34
19,Chicago Park District,W 115TH ST & S WESTERN AVE,2013,123738,16597,google,"c(-87.6808654, 41.6845176)",19020,20,3595728.84227,9704.7885143300009,19
19,Curb & Gutter Menu,W 116TH ST & S ST LOUIS AVE,2017,10341.67,16705,census,"c(-87.707749924, 41.681412283)",19015,15,3895825.17163,10447.1724189,19
34,Sidewalk Menu,W 119TH ST & S ASHLAND AVE,2016,2560.015,30162,google,"c(-87.6613498, 41.6774968)",34051,51,5339517.12951,10527.5346379,34
9,Alley Speed Hump Menu,W 125TH PL & S STATE ST,2019,1400,7212,census,"c(-87.62223084, 41.6663497660001)",09041,41,4259608.41429,9689.0564644,9
9,Alley Speed Hump Menu,W 125TH ST & S STATE ST,2019,1400,7212,census,"c(-87.62223084, 41.6663497660001)",09041,41,4259608.41429,9689.0564644,9
2,Street Lighting,W 13th ST & S THROOP ST,2010,1000,1805,google,"c(-87.6590859, 41.8651994)",25020,20,1603539.29004,5602.39234686,25
24,1 POD Camera: 13th & Troy,W 13TH ST & S TROY ST,2020,24776,21204,google,"c(-87.7043792, 41.8645953)",24040,40,3768710.52138,10672.1399067,24
24,POD Camera - 3 locations,W 13TH ST & S TROY ST,2018,27011,21135,google,"c(-87.7043792, 41.8645953)",24040,40,3768710.52138,10672.1399067,24
11,2 POD CAMERAS,W 14TH PL & S MORGAN ST,2019,24776,9184,google,"c(-87.650909, 41.8622786)",11006,6,1525797.62465,4997.12843278,11
2,Street Lighting,W 14th PL & S THROOP ST,2010,1000,1806,google,"c(-87.6589992, 41.8624772)",25029,29,2504607.60492,7721.404293,25
2,Pole Painting,W 14th ST & S ASHLAND AV,2009,2000,1580,google,"c(-87.6662872, 41.8632603)",28005,5,10576598.9118,13254.8160792,28
2,Street Lighting,W 14th ST & S THROOP ST,2010,1000,1807,google,"c(-87.6590203, 41.863374)",25029,29,2504607.60492,7721.404293,25
11,Street Cul-de-Sac Menu,W 14TH ST & S UNION AVE,2021,31003.79,9286,google,"c(-87.6449994, 41.863593)",11007,7,7992689.64333,14820.057152,11
11,Sidewalk Menu,W 15TH ST & S MORGAN ST,2018,35711.7,9131,google,"c(-87.6508861, 41.861663)",11006,6,1525797.62465,4997.12843278,11
24,Bollard Menu,W 15TH ST & S TRIPP AVE,2018,1701.08,21128,google,"c(-87.7311266, 41.860611)",24008,8,2712638.63294,7419.48792827,24
2,Street Lighting,W 16th ST & N MICHIGAN AV,2009,5000,1628,google,"c(-87.6241983, 41.8900126)",42025,25,1530090.25966,5648.96526637,42
11,Viaduct Improvement Menu,W 16TH ST & S HALSTED ST,2018,15069.6,9152,google,"c(-87.6467108, 41.859911)",11033,33,1770211.53002,8214.41017822,11
24,POD Camera - 3 locations,W 16TH ST & S HAMLIN AVE,2018,27011,21135,google,"c(-87.7200618, 41.8589177)",24034,34,1738772.05057,7244.51234881,24
25,Miscellaneous-CDOT,W 18 th ST & S WOLCOTT AVE,2010,400,21698,google,"c(-87.6735468, 41.8577003)",25011,11,3009636.87336,7688.80086726,25
25,1 - LPR/No Camera - SW 18th St & Ashland,W 18TH ST & S ASHLAND AVE,2022,27410,22269,google,"c(-87.6661364, 41.8578077)",25024,24,1653547.28032,6329.2063845,25
25,Traffic Signals,W 18th ST & S HALSTED ST,2006,134,21468,google,"c(-87.6466375, 41.8580929)",11003,3,2913051.85921,9945.41414116,11
25,Traffic Signals,W 18th ST & S HALSTED ST,2007,17375,21511,google,"c(-87.6466375, 41.8580929)",11003,3,2913051.85921,9945.41414116,11
25,Traffic Signals,W 18th ST & S HALSTED ST,2008,12991,21591,google,"c(-87.6466375, 41.8580929)",11003,3,2913051.85921,9945.41414116,11
25,Traffic Signals,W 18th ST & S HALSTED ST,2009,500,21671,google,"c(-87.6466375, 41.8580929)",11003,3,2913051.85921,9945.41414116,11
25,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD,2012,2576,21868,google,"c(-87.6613234, 41.857864)",25007,7,4670310.85588,13519.0153413,25
25,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD,2012,7030,21869,google,"c(-87.6613234, 41.857864)",25007,7,4670310.85588,13519.0153413,25
25,Arterial Street Bump Outs Menu,W 18TH ST & S MILLER ST,2022,53343.9,22274,google,"c(-87.6522035, 41.85802)",25017,17,1809230.57619,6791.58980769,25
25,Street Bump Outs Menu,W 18TH ST & S MILLER ST,2022,25284.52,22311,google,"c(-87.6522035, 41.85802)",25017,17,1809230.57619,6791.58980769,25
25,Miscellaneous Other,W 18TH ST & S PAULINA ST,2012,1500,21870,google,"c(-87.6686552, 41.8577494)",25019,19,1653066.17916,5310.04436358,25
25,Street Light Pole Painting Menu,W 18TH ST & S PAULINA ST,2017,1200,22081,google,"c(-87.6686552, 41.8577494)",25019,19,1653066.17916,5310.04436358,25
25,1 - LPR/Exiting Camera - Cermak & Ashland,W 19TH ST & S MORGAN ST,2022,24776,22267,google,"c(-87.6515299, 41.8566645)",25023,23,3877360.98125,10596.8817899,25
24,Viaduct Improvement Menu,W 19TH ST & S WASHTENAW AVE,2019,7490,21200,google,"c(-87.6931202, 41.8556303)",24007,7,2511665.79063,8479.39535546,24
25,Miscellaneous-CDOT,W 21st PL & S DAMEN AV,2010,700,21697,google,"c(-87.6758731, 41.8540168)",25022,22,1669288.08173,5337.76600939,25
25,1 - PTZ Camera - SE 21st St & Hoyne,W 21ST ST & S HOYNE AVE,2022,24776,22270,google,"c(-87.6783292, 41.8539812)",25030,30,1452798.72716,5035.22500015,25
12,Street Lighting,W 22ND PL & S CALIFORNIA AV (2800 W)Dead End (2866 W),2011,68250,9738,google,"c(-87.6958091, 41.841857)",24016,16,8465562.9746,20371.3507364,24
25,Sidewalk Menu - Change Order,W 22ND PL & S WOOD ST (1800 W)Dead End (850 W),2011,15427,21850,google,"c(-87.6676439, 41.7213127)",19010,10,4743236.00653,9912.65847582,19
25,Street Lighting,W 23rd PL & S LEAVITT ST,2009,4500,21623,google,"c(-87.6806577, 41.849382)",25026,26,6489782.45712,12082.6029173,25
25,Miscellaneous-CDOT,W 23rd ST & S DAMEN AV,2010,700,21699,google,"c(-87.6757753, 41.8503737)",25015,15,10110219.249,13195.1830844,25
12,In-Road State Law Stop For Pedestrians Sign Menu,W 23RD ST & S MARSHALL BLVD,2021,600,10292,google,"c(-87.6990236, 41.8500294)",12007,7,4694691.70793,11733.5155273,12
25,Street Resurfacing Menu,W 23RD ST & S STEWART AVE,2015,15194,22012,google,"c(-87.6366604, 41.8499976)",25018,18,1600793.81864,5683.60588823,25
