ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2,geometry,ward_locate,precinct_locate,ward_precinct_locate
29,Street Speed Hump Menu,S MAYFIELD AV-- W FILLMORE ST (1040 S) -to- W FILLMORE ST (1040 S) 1,2010,1750,23299,S MAYFIELD AV AND W FILLMORE ST,S MAYFIELD AV AND W FILLMORE ST,41.867324034000035,-87.77173447099995,census,41.867324034000035,-87.77173447099995,census,"c(-87.7717344709999, 41.867324034)",29,22,29022
13,Street Lighting,S MENARD AV-- W 59 ST (5900 S) -to- Dead End (5915 S),2009,27500,10004,S MENARD AV AND W 59th ST,S MENARD AV AND Dead End,41.7852986,-87.766895,google,NA,NA,google,"c(-87.766895, 41.7852986)",13,8,13008
5,Street Speed Hump Menu,S MERRILL AV-- E 71 ST (7100 S) -to- E 71 ST (7100 S) 1,2007,1650,3802,S MERRILL AV AND E 71st ST,S MERRILL AV AND E 71st ST,41.7660947,-87.5725893,google,41.7660947,-87.5725893,google,"c(-87.5725893, 41.7660947)",5,14,05014
9,Sidewalk Menu,S MICHIGAN AV-- E 122 ST (12200 S) -to- E 122 PL (12232 S),2007,35383,6427,S MICHIGAN AV AND E 122nd ST,S MICHIGAN AV AND E 122nd PL,41.6725843,-87.6203456,google,41.6725843,-87.6203456,google,"c(-87.6203456, 41.6725843)",9,16,09016
9,Street Resurface Menu,S MICHIGAN AV-- E 124 ST (12400 S) -to- E 124 ST (12400 S),2007,10639,6435,S MICHIGAN AV AND E 124th ST,S MICHIGAN AV AND E 124th ST,41.66894661300006,-87.62020481699994,census,41.66894661300006,-87.62020481699994,census,"c(-87.6202048169999, 41.6689466130001)",9,45,09045
20,Sidewalk Menu,S MINERVA AV-- E 65 ST (6500 S) -to- E 65 ST (6500 S),2007,11705,15980,S MINERVA AV AND E 65th ST,S MINERVA AV AND E 65th ST,41.77686852800008,-87.59735979699997,census,41.77686852800008,-87.59735979699997,census,"c(-87.597359797, 41.7768685280001)",20,9,20009
13,Street Lighting,S MONITOR AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2009,27500,10005,S MONITOR AV AND W 59th ST,S MONITOR AV AND Dead End,41.785279,-87.7681149,google,NA,NA,google,"c(-87.7681149, 41.785279)",23,28,23028
16,Sidewalk Menu,S MORGAN ST-- W 50 ST (5000 S) -to- W 50 PL (5032 S),2008,57060,13177,S MORGAN ST AND W 50th ST,S MORGAN ST AND W 50th PL,41.8024279,-87.6502234,google,41.8024279,-87.6502234,google,"c(-87.6502234, 41.8024279)",20,45,20045
20,Sidewalk Menu,S MORGAN ST-- W 50 ST (5000 S) -to- W 50 PL (5032 S),2006,13125,15929,S MORGAN ST AND W 50th ST,S MORGAN ST AND W 50th PL,41.8024279,-87.6502234,google,41.8024279,-87.6502234,google,"c(-87.6502234, 41.8024279)",20,45,20045
2,Street Lighting,S MORGAN ST-- W CONGRESS PW (515 S) -to- W EISENHOWER EXIT RP (433 S),2008,1600,1418,S MORGAN ST AND W CONGRESS PW,S MORGAN ST AND W EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,NA,NA,google,"c(-87.6518332909999, 41.875110555)",2,6,02006
2,Street Lighting,S MORGAN ST-- W CONGRESS PW (515 S) -to- W EISENHOWER EXIT RP (433 S),2008,2700,1419,S MORGAN ST AND W CONGRESS PW,S MORGAN ST AND W EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,NA,NA,google,"c(-87.6518332909999, 41.875110555)",2,6,02006
23,Curb/Gutter Menu,S MULLIGAN AV-- W 59 ST (5900 S) -to- Dead End (5916 S),2005,11269,18010,S MULLIGAN AV AND W 59th ST,S MULLIGAN AV AND Dead End,41.7850299,-87.7803175,google,NA,NA,google,"c(-87.7803175, 41.7850299)",23,23,23023
23,Street Resurface Menu,S NEENAH AV-- W 59 ST (5900 S) -to- Dead End (5912 S),2006,12530,18053,S NEENAH AV AND W 59th ST,S NEENAH AV AND Dead End,41.784952522000026,-87.78519707299995,census,NA,NA,google,"c(-87.7851970729999, 41.784952522)",23,11,23011
23,Diagonal Parking Menu,S NEENAH AV-- W ARCHER AV (5500 S) -to- W ARCHER AV (5500 S),2007,25000,18091,S NEENAH AV AND W ARCHER AV,S NEENAH AV AND W ARCHER AV,41.7923208,-87.7854562,google,41.7923208,-87.7854562,google,"c(-87.7854562, 41.7923208)",23,3,23003
23,Sidewalk Menu,S NEW ENGLAND AV-- W ARCHER AV (5500 S) -to- W ARCHER AV (5500 S),2008,1872,18210,S NEW ENGLAND AV AND W ARCHER AV,S NEW ENGLAND AV AND W ARCHER AV,41.7920687,-87.7940124,google,41.7920687,-87.7940124,google,"c(-87.7940124, 41.7920687)",23,12,23012
23,Curb/Gutter Menu,S NEWLAND AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1380,18277,S NEWLAND AV AND W 54th ST,S NEWLAND AV AND W 54th ST,41.7940451,-87.7952905,google,41.7940451,-87.7952905,google,"c(-87.7952905, 41.7940451)",23,47,23047
23,Curb/Gutter Menu,S NEWLAND AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1452,18278,S NEWLAND AV AND W 54th ST,S NEWLAND AV AND W 54th ST,41.7940451,-87.7952905,google,41.7940451,-87.7952905,google,"c(-87.7952905, 41.7940451)",23,47,23047
34,Street Speed Hump Menu,S NORMAL AV-- W 120 ST (12000 S) -to- Dead End (9014 S) 2,2008,3500,27420,S NORMAL AV AND W 120th ST,S NORMAL AV AND Dead End,41.676073873000064,-87.63462817299995,census,NA,NA,google,"c(-87.634628173, 41.6760738730001)",34,17,34017
11,Sidewalk Menu,ON S NORMAL AVE FROM W 37TH ST (3700 S) TO W 37TH PL (3740 S),2014,18131,8423,S NORMAL AVE and W 37TH ST,S NORMAL AVE and W 37TH PL,41.8262795,-87.6386791,google,41.8262795,-87.6386791,google,"c(-87.6386791, 41.8262795)",11,37,11037
23,Street Speed Hump Menu,ON S OAK PARK AVE FROM W 64TH ST (6400 S) TO W 64TH PL (6432 S),2022,2350,19310,S OAK PARK AVE and W 64TH ST,S OAK PARK AVE and W 64TH PL,41.77479828600008,-87.79092139299996,census,41.77479828600008,-87.79092139299996,census,"c(-87.790921393, 41.7747982860001)",23,40,23040
16,Sidewalk Menu - Change Order,S OAKLEY AV-- W 51 ST (5100 S) -to- Dead End (5115 S),2005,3591,13036,S OAKLEY AV AND W 51st ST,S OAKLEY AV AND Dead End,41.8011386,-87.6818077,google,NA,NA,google,"c(-87.6818077, 41.8011386)",16,13,16013
16,Sidewalk Menu,S OAKLEY AV-- W 51 ST (5100 S) -to- Dead End (5115 S),2008,15064,13179,S OAKLEY AV AND W 51st ST,S OAKLEY AV AND Dead End,41.8011386,-87.6818077,google,NA,NA,google,"c(-87.6818077, 41.8011386)",16,13,16013
25,Street Resurface Menu,S OAKLEY AV-- W 18 ST (1805 S) -to- W 18 PL (1832 S),2005,13301,19982,S OAKLEY AV AND W 18th ST,S OAKLEY AV AND W 18th PL,41.8575621,-87.6833356,google,41.8575621,-87.6833356,google,"c(-87.6833356, 41.8575621)",25,9,25009
2,Miscellaneous-CDOT,S OAKLEY AV-- W 19 ST (1900 S) -to- W 19 ST (1900 S),2008,1442,1264,S OAKLEY AV AND W 19th ST,S OAKLEY AV AND W 19th ST,41.8557423,-87.6832981,google,41.8557423,-87.6832981,google,"c(-87.6832981, 41.8557423)",25,9,25009
18,Sidewalk Menu,S OAKLEY AV-- W 79 ST (7900 S) -to- W 79 PL (7932 S),2007,87494,14603,S OAKLEY AV AND W 79th ST,S OAKLEY AV AND W 79th PL,41.7501215,-87.6803479,google,41.7501215,-87.6803479,google,"c(-87.6803479, 41.7501215)",18,19,18019
18,Street Light Residential Staggered Piggy Back Menu,ON S OAKLEY AVE FROM W 81ST ST (8100 S) TO W 81ST PL (8140 S),2018,116500,41300,S OAKLEY AVE and W 81ST ST,S OAKLEY AVE and W 81ST PL,41.7454595,-87.6804428,google,41.7454595,-87.6804428,google,"c(-87.6804428, 41.7454595)",18,18,18018
2,Street Lighting,S OAKLEY BV-- W JACKSON BV (300 S) -to- E EISENHOWER ENTR RP (466 S),2008,12000,1420,S OAKLEY BV AND W JACKSON BV,S OAKLEY BV AND E EISENHOWER ENTR RP,41.8775772,-87.6838638,google,NA,NA,google,"c(-87.6838638, 41.8775772)",2,17,02017
7,Street Speed Hump Menu,S OGLESBY AV-- E 79 ST (7900 S) -to- E 79 ST (7900 S) 2,2007,3300,4924,S OGLESBY AV AND E 79th ST,S OGLESBY AV AND E 79th ST,41.75171609300003,-87.56744781499998,census,41.75171609300003,-87.56744781499998,census,"c(-87.567447815, 41.751716093)",7,49,07049
34,Street Speed Hump Menu,S PARNELL AV-- W 120 ST (12000 S) -to- W 120 ST (12000 S) 2,2005,5000,27218,S PARNELL AV AND W 120th ST,S PARNELL AV AND W 120th ST,41.67606181300005,-87.63583011899999,census,41.67606181300005,-87.63583011899999,census,"c(-87.635830119, 41.676061813)",34,16,34016
25,Pole Painting,S PAULINA ST-- W 18 ST (1800 S) -to- W 18 PL (1832 S),2009,1500,20231,S PAULINA ST AND W 18th ST,S PAULINA ST AND W 18th PL,41.8577494,-87.6686552,google,41.8577494,-87.6686552,google,"c(-87.6686552, 41.8577494)",25,19,25019
25,Street Lighting,S PAULINA ST-- W 18 ST (1800 S) -to- W 18 PL (1832 S),2009,2000,20260,S PAULINA ST AND W 18th ST,S PAULINA ST AND W 18th PL,41.8577494,-87.6686552,google,41.8577494,-87.6686552,google,"c(-87.6686552, 41.8577494)",25,19,25019
19,Miscellaneous-CDOT,S PLEASANT AV-- W HOWLAND AV (8790 S) -to- W HOWLAND AV (8790 S),2006,11703,15327,S PLEASANT AV AND W HOWLAND AV,S PLEASANT AV AND W HOWLAND AV,41.73307185600004,-87.67599281399998,census,41.73307185600004,-87.67599281399998,census,"c(-87.675992814, 41.733071856)",19,56,19056
2,Curb/Gutter Menu,S PLYMOUTH CT-- W POLK ST (800 S) -to- W POLK ST (800 S),2008,1350,1242,S PLYMOUTH CT AND W POLK ST,S PLYMOUTH CT AND W POLK ST,41.87228859500004,-87.62863050099998,census,41.87228859500004,-87.62863050099998,census,"c(-87.628630501, 41.872288595)",2,35,02035
34,Street Speed Hump Menu,S PRINCETON AV-- W 112 PL (11232 S) -to- W 112 PL (11232 S) 1,2008,1750,27425,S PRINCETON AV AND W 112th PL,S PRINCETON AV AND W 112th PL,41.68977766900008,-87.63023443599997,census,41.68977766900008,-87.63023443599997,census,"c(-87.630234436, 41.6897776690001)",34,37,34037
34,Street Speed Hump Menu,S PRINCETON AV-- W 120 ST (12000 S) -to- W 120 ST (12000 S) 2,2005,5000,27221,S PRINCETON AV AND W 120th ST,S PRINCETON AV AND W 120th ST,41.67612613200003,-87.62981234799997,census,41.67612613200003,-87.62981234799997,census,"c(-87.629812348, 41.676126132)",34,17,34017
20,Street Resurface Menu,S PRINCETON AV-- W 62 ST (6200 S) -to- W 62 PL (6232 S),2008,29988,16035,S PRINCETON AV AND W 62nd ST,S PRINCETON AV AND W 62nd PL,41.78164013500003,-87.63265842799996,census,41.78164013500003,-87.63265842799996,census,"c(-87.632658428, 41.781640135)",20,39,20039
34,Street Resurface Menu,S RACINE AV-- W 110 ST (11000 S) -to- W 110 PL (11032 S),2010,18800,27551,S RACINE AV AND W 110th ST,S RACINE AV AND W 110th PL,41.6931512,-87.6521356,google,41.6931512,-87.6521356,google,"c(-87.6521356, 41.6931512)",34,45,34045
34,Street Resurface Menu,S RACINE AV-- W 122 ST (12200 S) -to- W 122 ST (12200 S),2006,26622,27266,S RACINE AV AND W 122nd ST,S RACINE AV AND W 122nd ST,41.672213,-87.6514643,google,41.672213,-87.6514643,google,"c(-87.6514643, 41.672213)",34,40,34040
12,Alley Speed Hump Menu,S ROCKWELLS WASHTENAW AVE & W 24TH PL & W 24TH ST,2011,1650,9185,S ROCKWELLS WASHTENAW AVE & W 24TH PL,S ROCKWELLS WASHTENAW AVE & W 24TH ST,41.8476994,-87.6928497,google,41.8476994,-87.6928497,google,"c(-87.6928497, 41.8476994)",12,18,12018
18,Pole Painting,S SACRAMENTO AV-- W 71 ST (7100 S) -to- W 74 ST (7400 S),2008,2600,14678,S SACRAMENTO AV AND W 71st ST,S SACRAMENTO AV AND W 74th ST,41.76445913600003,-87.69791727899997,census,NA,NA,google,"c(-87.697917279, 41.764459136)",18,27,18027
18,Street Lighting,S SACRAMENTO AV-- W 71 ST (7100 S) -to- W 74 ST (7400 S),2008,2800,14686,S SACRAMENTO AV AND W 71st ST,S SACRAMENTO AV AND W 74th ST,41.76445913600003,-87.69791727899997,census,NA,NA,google,"c(-87.697917279, 41.764459136)",18,27,18027
18,Street Lighting,S SACRAMENTO AV-- W 73 ST (7300 S) -to- W 74 ST (7400 S),2006,1600,14569,S SACRAMENTO AV AND W 73rd ST,S SACRAMENTO AV AND W 74th ST,41.76081309800003,-87.69781678199996,census,NA,NA,google,"c(-87.697816782, 41.760813098)",18,42,18042
18,Sidewalk Menu,S SACRAMENTO AV-- W 73 ST (7300 S) -to- W 74 ST (7400 S),2008,65681,14648,S SACRAMENTO AV AND W 73rd ST,S SACRAMENTO AV AND W 74th ST,41.76081309800003,-87.69781678199996,census,NA,NA,google,"c(-87.697816782, 41.760813098)",18,42,18042
18,Curb/Gutter Menu,S SACRAMENTO AV-- W 73 ST (7300 S) -to- W 74 ST (7400 S),2009,53040,14699,S SACRAMENTO AV AND W 73rd ST,S SACRAMENTO AV AND W 74th ST,41.76081309800003,-87.69781678199996,census,NA,NA,google,"c(-87.697816782, 41.760813098)",18,42,18042
19,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 104 ST (10400 S) TO W 105 ST (10500 S),2013,47261,15583,S SACRAMENTO AVE and W 104th ST,S SACRAMENTO AVE and AVE FROM W 104th ST TO W 105th ST,41.704433,-87.6966499,google,NA,NA,google,"c(-87.6966499, 41.704433)",19,6,19006
12,Street Light Residential Staggered Piggy Back Menu,ON S SACRAMENTO AVE FROM W 25TH ST (2500 S) TO W CERMAK RD (2200 S),2016,7294,9411,S SACRAMENTO AVE and W 25TH ST,S SACRAMENTO AVE and AVE FROM W 25TH ST TO W CERMAK RD,41.8455032,-87.7001507,google,NA,NA,google,"c(-87.7001507, 41.8455032)",12,1,12001
12,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 36TH PL (3630 S) TO W 37TH PL (3730 S),2016,23617.17,9417,S SACRAMENTO AVE and W 36TH PL,S SACRAMENTO AVE and AVE FROM W 36TH PL TO W 37TH PL,41.8272692,-87.6996257,google,NA,NA,google,"c(-87.6996257, 41.8272692)",12,12,12012
15,Street Light Residential Staggered Piggy Back Menu,ON S SACRAMENTO AVE FROM W 45TH ST (4500 S) TO W 47TH ST (4700 S),2017,166000,12846,S SACRAMENTO AVE and W 45TH ST,S SACRAMENTO AVE and AVE FROM W 45TH ST TO W 47TH ST,41.8118363,-87.6992055,google,NA,NA,google,"c(-87.6992055, 41.8118363)",14,18,14018
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 S),2012,14001,11648,S SACRAMENTO AVE and W 51st ST,S SACRAMENTO AVE and AVE FROM W 51st ST TO W 52nd ST,41.8009056,-87.6988912,google,NA,NA,google,"c(-87.6988912, 41.8009056)",14,25,14025
14,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S),2015,3700,11937,S SACRAMENTO AVE and W 51ST ST,S SACRAMENTO AVE and AVE FROM W 51ST ST TO W 52ND ST,41.8009056,-87.6988912,google,NA,NA,google,"c(-87.6988912, 41.8009056)",14,25,14025
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S),2012,9422,11635,S SACRAMENTO AVE and W 52nd ST,S SACRAMENTO AVE and AVE FROM W 52nd ST TO W 53rd ST,41.7990947,-87.6988449,google,NA,NA,google,"c(-87.6988449, 41.7990947)",14,19,14019
14,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 53RD PL (5330 S) TO W 55TH ST (5500 S),2015,132319,11924,S SACRAMENTO AVE and W 53RD PL,S SACRAMENTO AVE and AVE FROM W 53RD PL TO W 55TH ST,41.7963308,-87.6987422,google,NA,NA,google,"c(-87.6987422, 41.7963308)",14,26,14026
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 53 ST (5300 S) TO W 54 ST (5400 S),2012,29839,11659,S SACRAMENTO AVE and W 53rd ST,S SACRAMENTO AVE and AVE FROM W 53rd ST TO W 54th ST,41.7963308,-87.6987422,google,NA,NA,google,"c(-87.6987422, 41.7963308)",14,26,14026
14,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 53RD ST (5300 S) TO W 55TH ST (5500 S),2015,3700,11931,S SACRAMENTO AVE and W 53RD ST,S SACRAMENTO AVE and AVE FROM W 53RD ST TO W 55TH ST,41.7963308,-87.6987422,google,NA,NA,google,"c(-87.6987422, 41.7963308)",14,26,14026
14,Alley Apron Menu,ON S SACRAMENTO AVE FROM W 54TH PL (5430 S) TO W 54TH ST (5400 S),2021,4363.445,41028,S SACRAMENTO AVE and W 54TH PL,S SACRAMENTO AVE and AVE FROM W 54TH PL TO W 54TH ST,41.79451583400004,-87.69870115699996,census,NA,NA,google,"c(-87.698701157, 41.794515834)",14,26,14026
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 54 ST (5400 S) TO W 55 ST (5500 S),2012,1572,11664,S SACRAMENTO AVE and W 54th ST,S SACRAMENTO AVE and AVE FROM W 54th ST TO W 55th ST,41.7945062,-87.698699,google,NA,NA,google,"c(-87.698699, 41.7945062)",14,26,14026
14,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 55TH ST (5500 S) TO W 59TH ST (5900 S),2019,1306.49,12136,S SACRAMENTO AVE and W 55TH ST,S SACRAMENTO AVE and AVE FROM W 55TH ST TO W 59TH ST,41.7936005,-87.6986753,google,NA,NA,google,"c(-87.6986753, 41.7936005)",14,24,14024
14,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 55TH ST (5500 S) TO W 59TH ST (5900 S),2020,319476.21,12173,S SACRAMENTO AVE and W 55TH ST,S SACRAMENTO AVE and AVE FROM W 55TH ST TO W 59TH ST,41.7936005,-87.6986753,google,NA,NA,google,"c(-87.6986753, 41.7936005)",14,24,14024
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S),2019,27001.6,12091,S SACRAMENTO AVE and W 57TH ST,S SACRAMENTO AVE and AVE FROM W 57TH ST TO W 58TH ST,41.7899651,-87.6985577,google,NA,NA,google,"c(-87.6985577, 41.7899651)",14,32,14032
16,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5900 S),2016,19412.84,13604,S SACRAMENTO AVE and W 58TH ST,S SACRAMENTO AVE and AVE FROM W 58TH ST TO W 59TH ST,41.7881384,-87.698527,google,NA,NA,google,"c(-87.698527, 41.7881384)",14,32,14032
16,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S),2018,37324.01,13684,S SACRAMENTO AVE and W 59TH ST,S SACRAMENTO AVE and AVE FROM W 59TH ST TO W 60TH ST,41.7863193,-87.6984752,google,NA,NA,google,"c(-87.6984752, 41.7863193)",16,35,16035
15,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S),2014,14159,12679,S SACRAMENTO AVE and W 60TH ST,S SACRAMENTO AVE and AVE FROM W 60TH ST TO W 61ST ST,41.7845122,-87.6984134,google,NA,NA,google,"c(-87.6984134, 41.7845122)",16,35,16035
15,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S),2014,5633,12687,S SACRAMENTO AVE and W 61ST ST,S SACRAMENTO AVE and AVE FROM W 61ST ST TO W 62ND ST,41.7826783,-87.6983645,google,NA,NA,google,"c(-87.6983645, 41.7826783)",15,15,15015
17,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 63RD ST (6300 S) TO W 64TH ST (6400 S),2015,3700,14235,S SACRAMENTO AVE and W 63RD ST,S SACRAMENTO AVE and AVE FROM W 63RD ST TO W 64TH ST,41.7790555,-87.6982735,google,NA,NA,google,"c(-87.6982735, 41.7790555)",15,32,15032
17,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W 63RD ST (6300 S) TO W 64THST (6400 S),2021,2350,41293,S SACRAMENTO AVE and W 63RD ST,S SACRAMENTO AVE and AVE FROM W 63RD ST TO W 64THST,41.7790555,-87.6982735,google,NA,NA,google,"c(-87.6982735, 41.7790555)",15,32,15032
17,Street Resurfacing Menu (1-5),ON S SACRAMENTO AVE FROM W 65TH ST (6500 S) TO W 66TH ST (6600 S),2018,47705.77,14329,S SACRAMENTO AVE and W 65TH ST,S SACRAMENTO AVE and AVE FROM W 65TH ST TO W 66TH ST,41.7753993,-87.698165,google,NA,NA,google,"c(-87.698165, 41.7753993)",15,14,15014
18,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S),2014,55801,14951,S SACRAMENTO AVE and W 71ST ST,S SACRAMENTO AVE and AVE FROM W 71ST ST TO W 72ND ST,41.7644493,-87.6979188,google,NA,NA,google,"c(-87.6979188, 41.7644493)",18,27,18027
18,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),2020,63397.66,15151,S SACRAMENTO AVE and W 82ND ST,S SACRAMENTO AVE and AVE FROM W 82ND ST TO W 83RD ST,41.74440793800005,-87.69735851499996,census,NA,NA,google,"c(-87.697358515, 41.7444079380001)",18,22,18022
12,Street Light Residential,ON S SACRAMENTO AVE FROM W CERMAK RD (2200 S) TO W 24 ST (2400 S),2013,144000,9290,S SACRAMENTO AVE and W CERMAK RD,S SACRAMENTO AVE and AVE FROM W CERMAK RD TO W 24th ST,41.85183942800006,-87.70036137099999,census,NA,NA,google,"c(-87.700361371, 41.8518394280001)",24,44,24044
12,Street Speed Hump Menu,ON S SACRAMENTO AVE FROM W PERSHING RD (3900 S) TO W 40TH ST (4000 S),2018,3700,9553,S SACRAMENTO AVE and W PERSHING RD,S SACRAMENTO AVE and AVE FROM W PERSHING RD TO W 40TH ST,41.82269122400004,-87.69953327399998,census,NA,NA,google,"c(-87.699533274, 41.822691224)",14,12,14012
28,Street Light Pole Painting,ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S),2015,6300,22870,S SACRAMENTO AVE and W POLK ST,S SACRAMENTO AVE and AVE FROM W POLK ST TO W ROOSEVELT RD,41.871010270000056,-87.70092013499999,census,NA,NA,google,"c(-87.700920135, 41.8710102700001)",2,41,02041
28,Street Light Upgrade,ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S),2015,8400,22877,S SACRAMENTO AVE and W POLK ST,S SACRAMENTO AVE and AVE FROM W POLK ST TO W ROOSEVELT RD,41.871010270000056,-87.70092013499999,census,NA,NA,google,"c(-87.700920135, 41.8710102700001)",2,41,02041
28,Traffic Signal Pole,ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S),2015,2950,22879,S SACRAMENTO AVE and W POLK ST,S SACRAMENTO AVE and AVE FROM W POLK ST TO W ROOSEVELT RD,41.871010270000056,-87.70092013499999,census,NA,NA,google,"c(-87.700920135, 41.8710102700001)",2,41,02041
28,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W TAYLOR ST (1000 S) TO W FILLMORE ST (1100 S),2020,47167.22,23038,S SACRAMENTO AVE and W TAYLOR ST,S SACRAMENTO AVE and AVE FROM W TAYLOR ST TO W FILLMORE ST,41.86918926100003,-87.70086787699995,census,NA,NA,google,"c(-87.700867877, 41.869189261)",28,35,28035
2,Street Lighting,S SACRAMENTO BV-- W VAN BUREN ST (400 S) -to- E EISENHOWER EXIT RP (510 S),2009,5400,1599,S SACRAMENTO BV AND W VAN BUREN ST,S SACRAMENTO BV AND E EISENHOWER EXIT RP,41.8759148,-87.7010713,google,NA,NA,google,"c(-87.7010713, 41.8759148)",2,41,02041
23,Curb/Gutter Menu,S SAYRE AV-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2009,1718,18281,S SAYRE AV AND W 54th ST,S SAYRE AV AND W 54th ST,41.7940244,-87.7965055,google,41.7940244,-87.7965055,google,"c(-87.7965055, 41.7940244)",23,13,23013
23,Diagonal Parking Menu,ON S SAYRE AVE FROM W 51ST ST (5100 S) TO W 51ST PL (5120 S),2021,85365.7,19216,S SAYRE AVE and W 51ST ST,S SAYRE AVE and W 51ST PL,41.79877289500007,-87.79663365299996,census,41.79877289500007,-87.79663365299996,census,"c(-87.796633653, 41.7987728950001)",23,13,23013
15,Street Speed Hump Menu,S SEELEY AV-- W 56 ST (5600 S) -to- W 56 ST (5600 S) 2,2007,3300,12409,S SEELEY AV AND W 56th ST,S SEELEY AV AND W 56th ST,41.7920487,-87.6807102,google,41.7920487,-87.6807102,google,"c(-87.6807102, 41.7920487)",16,6,16006
3,Sidewalk Menu,ON S SHIELDS AVE FROM W 43RD ST (4300 S) TO W 43RD PL (4330 S),2019,35011.54,2867,S SHIELDS AVE and W 43RD ST,S SHIELDS AVE and W 43RD PL,41.81546346700003,-87.63469249099995,census,41.81546346700003,-87.63469249099995,census,"c(-87.634692491, 41.815463467)",3,18,03018
14,Street Speed Hump Menu,S ST LOUIS AV-- W 43 ST (4300 S) -to- Dead End (3179 S) 2,2010,3500,11531,S ST LOUIS AV AND W 43rd ST,S ST LOUIS AV AND Dead End,41.8153514,-87.7114023,google,NA,NA,google,"c(-87.7114023, 41.8153514)",14,16,14016
14,Sidewalk Menu,S ST LOUIS AV-- S ARCHER AV (4574 S) -to- S ARCHER AV (4574 S),2010,1025,11431,S ST LOUIS AV AND S ARCHER AV,S ST LOUIS AV AND S ARCHER AV,41.8099292,-87.7110581,google,41.8099292,-87.7110581,google,"c(-87.7110581, 41.8099292)",14,10,14010
3,Sidewalk Menu,S STATE ST-- E 28 ST (2812 S) -to- E 28 ST (2812 S),2009,16478,2531,S STATE ST AND E 28th ST,S STATE ST AND E 28th ST,41.8433352,-87.6267045,google,41.8433352,-87.6267045,google,"c(-87.6267045, 41.8433352)",3,43,03043
20,Sidewalk Menu,ON S STEWART AVE FROM 6202 S TO W 62ND ST (6200 S) ON DR MARTIN LUTHER KING JR DR FROM E 58 ST (5800 S),2013,340,16253,6202 S STEWART AVE FROM 6202 S TO W 62ND ST (6200 S) ON DR MARTIN LUTHER KING JR DR,S STEWART AVE FROM 6202 S TO W 62ND ST (6200 S) ON DR MARTIN LUTHER KING JR DR and W 62ND ST ON DR MARTIN LUTHER KING JR DR FROM E 58th ST,41.780797859000074,-87.63507270699995,census,NA,NA,google,"c(-87.6350727069999, 41.7807978590001)",20,44,20044
5,Sidewalk Menu,S STONY ISLAND AV-- E 73 ST (7300 S) -to- E 73 PL (7332 S),2006,22684,3697,S STONY ISLAND AV AND E 73rd ST,S STONY ISLAND AV AND E 73rd PL,41.76241703300008,-87.58583075999996,census,41.76241703300008,-87.58583075999996,census,"c(-87.58583076, 41.7624170330001)",5,21,05021
19,Street Resurface Menu,S TALMAN AV-- W VAN SCHAIK AV (10400 S) -to- W 105 ST (10500 S),2010,41521,15494,S TALMAN AV AND W VAN SCHAIK AV,S TALMAN AV AND W 105th ST,NA,NA,google,41.7026711,-87.6881929,google,"c(-87.6881929, 41.7026711)",19,1,19001
