ward,type,location,year,est_cost,id,point_location,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
30,Sidewalk Menu,5428 W PARKER AVE,2019,3789.48,24683,5428 W PARKER AVE,census,"c(-87.7620849479999, 41.9304251620001)",30,14,30014
31,Street Light Upgrade Menu,5428 W SCHUBERT AVE,2022,500,42395,5428 W SCHUBERT AVE,census,"c(-87.762064903, 41.929512969)",30,14,30014
23,Sidewalk Menu,5429 S NAGLE AVE,2016,3895.17,18918,5429 S NAGLE AVE,google,"c(-87.7827772, 41.7933201)",23,3,23003
41,High Definition Camera Menu,5430 N OLCOTT AVE,2017,27011,33254,5430 N OLCOTT AVE,google,"c(-87.8148267, 41.978634)",41,36,41036
41,Oriole Park - Outdoor Fitness Equipment,5430 N OLCOTT AVE,2018,50000,33297,5430 N OLCOTT AVE,google,"c(-87.8148267, 41.978634)",41,36,41036
23,Street Light Upgrade Menu,5430 S NOTTINGHAM AVE,2022,500,41604,5430 S NOTTINGHAM AVE,google,"c(-87.799305, 41.7930607)",23,27,23027
41,Miscellaneous CDOT Projects,5430 W DEVON AVE,2021,30000,33373,5430 W DEVON AVE,census,"c(-87.764274611, 41.9973366930001)",41,44,41044
29,Sidewalk Menu,5432 W JACKSON BLVD,2013,2498,23367,5432 W JACKSON BLVD,census,"c(-87.76022342, 41.876593579)",29,1,29001
3,Miscellaneous CDOT Projects,5433 S MICHIGAN AVE,2016,342.24,2752,5433 S MICHIGAN AVE,google,"c(-87.6220498, 41.7955246)",3,8,03008
3,Traffic Signal Miscellaneous Menu,5433 S MICHIGAN AVE,2016,406.5,40316,5433 S MICHIGAN AVE,google,"c(-87.6220498, 41.7955246)",3,8,03008
31,Street Light Upgrade Menu,5434 W FULLERTON AVE,2022,500,25674,5434 W FULLERTON AVE,google,"c(-87.7624974, 41.9242726)",30,19,30019
48,Curb & Gutter Menu,5435 N LAKEWOOD AVE,2019,4770.76,38906,5435 N LAKEWOOD AVE,census,"c(-87.66245851, 41.98061512)",48,20,48020
45,Sidewalk Menu,5435 N MOODY AVE,2018,6445.73,36635,5435 N MOODY AVE,census,"c(-87.782250418, 41.9799060920001)",45,15,45015
30,Alley Resurfacing Menu,5435 W ROSCOE ST,2019,20592.59,42144,5435 W ROSCOE ST,census,"c(-87.762639931, 41.942272631)",38,6,38006
31,Street Light Upgrade Menu,5435 W SCHUBERT AVE,2022,500,42393,5435 W SCHUBERT AVE,census,"c(-87.762178675, 41.929500449)",30,14,30014
23,Sidewalk Menu,5436 S OAK PARK AVE,2019,897.32,19123,5436 S OAK PARK AVE,google,"c(-87.7918946, 41.7929602)",23,47,23047
16,Miscellaneous Other,5438 S WINCHESTER AVE,2014,1230,13518,5438 S WINCHESTER AVE,census,"c(-87.673111738, 41.794708278)",16,19,16019
31,Street Light Upgrade Menu,5438 W BARRY AVE,2021,750,42326,5438 W BARRY AVE,census,"c(-87.762865146, 41.9368052290001)",30,17,30017
30,Miscellaneous CDOT Projects,5438 W MELROSE ST,2019,500,24656,5438 W MELROSE ST,census,"c(-87.762619414, 41.939545299)",38,6,38006
3,Street Light Upgrade Menu,5439 S INDIANA AVE,2021,500,2966,5439 S INDIANA AVE,census,"c(-87.620863158, 41.7958119470001)",3,8,03008
9,Alley Resurfacing Menu,544 E 107TH ST,2019,9005.145,40622,544 E 107TH ST,census,"c(-87.609701665, 41.7000707990001)",9,22,09022
43,Curb & Gutter Menu,544 W BELDEN AVE,2022,33640.08,35226,544 W BELDEN AVE,census,"c(-87.6431535039999, 41.9237214410001)",43,20,43020
14,Street Lighting,5440 S. MOZART,2008,350,11311,5440 S. MOZART,google,"c(-87.695393, 41.794265)",14,21,14021
13,Sidewalk Menu,5440 W 64TH ST,2018,2873.34,10530,5440 W 64TH ST,census,"c(-87.758187337, 41.7763171500001)",13,43,13043
23,Sidewalk Menu,5441 S NEVA AVE,2022,1164.6,19292,5441 S NEVA AVE,google,"c(-87.7999929, 41.7927563)",23,27,23027
23,Miscellaneous-CDOT,5441 S. Menard,2007,2114,18109,5441 S. Menard,google,"c(-87.7670027, 41.7937581)",23,4,23004
13,Sidewalk Menu,5442 W 63RD PL,2021,286.663333333333,40968,5442 W 63RD PL,google,"c(-87.7585439, 41.7774745)",13,43,13043
13,Sidewalk Menu,5442 W 63RD PL,2021,2627.82,40972,5442 W 63RD PL,google,"c(-87.7585439, 41.7774745)",13,43,13043
48,Sidewalk Menu,5444 N MAGNOLIA AVE,2022,2571.22,39045,5444 N MAGNOLIA AVE,census,"c(-87.661271318, 41.980787461)",48,20,48020
23,Alley Apron Menu,5444 S RIDGEWAY AVE,2022,7163.645,41593,5444 S RIDGEWAY AVE,census,"c(-87.717064159, 41.794260524)",23,9,23009
41,Grandparent's Park Fence,5445 N CHESTER AVE,2017,30000,33253,5445 N CHESTER AVE,census,"c(-87.8390568999999, 41.978080516)",41,29,41029
23,Miscellaneous CDOT Projects,5445 S NATCHEZ AVE,2016,7582,18864,5445 S NATCHEZ AVE,census,"c(-87.7842650549999, 41.7930326250001)",23,3,23003
14,Bollard Menu,5445 S SAWYER AV,2008,2856,11243,5445 S SAWYER AV,google,"c(-87.7043041, 41.793995)",14,15,14015
37,Alley Resurfacing Menu,5445 W NORTH AVE,2022,14769.55,42801,5445 W NORTH AVE,census,"c(-87.76302481, 41.9094052350001)",37,6,37006
23,Bollard Menu,5446 S NEW ENGLAND AVE,2017,1688.96,18945,5446 S NEW ENGLAND AVE,google,"c(-87.7942737, 41.792656)",23,47,23047
23,Alley Speed Hump Menu,5446 S NEWCASTLE AVE,2021,700,19201,5446 S NEWCASTLE AVE,census,"c(-87.7928367379999, 41.7933695950001)",23,47,23047
23,Street Light Upgrade Menu,5446 S NEWCASTLE AVE,2022,500,19301,5446 S NEWCASTLE AVE,census,"c(-87.7928367379999, 41.7933695950001)",23,47,23047
13,Sidewalk Menu,5446 W 63RD PL,2021,286.663333333333,40970,5446 W 63RD PL,google,"c(-87.7586842, 41.7774549)",13,43,13043
13,Sidewalk Menu,5446 W 63RD PL,2021,2627.82,40971,5446 W 63RD PL,google,"c(-87.7586842, 41.7774549)",13,43,13043
23,Bollard Menu,5447 S NEWLAND AVE,2017,1594.64,18947,5447 S NEWLAND AVE,census,"c(-87.795263253, 41.7933297480001)",23,47,23047
48,Sidewalk Menu,5449 N WAYNE AVE,2021,1175.28,38999,5449 N WAYNE AVE,census,"c(-87.663670113, 41.9808140650001)",48,11,48011
23,Sidewalk Menu,5451 S NEVA AVE,2020,5362.13,19177,5451 S NEVA AVE,google,"c(-87.8000308, 41.7925305)",23,27,23027
30,Sidewalk Menu,5452 W HENDERSON ST,2020,7711.08,24716,5452 W HENDERSON ST,census,"c(-87.762976097, 41.941367088)",38,6,38006
23,Alley Apron Menu,5454 S RUTHERFORD AVE,2017,11627.92,18936,5454 S RUTHERFORD AVE,census,"c(-87.790391555, 41.793321603)",23,47,23047
48,Miscellaneous-CDOT,5455 N. Sheridan Rd,2007,25524,38401,5455 N. Sheridan Rd,census,"c(-87.655123456, 41.981654792)",48,28,48028
31,Street Light Upgrade Menu,5456 WSCHUBERT AVE,2022,500,42394,5456 WSCHUBERT AVE,google,"c(-87.7635577, 41.9297604)",30,14,30014
36,Sidewalk Menu,5458 W ADDISON ST,2019,2068.33,42627,5458 W ADDISON ST,census,"c(-87.763570839, 41.9459261020001)",38,29,38029
23,Curb & Gutter Menu,5459 S OAK PARK AVE,2017,2337.27,18950,5459 S OAK PARK AVE,census,"c(-87.791597123, 41.7932365500001)",23,47,23047
23,Sidewalk Menu,5461 S MENARD AVE,2018,3035.82,19039,5461 S MENARD AVE,census,"c(-87.767194885, 41.793316276)",23,4,23004
37,Sidewalk Menu,5469 W NORTH AVE,2018,10537.36,30353,5469 W NORTH AVE,census,"c(-87.76319026, 41.9094009950001)",37,6,37006
2,Street Light Upgrade,547 S CLARK ST,2012,350,1927,547 S CLARK ST,census,"c(-87.631110661, 41.8914203590001)",42,22,42022
45,Street Speed Hump Menu,5472 N MENARD AVE,2022,2350,36771,5472 N MENARD AVE,google,"c(-87.7735361, 41.9804994)",45,11,45011
43,Alley Apron Menu,548 W EUGENIE ST,2016,10592.28,34980,548 W EUGENIE ST,census,"c(-87.64292237, 41.9128255410001)",43,1,43001
43,Concrete Alley Menu,55 E SCOTT ST,2018,18500,43015,55 E SCOTT ST,census,"c(-87.6266413709999, 41.9048863190001)",43,35,43035
42,Miscellaneous CDOT Projects,55 E WACKER LOWER DR,2018,70880.2,34165,55 E WACKER LOWER DR,google,"c(-87.6258675, 41.8870682)",42,9,42009
4,Miscellaneous-CDOT,55 th & Harper,2008,8550,3120,55 th & Harper,google,"c(-87.5884314, 41.7951353)",5,8,05008
5,Miscellaneous-CDOT,55 th & Harper,2008,8550,3817,55 th & Harper,google,"c(-87.5884314, 41.7951353)",5,8,05008
6,Sidewalk Menu,55 W 77TH PL,2022,12003.495,40517,55 W 77TH PL,census,"c(-87.6266211449999, 41.753645137)",6,19,06019
42,Sidewalk Menu,550 W FULTON ST,2019,20026.74,34196,550 W FULTON ST,census,"c(-87.641918435, 41.8868219500001)",42,18,42018
42,Sidewalk Menu,550 W FULTON ST,2020,1387.38,34214,550 W FULTON ST,census,"c(-87.641918435, 41.8868219500001)",42,18,42018
40,Curb & Gutter Menu,5500 N CAMPBELL AVE,2017,7267.77,32561,5500 N CAMPBELL AVE,google,"c(-87.6921469, 41.9814895)",40,19,40019
45,Miscellaneous Other,5500 N MAJOR AVE,2012,497,36322,5500 N MAJOR AVE,census,"c(-87.77078698, 41.9820272590001)",45,34,45034
16,Sidewalk Menu,5500 S FRANCISCO AVE,2017,86228.86,13657,5500 S FRANCISCO AVE,google,"c(-87.6962372, 41.7936462)",16,32,16032
15,Street Speed Hump Menu,5500 S HERMITAGE AVE,2018,1850,12891,5500 S HERMITAGE AVE,census,"c(-87.6682153359999, 41.793029797)",15,23,15023
23,Street Light Upgrade Menu,5500 S MENARD AVE,2018,1000,41530,5500 S MENARD AVE,google,"c(-87.7671741, 41.792634)",23,4,23004
15,Sidewalk Menu,5500 S WESTERN AVE,2018,8053.14,12866,5500 S WESTERN AVE,google,"c(-87.6842888, 41.7917667)",16,11,16011
16,POD Camera,5500 S. Maplewood,2011,20000,13393,5500 S. Maplewood,google,"c(-87.6877038, 41.7938078)",14,29,14029
37,Sidewalk Menu,5500 W HIRSCH ST,2016,46707.25,30279,5500 W HIRSCH ST,census,"c(-87.765218881, 41.9057636590001)",37,32,37032
30,Alley Resurfacing Menu,5501 W DRUMMOND PL,2022,20640.76,42242,5501 W DRUMMOND PL,census,"c(-87.763838433, 41.928567151)",30,14,30014
30,Alley Resurfacing Menu,5501 W PARKER AVE,2022,27907.36,42244,5501 W PARKER AVE,census,"c(-87.7639513079999, 41.9303913840001)",30,14,30014
30,Street Light Upgrade,5503 W DIVERSEY AVE,2012,350,24290,5503 W DIVERSEY AVE,census,"c(-87.763964872, 41.931304203)",30,14,30014
31,Street Light Upgrade Menu,5503 W DRUMMOND PL,2022,500,42396,5503 W DRUMMOND PL,census,"c(-87.763905962, 41.928566044)",30,14,30014
45,Sidewalk Menu,5505 N AUSTIN AVE,2018,3682.26,36650,5505 N AUSTIN AVE,google,"c(-87.7777745, 41.98135)",45,11,45011
13,Alley Speed Hump Menu,5508 W 65TH ST,2018,700,10468,5508 W 65TH ST,google,"c(-87.7595077, 41.7747124)",13,43,13043
48,Sidewalk Menu,5510 N MAGNOLIA AVE,2018,630,38865,5510 N MAGNOLIA AVE,census,"c(-87.661306122, 41.9820812950001)",48,19,48019
30,Alley Resurfacing Menu (1-1),5510 W DRUMMOND PL,2020,15953.49,42171,5510 W DRUMMOND PL,census,"c(-87.7639972429999, 41.928575515)",30,14,30014
30,Street Light Upgrade,5511 W DIVERSEY AVE,2012,350,24287,5511 W DIVERSEY AVE,census,"c(-87.764282786, 41.9312989920001)",30,14,30014
45,Sidewalk Menu,5511 W FARRAGUT AVE,2018,7675.4,36639,5511 W FARRAGUT AVE,census,"c(-87.766118665, 41.976594375)",45,6,45006
45,Sidewalk Menu,5512 N NATOMA AVE,2018,4890.23,36636,5512 N NATOMA AVE,google,"c(-87.7928981, 41.9815332)",41,30,41030
15,Sidewalk Menu,5514 S HAMILTON AVE,2019,5768.895,41148,5514 S HAMILTON AVE,census,"c(-87.677926857, 41.7928537230001)",15,3,15003
15,Sidewalk Menu,5514 S HONORE ST,2019,8548.51666666667,41079,5514 S HONORE ST,census,"c(-87.670631354, 41.7930608450001)",15,23,15023
13,Sidewalk Menu,5514 S KILDARE AVE,2015,1042,10264,5514 S KILDARE AVE,census,"c(-87.730496913, 41.7924019050001)",13,24,13024
13,Sidewalk Menu,5514 S KILDARE AVE,2016,2804.03,10315,5514 S KILDARE AVE,census,"c(-87.730496913, 41.7924019050001)",13,24,13024
13,Bollard Menu,5514 S MERRIMAC AVE,2016,2632.38,10291,5514 S MERRIMAC AVE,census,"c(-87.778131633, 41.7916872820001)",23,7,23007
23,Alley Apron Menu,5514 S NEWLAND AVE,2016,10689.09,18796,5514 S NEWLAND AVE,google,"c(-87.795468, 41.7915512)",23,1,23001
23,Bollard Menu,5514 S NORDICA AV,2007,647,18083,5514 S NORDICA AV,google,"c(-87.7980033, 41.7914711)",23,1,23001
23,Sidewalk Menu,5514 S NOTTINGHAM AVE,2020,5876.32,19180,5514 S NOTTINGHAM AVE,google,"c(-87.7992477, 41.7914538)",23,1,23001
23,Alley Speed Hump Menu,5514 S RUTHERFORD AVE,2021,1400,19202,5514 S RUTHERFORD AVE,census,"c(-87.790331913, 41.7914388660001)",23,12,23012
23,Street Bump Outs Menu,5514 S RUTHERFORD AVE,2021,10030.94,19233,5514 S RUTHERFORD AVE,census,"c(-87.790331913, 41.7914388660001)",23,12,23012
15,Alley Apron Menu,5514 S TALMAN AVE,2022,14137.76,12981,5514 S TALMAN AVE,census,"c(-87.6901292159999, 41.793028946)",16,21,16021
48,Sidewalk Menu,5515 N MAGNOLIA AVE,2016,9456.1,38737,5515 N MAGNOLIA AVE,census,"c(-87.6612927529999, 41.982144218)",48,19,48019
23,Alley Apron Menu,5515 S MENARD AVE,2016,10331.38,18792,5515 S MENARD AVE,google,"c(-87.7668929, 41.7921372)",23,4,23004
23,Alley Speed Hump Menu,5515 S NEENAH AVE,2022,700,19266,5515 S NEENAH AVE,google,"c(-87.7852035, 41.791741)",23,11,23011
23,Alley Speed Hump Menu,5515 S OAK PARK AVE,2021,1400,19203,5515 S OAK PARK AVE,google,"c(-87.7912723, 41.7916232)",23,12,23012
14,Bollard Menu,5515 S TROY ST,2007,714,11145,5515 S TROY ST,census,"c(-87.70230864, 41.792975852)",14,5,14005
14,Bollard Menu,5515 S TROY ST,2007,1428,11147,5515 S TROY ST,census,"c(-87.70230864, 41.792975852)",14,5,14005
15,Alley Apron Menu,5515 S WASHTENAW AVE,2021,14775.26,12930,5515 S WASHTENAW AVE,census,"c(-87.6967079999999, 41.982770886)",40,24,40024
30,Alley Resurfacing Menu,5515 W HENDERSON ST,2022,10665.205,42246,5515 W HENDERSON ST,census,"c(-87.764631244, 41.941336737)",38,6,38006
30,Curb & Gutter Menu,5515 W PARKER AVE,2022,3452.64,42264,5515 W PARKER AVE,census,"c(-87.7642460499999, 41.9303865540001)",30,14,30014
48,Sidewalk Menu,5516 N KENMORE AVE,2019,1017.83,38923,5516 N KENMORE AVE,census,"c(-87.6565811039999, 41.982254858)",48,3,48003
13,Alley Apron Menu,5516 S AUSTIN AVE,2017,21653.09,10395,5516 S AUSTIN AVE,google,"c(-87.77231, 41.7920302)",23,7,23007
13,Concrete Alley Menu,5516 S AUSTIN AVE,2022,4755.4,10874,5516 S AUSTIN AVE,google,"c(-87.77231, 41.7920302)",23,7,23007
13,Bollard Menu,5516 S KARLOV AV,2006,1293,9790,5516 S KARLOV AV,census,"c(-87.72559712, 41.792425705)",13,15,13015
15,Bollard Menu,5517 S CALIFORNIA AVE,2016,1386.33,12779,5517 S CALIFORNIA AVE,census,"c(-87.693769634, 41.7929613060001)",16,21,16021
15,Sidewalk Menu,5517 S HOYNE AVE,2019,12801.205,41171,5517 S HOYNE AVE,census,"c(-87.676690772, 41.792851726)",15,3,15003
15,Sidewalk Menu,5517 S SEELEY AVE,2019,3381.2425,41178,5517 S SEELEY AVE,census,"c(-87.675472736, 41.7928646610001)",15,23,15023
29,Miscellaneous CDOT Projects,5517 W WEST END AVE,2022,125,42102,5517 W WEST END AVE,google,"c(-87.764034, 41.88406)",29,21,29021
48,Curb & Gutter Menu,5518 N LAKEWOOD AVE,2019,3342.59,38911,5518 N LAKEWOOD AVE,census,"c(-87.6625154549999, 41.9821955310001)",48,19,48019
15,Sidewalk Menu,5518 S PAULINA ST,2019,4063.48666666667,41114,5518 S PAULINA ST,census,"c(-87.672246457, 41.982452805)",40,41,40041
30,Curb & Gutter Menu,5518 W PARKER AVE,2022,3452.64,42265,5518 W PARKER AVE,census,"c(-87.7643305299999, 41.93039637)",30,14,30014
13,Sidewalk Menu,5519 S KENNETH AVE,2016,6098.24,10319,5519 S KENNETH AVE,census,"c(-87.734160662, 41.7924934120001)",13,7,13007
13,Sidewalk Menu,5519 S KOLMAR AVE,2021,1938.74,10765,5519 S KOLMAR AVE,census,"c(-87.736607136, 41.7923144580001)",13,7,13007
23,Curb & Gutter Menu,5519 S NOTTINGHAM AVE,2019,1459.96,19098,5519 S NOTTINGHAM AVE,google,"c(-87.7986878, 41.7913714)",23,1,23001
31,Street Light Upgrade Menu,5519 W SCHUBERT AVE,2022,500,42400,5519 W SCHUBERT AVE,census,"c(-87.764305996, 41.929472785)",30,14,30014
40,Miscellaneous Other,5520 N VIRGINIA AVE,2013,47922,32412,5520 N VIRGINIA AVE,census,"c(-87.704699932, 41.981883291)",40,30,40030
13,Sidewalk Menu,5520 S KOSTNER AVE,2016,2327.26,10318,5520 S KOSTNER AVE,google,"c(-87.7332184, 41.7924333)",13,7,13007
23,Sidewalk Menu,5520 S NEWLAND AVE,2015,2690,18736,5520 S NEWLAND AVE,google,"c(-87.7954886, 41.7913915)",23,1,23001
23,Curb & Gutter Menu,5520 S NEWLAND AVE,2016,1299.12,18849,5520 S NEWLAND AVE,google,"c(-87.7954886, 41.7913915)",23,1,23001
15,Sidewalk Menu,5520 S SEELEY AVE,2019,3381.2425,41179,5520 S SEELEY AVE,census,"c(-87.67548655, 41.7928329710001)",15,3,15003
13,Sidewalk Menu,5521 S KOLMAR AVE,2021,741.433333333333,40975,5521 S KOLMAR AVE,census,"c(-87.736606383, 41.7922910290001)",13,7,13007
14,Miscellaneous-CDOT,5521 S. Whipple,2007,8650,11152,5521 S. Whipple,google,"c(-87.6996285, 41.7929399)",14,5,14005
31,Street Light Upgrade Menu,5521 W DRUMMOND PL,2022,500,42397,5521 W DRUMMOND PL,census,"c(-87.764513844, 41.928558454)",30,14,30014
13,Concrete Alley Menu,5522 S MOODY AVE,2019,9602.1,10589,5522 S MOODY AVE,census,"c(-87.775694755, 41.791645003)",23,7,23007
23,Bollard Menu,5522 S NEVA AVE,2018,940.85,19017,5522 S NEVA AVE,census,"c(-87.8002358099999, 41.7911385020001)",23,1,23001
23,Sidewalk Menu,5522 S NEVA AVE,2018,5167.36,19050,5522 S NEVA AVE,census,"c(-87.8002358099999, 41.7911385020001)",23,1,23001
23,Alley Apron Menu,5522 W 55TH ST,2016,10459.49,18797,5522 W 55TH ST,census,"c(-87.760528063, 41.792769778)",23,8,23008
15,Sidewalk Menu,5523 S HONORE ST,2019,8548.51666666667,41080,5523 S HONORE ST,census,"c(-87.670611319, 41.792872334)",15,23,15023
36,Sidewalk Menu,5523 W NEWPORT AVE,2022,5271.53,29780,5523 W NEWPORT AVE,census,"c(-87.7651230929999, 41.94315363)",38,39,38039
45,Sidewalk Menu,5523 W WILSON AVE,2016,5029.79,36526,5523 W WILSON AVE,google,"c(-87.7658975, 41.9643572)",45,47,45047
15,Sidewalk Menu,5525 S HONORE ST,2019,8548.51666666667,41081,5525 S HONORE ST,census,"c(-87.670610713, 41.7928508860001)",15,23,15023
13,Sidewalk Menu,5525 S KOLMAR AVE,2021,741.433333333333,40974,5525 S KOLMAR AVE,census,"c(-87.736604878, 41.792244171)",13,7,13007
23,Bollard Menu,5526 S PARKSIDE AVE,2019,682.91,19094,5526 S PARKSIDE AVE,google,"c(-87.7637743, 41.7918732)",23,4,23004
23,Bollard Menu,5526 S PARKSIDE AVE,2021,780.69,19205,5526 S PARKSIDE AVE,google,"c(-87.7637743, 41.7918732)",23,4,23004
15,Sidewalk Menu,5526 S WINCHESTER AVE,2019,2846.87333333333,41076,5526 S WINCHESTER AVE,census,"c(-87.673056953, 41.7928049860001)",15,23,15023
45,Curb & Gutter Menu,5527 N MENARD AVE,2018,3402.06,36613,5527 N MENARD AVE,google,"c(-87.7729318, 41.9824561)",45,34,45034
15,Sidewalk Menu,5527 S SEELEY AVE,2019,3381.2425,41180,5527 S SEELEY AVE,census,"c(-87.675470393, 41.7927817250001)",15,23,15023
37,Bollard Menu,5527 W CRYSTAL ST,2005,395,29813,5527 W CRYSTAL ST,census,"c(-87.764784119, 41.9030551620001)",37,5,37005
37,Alley Resurfacing Menu,5527 W CRYSTAL ST,2022,15498.985,42799,5527 W CRYSTAL ST,census,"c(-87.764784119, 41.9030551620001)",37,5,37005
15,Sidewalk Menu,5528 S DAMEN AVE,2019,5223.18,41142,5528 S DAMEN AVE,census,"c(-87.6742688479999, 41.7928605010001)",15,23,15023
23,Curb & Gutter Menu,5529 S OAK PARK AVE,2019,1803.89,19099,5529 S OAK PARK AVE,google,"c(-87.791274, 41.7912485)",23,12,23012
15,Sidewalk Menu,5529 S PAULINA ST,2019,4063.48666666667,41115,5529 S PAULINA ST,census,"c(-87.672223375, 41.9822231710001)",40,41,40041
45,Alley Resurfacing Menu,5529 W GIDDINGS ST,2017,10622.03,36553,5529 W GIDDINGS ST,google,"c(-87.7661474, 41.9662048)",45,46,45046
30,Curb & Gutter Menu,5529 W PARKER AVE,2022,3452.64,42268,5529 W PARKER AVE,census,"c(-87.7645407859999, 41.930382539)",30,14,30014
13,Sidewalk Menu,5531 S KOLMAR AVE,2021,2309.26,10766,5531 S KOLMAR AVE,census,"c(-87.7366026189999, 41.792173883)",13,7,13007
30,Street Light Upgrade,5531 W DIVERSEY AVE,2012,350,24291,5531 W DIVERSEY AVE,census,"c(-87.765115157, 41.931289432)",30,14,30014
15,Sidewalk Menu,5532 S DAMEN AVE,2019,5223.18,41141,5532 S DAMEN AVE,census,"c(-87.674267717, 41.792820465)",15,23,15023
14,Miscellaneous-CDOT,5532 S. Whipple,2007,7050,11153,5532 S. Whipple,google,"c(-87.7001137, 41.7925927)",14,5,14005
48,Tree Planting in Various Locations,5533 N BROADWAY,2021,50000,39019,5533 N BROADWAY,google,"c(-87.6596081, 41.9827253)",48,3,48003
48,Tree Planting in Various Locations,5533 N BROADWAY,2022,50000,39057,5533 N BROADWAY,google,"c(-87.6596081, 41.9827253)",48,3,48003
13,Sidewalk Menu,5533 S KOMENSKY AVE,2018,678.87,10547,5533 S KOMENSKY AVE,census,"c(-87.724358834, 41.792383971)",13,15,13015
15,Sidewalk Menu,5533 S WINCHESTER AVE,2019,2846.87333333333,41074,5533 S WINCHESTER AVE,census,"c(-87.6730407649999, 41.7927526670001)",15,23,15023
15,Street Speed Hump Menu,5534 S HERMITAGE AVE,2019,2350,12915,5534 S HERMITAGE AVE,census,"c(-87.6682066819999, 41.792751153)",15,23,15023
16,Sidewalk Menu,5534 S LAFLIN ST,2016,1742.38,13613,5534 S LAFLIN ST,census,"c(-87.662118783, 41.7928325510001)",16,5,16005
15,Sidewalk Menu,5535 S HERMITAGE AVE,2019,5001.37,12910,5535 S HERMITAGE AVE,census,"c(-87.66819198, 41.792751407)",15,23,15023
15,Sidewalk Menu,5535 S PAULINA ST,2019,4063.48666666667,41116,5535 S PAULINA ST,census,"c(-87.672226757, 41.9823381530001)",40,41,40041
13,Sidewalk Menu,5535 S TRIPP AVE,2021,1441.96,10767,5535 S TRIPP AVE,census,"c(-87.729254055, 41.7923021140001)",13,24,13024
13,Street Light Upgrade Menu,5536 S AUSTIN AVE,2022,500,10917,5536 S AUSTIN AVE,google,"c(-87.7723058, 41.7914149)",23,7,23007
15,Sidewalk Menu,5536 S HONORE ST,2019,8548.51666666667,41082,5536 S HONORE ST,census,"c(-87.6706249819999, 41.7928352750001)",15,23,15023
13,Curb & Gutter Menu,5536 S KEDVALE AVE,2018,650.49,10474,5536 S KEDVALE AVE,census,"c(-87.72681646, 41.7921772810001)",13,15,13015
13,Sidewalk Menu,5536 S MOODY AVE,2021,1800.68,10768,5536 S MOODY AVE,census,"c(-87.7756881889999, 41.7914795510001)",23,7,23007
30,Curb & Gutter Menu,5536 W PARKER AVE,2022,3452.64,42266,5536 W PARKER AVE,census,"c(-87.764709476, 41.9303912070001)",30,14,30014
15,Sidewalk Menu,5537 S HONORE ST,2019,8548.51666666667,41077,5537 S HONORE ST,census,"c(-87.6706077439999, 41.7927457910001)",15,23,15023
23,Sidewalk Menu,5537 S NATCHEZ AVE,2019,682.76,19112,5537 S NATCHEZ AVE,google,"c(-87.7839425, 41.7911754)",23,11,23011
30,Curb & Gutter Menu,5537 W PARKER AVE,2022,3452.64,42267,5537 W PARKER AVE,census,"c(-87.764709207, 41.930380244)",30,14,30014
31,Street Light Upgrade Menu,5537 W SCHUBERT AVE,2022,500,42401,5537 W SCHUBERT AVE,census,"c(-87.764692837, 41.9294675150001)",30,14,30014
23,Sidewalk Menu,5538 S MASSASOIT AVE,2019,2190.89,19133,5538 S MASSASOIT AVE,census,"c(-87.765930985, 41.791652889)",23,4,23004
13,Sidewalk Menu,5538 W 65TH ST,2021,1419.54,10769,5538 W 65TH ST,census,"c(-87.759886546, 41.774441187)",13,43,13043
48,Sidewalk Menu,5539 N LAKEWOOD AVE,2019,2670.05,38932,5539 N LAKEWOOD AVE,census,"c(-87.6625097369999, 41.9825027540001)",48,19,48019
48,Street Speed Hump Menu,5539 N WAYNE AVE,2022,2350,39056,5539 N WAYNE AVE,census,"c(-87.663714326, 41.9824826610001)",48,19,48019
5,Street Lighting,5539 S BLACKSTONE AVE,2011,350,3926,5539 S BLACKSTONE AVE,census,"c(-87.5903067249999, 41.794204531)",5,8,05008
23,Sidewalk Menu,5539 S MASSASOIT AVE,2018,8220.08,19036,5539 S MASSASOIT AVE,census,"c(-87.7659162849999, 41.7916532130001)",23,4,23004
31,Street Light Upgrade Menu,5539 W DRUMMOND PL,2022,500,42398,5539 W DRUMMOND PL,census,"c(-87.765121624, 41.9285509100001)",30,14,30014
4,Concrete Alley Menu,554 E 51ST ST,2017,19354.19,3452,554 E 51ST ST,google,"c(-87.6120124, 41.8023912)",4,8,04008
39,Sidewalk Menu,5540 N SPAULDING AVE,2022,8906.38,31981,5540 N SPAULDING AVE,census,"c(-87.711280527, 41.9823286000001)",40,38,40038
15,Sidewalk Menu,5540 S HAMILTON AVE,2019,5768.895,41149,5540 S HAMILTON AVE,census,"c(-87.677919136, 41.7926259390001)",15,3,15003
3,Sidewalk Menu,5540 S LA SALLE ST,2018,10300.83,2832,5540 S LA SALLE ST,census,"c(-87.629281057, 41.7931792310001)",3,36,03036
15,Sidewalk Menu,5540 S SEELEY AVE,2019,3381.2425,41181,5540 S SEELEY AVE,census,"c(-87.675481501, 41.79265423)",15,3,15003
15,Sidewalk Menu,5542 S WINCHESTER AVE,2019,2846.87333333333,41075,5542 S WINCHESTER AVE,census,"c(-87.673052994, 41.7926648530001)",15,23,15023
13,Bollard Menu,5542 W 64TH PL,2021,4990.22,10723,5542 W 64TH PL,census,"c(-87.759999475, 41.775368654)",13,43,13043
