ward,type,location,year,est_cost,id,start_address,end_address,lat_1,lon_1,query_1,lat_2,lon_2,query_2
12,Sidewalk Menu,3536-3540 S HAMILTON AVE,2017,22778.37,10019,3536 S HAMILTON AVE,3540 S HAMILTON AVE,41.829051384000024,-87.67891373499998,census,41.829017617000034,-87.67891285399998,census
11,Curb & Gutter Menu,3543-3549 S EMERALD AVE,2020,20490.62,9233,3543 S EMERALD AVE,3549 S EMERALD AVE,41.829964268000026,-87.64486027799995,census,41.82987041200005,-87.64485786199998,census
10,Sidewalk Menu,3548-3554 E 103RD ST,2021,1792.42,8438,3548 E 103RD ST,3554 E 103RD ST,41.70822237500005,-87.53735017899999,census,41.70822237500005,-87.53724820299999,census
10,Sidewalk Menu,3550-3558 E 97TH ST,2018,8889,8286,3550 E 97TH ST,3558 E 97TH ST,41.71698127900004,-87.71045948099999,census,41.716975396000066,-87.71078846699999,census
42,Miscellaneous-CDOT,300-360 E. Illinois on Grand Ave.,2008,536,36462,300 E. Illinois on Grand Ave.,360 E. Illinois on Grand Ave.,41.8912161,-87.6199899,google,41.8912925,-87.6181398,google
10,Sidewalk Menu,3551-3601 E 113TH ST,2017,10148.06,8228,3551 E 113TH ST,3601 E 113TH ST,41.69002946000006,-87.53733023699994,census,41.69002866500006,-87.53644227099994,census
12,Sidewalk Menu,3601-3603 S PAULINA ST,2019,21548.17,10184,3601 S PAULINA ST,3603 S PAULINA ST,41.82850284700004,-87.66789659899996,census,41.82847091200006,-87.66789553399997,census
10,Sidewalk Menu,3603-3609 E 108TH ST,2018,12002,8272,3603 E 108TH ST,3609 E 108TH ST,41.69909832500008,-87.53522149399998,census,41.69909832500008,-87.53518962599998,census
12,Sidewalk Menu,3608-3610 S ROCKWELL ST,2018,5814.33,10122,3608 S ROCKWELL ST,3610 S ROCKWELL ST,41.82801863000003,-87.68987045299997,census,41.82794162600004,-87.68986932099995,census
38,Alley Apron Menu,3614-3615 N PLAINFIELD AVE,2022,34397.73,33927,3614 N PLAINFIELD AVE,3615 N PLAINFIELD AVE,41.945591912000054,-87.83401552199996,census,41.945592212000065,-87.83400078599999,census
13,Concrete Alley Menu,3610-3620 W 70TH PL,2019,28134.8,11255,3610 W 70TH PL,3620 W 70TH PL,41.76514535700005,-87.713221707999935,census,41.765142601000036,-87.71341115699994,census
12,Sidewalk Menu,3620-3622 S PAULINA ST,2019,7156.98,10207,3620 S PAULINA ST,3622 S PAULINA ST,41.828183257000035,-87.66790184099995,census,41.82815131600006,-87.66790113899998,census
12,Sidewalk Menu,3612-3624 S LEAVITT ST,2019,13254.85,10206,3612 S LEAVITT ST,3624 S LEAVITT ST,41.82807798300007,-87.68010411499995,census,41.82795093200008,-87.68010046799998,census
26,Alley Resurfacing Menu,3601-3625 W NORTH AVE,2021,23147.435,23072,3601 W NORTH AVE,3625 W NORTH AVE,41.909984088000044,-87.71777918099997,census,41.90998161600004,-87.71799611199998,census
11,Sidewalk Menu,3531-3631 S NORMAL AVE,2017,51984.77,9084,3531 S NORMAL AVE,3631 S NORMAL AVE,41.83023505300008,-87.63878123899997,census,41.828003574000036,-87.63872015699997,census
12,Sidewalk Menu,3652-3654 S MARSHFIELD AVE,2017,7250.52,10024,3652 S MARSHFIELD AVE,3654 S MARSHFIELD AVE,41.82768826900008,-87.66666819799997,census,41.82765633200006,-87.66666726199998,census
38,Alley Apron Menu,3654-3655 N PAGE AVE,2022,38830.13,33931,3654 N PAGE AVE,3655 N PAGE AVE,41.94610721200007,-87.82788557899994,census,41.94612219000004,-87.82787138699996,census
26,Alley Resurfacing Menu,3640-3658 W WABANSIA AVE,2017,11462.63,22859,3640 W WABANSIA AVE,3658 W WABANSIA AVE,41.911809885000025,-87.71804610399994,census,41.911805291000064,-87.71832604799994,census
12,Sidewalk Menu,3701-3709 S HERMITAGE AVE,2018,11048.02,10120,3701 S HERMITAGE AVE,3709 S HERMITAGE AVE,41.82666173300004,-87.66907045999994,census,41.826533991000076,-87.66906624799998,census
10,Sidewalk Menu,3702-3710 E 105TH ST,2018,16484,8283,3702 E 105TH ST,3710 E 105TH ST,41.70456427700003,-87.53280554199995,census,41.70456427700003,-87.53276305199995,census
3,Curb & Gutter Menu,3700-3714 S CALUMET AVE,2020,45000,3073,3700 S CALUMET AVE,3714 S CALUMET AVE,41.827313365000066,-87.61804624399997,census,41.82709534700007,-87.61804140499999,census
23,Alley Apron Menu,3700-3718 W 55TH PL,2016,9658.83,20039,3700 W 55TH PL,3718 W 55TH PL,41.79239559900003,-87.71598200199998,census,41.792389624000066,-87.71636029399997,census
45,Sidewalk Menu,3701-3721 N KOSTNER AVE,2016,17477.23,39481,3701 N KOSTNER AVE,3721 N KOSTNER AVE,41.94803351400003,-87.73842350799998,census,41.948388849000025,-87.73803975599998,census
22,Sidewalk Menu,3714-3724 W 25TH ST,2021,16477.99,19145,3714 W 25TH ST,3724 W 25TH ST,41.84619939000004,-87.71801121899995,census,41.84619870500006,-87.71806393799994,census
22,Sidewalk Menu,3714-3724 W 25TH ST,2022,21100.26,19212,3714 W 25TH ST,3724 W 25TH ST,41.84619939000004,-87.71801121899995,census,41.84619870500006,-87.71806393799994,census
44,Curb & Gutter Menu,3730-3732 N KENMORE AVE,2018,4170.39,38758,3730 N KENMORE AVE,3732 N KENMORE AVE,41.950158112000054,-87.65563176799998,census,41.950248946000045,-87.65563413199999,census
3,Miscellaneous CDOT Projects,3729-3733 S GILES AVE,2018,300,2980,3729 S GILES AVE,3733 S GILES AVE,41.82659471300008,-87.61922961199997,census,41.82654605600004,-87.61922885099995,census
11,Sidewalk Menu,3732-3734 S PARNELL AVE,2017,2432.82,9083,3732 S PARNELL AVE,3734 S PARNELL AVE,41.82639468100007,-87.63991425899997,census,41.82637337800003,-87.63991386499998,census
33,Curb & Gutter Menu,3727-3741 N CHRISTIANA AVE,2018,20777.31,29238,3727 N CHRISTIANA AVE,3741 N CHRISTIANA AVE,41.94922432800007,-87.71155588399995,census,41.94940320200004,-87.71155971699994,census
2,Curb & Gutter Menu,350-375 E SUPERIOR ST,2017,18420.11,2280,350 E SUPERIOR ST,375 E SUPERIOR ST,41.89581293800006,-87.62002112199997,census,41.89583179200008,-87.61830936099994,census
3,Alley Resurfacing Menu (1-1),3745-3751 S MICHIGAN AVE,2016,40221.08,2879,3745 S MICHIGAN AVE,3751 S MICHIGAN AVE,41.8261728,-87.6227493,google,41.82612566900008,-87.62312438599997,census
26,Sidewalk Menu,3750-3751 W WABANSIA AVE,2019,53517.74,22993,3750 W WABANSIA AVE,3751 W WABANSIA AVE,41.9117596,-87.7209189,google,41.91176791500004,-87.72056744299994,census
26,Sidewalk Menu,3756-3758 W MCLEAN AVE,2020,29089.6,23038,3756 W MCLEAN AVE,3758 W MCLEAN AVE,41.91815466000003,-87.72096874099998,census,41.91815440500005,-87.72098773599998,census
45,Curb & Gutter Menu,3801-3805 W BELLE PLAINE AVE,2018,16032.35,39578,3801 W BELLE PLAINE AVE,3805 W BELLE PLAINE AVE,41.95553769400004,-87.72280721299995,census,41.95553570900006,-87.72297679999997,census
12,Sidewalk Menu,3806-3810 S ALBANY AVE,2021,10489.96,10312,3806 S ALBANY AVE,3810 S ALBANY AVE,41.824215078000066,-87.70199880299998,census,41.8240082,-87.7022616,google
38,Street Light Upgrade Menu,3810-3814 N CENTRAL AVE,2021,500,33878,3810 N CENTRAL AVE,3814 N CENTRAL AVE,41.82338879200006,-87.76315046699995,census,41.950024547000055,-87.76690319299996,census
33,Sidewalk Menu,3800-3820 N WHIPPLE ST,2022,18780.17,29433,3800 N WHIPPLE ST,3820 N WHIPPLE ST,41.9504223,-87.7045407,google,41.95076327400005,-87.70426373299995,census
11,Sidewalk Menu,3826-3830 S NORMAL AVE,2017,5006.8,9082,3826 S NORMAL AVE,3830 S NORMAL AVE,41.8244982,-87.6389319,google,41.824691717000064,-87.63866000799999,census
12,Sidewalk Menu,3832-3834 S ARTESIAN AVE,2018,4589.06,10130,3832 S ARTESIAN AVE,3834 S ARTESIAN AVE,41.82409760000007,-87.68612290899995,census,41.82407606700008,-87.68612179399997,census
12,Sidewalk Menu,3833-3835 S WOLCOTT AVE,2018,7878.55,10108,3833 S WOLCOTT AVE,3835 S WOLCOTT AVE,41.8239619,-87.6724146,google,41.82442451900005,-87.67267204599995,census
33,Miscellaneous CDOT Projects,3812-3839 N SACRAMENTO AVE,2016,1000,29145,3812 N SACRAMENTO AVE,3839 N SACRAMENTO AVE,41.950644874000034,-87.70304136399994,census,41.951061184000025,-87.70303719199995,census
13,Concrete Alley Menu,3831-3839 W 67TH PL,2019,11335.43,11249,3831 W 67TH PL,3839 W 67TH PL,41.770521977000044,-87.71848657999999,census,41.770519163000074,-87.71865822899997,census
33,Curb & Gutter Menu,3838-3840 N FRANCISCO AVE,2019,4877.61,29290,3838 N FRANCISCO AVE,3840 N FRANCISCO AVE,41.82396080400008,-87.69709220899995,census,41.82395141500007,-87.69709193699998,census
3,Sidewalk Menu,3831-3847 S MICHIGAN AVE,2018,32506.48,2992,3831 S MICHIGAN AVE,3847 S MICHIGAN AVE,41.8246342,-87.622711,google,41.8242337,-87.6226474,google
24,Street Speed Hump Menu,3819-3861 W ARTHINGTON ST,2018,3700,21152,3819 W ARTHINGTON ST,3861 W ARTHINGTON ST,41.869860740000036,-87.72084870799995,census,41.86985029300007,-87.72179079799997,census
47,Alley Resurfacing Menu,3905-3911 N HAMILTON AVE,2017,14224.47,41038,3905 N HAMILTON AVE,3911 N HAMILTON AVE,41.95250473600004,-87.68234407399996,census,41.952670847000036,-87.68234952999995,census
14,Street Light Upgrade Menu,3910-3914 W 47TH ST,2022,194.3,13001,3910 W 47TH ST,3914 W 47TH ST,41.80790462300007,-87.72156593199998,census,41.8081225,-87.7217832,google
3,Miscellaneous CDOT Projects,3900-3920 S FEDERAL ST,2016,470.48,2892,3900 S FEDERAL ST,3920 S FEDERAL ST,41.82354617200008,-87.62861378499997,census,41.823236078000036,-87.62860319899994,census
3,Traffic Signal Miscellaneous Menu,3900-3920 S FEDERAL ST,2016,406.5,2920,3900 S FEDERAL ST,3920 S FEDERAL ST,41.82354617200008,-87.62861378499997,census,41.823236078000036,-87.62860319899994,census
22,Alley Resurfacing Menu,3900-3924 W 24TH ST,2020,13224.19,19059,3900 W 24TH ST,3924 W 24TH ST,41.8451623,-87.722707,google,41.84794159900008,-87.72316694599994,census
28,Miscellaneous CDOT Projects,3932-3933 W JACKSON BLVD,2019,3361.68176470588,24704,3932 W JACKSON BLVD,3933 W JACKSON BLVD,41.87711363300008,-87.72398440799998,census,41.87710282300003,-87.72397024699995,census
13,Bollard Menu,3944-3945 W 64TH PL,2022,2225.48,11549,3944 W 64TH PL,3945 W 64TH PL,41.775948002000064,-87.72109381299998,census,41.77593704000003,-87.72109352099994,census
26,Street Resurfacing Menu,3943-3947 W CORTLAND ST,2020,13499.725,23058,3943 W CORTLAND ST,3947 W CORTLAND ST,41.915192,-87.7256995,google,41.9152259,-87.7261305,google
24,Sidewalk Menu,3940-3950 W ROOSEVELT RD,2022,21863.63,21308,3940 W ROOSEVELT RD,3950 W ROOSEVELT RD,41.86620486400005,-87.72325416999996,census,41.86620369000008,-87.72336040199997,census
26,Alley Resurfacing Menu,3932-3956 W DICKENS AVE,2020,5760.985,23015,3932 W DICKENS AVE,3956 W DICKENS AVE,41.919015700000045,-87.72535278999999,census,41.919010797000055,-87.72577770799995,census
26,Alley Speed Hump Menu,3935-3959 W ARMITAGE AVE,2019,700,22964,3935 W ARMITAGE AVE,3959 W ARMITAGE AVE,41.9169259,-87.7256117,google,41.9169853,-87.7263166,google
28,Miscellaneous CDOT Projects,4003-4004 W LAKE ST,2019,3361.68176470588,24704,4003 W LAKE ST,4004 W LAKE ST,41.88547220700008,-87.72604385899996,census,41.88548457500008,-87.72608634199997,census
4,Sidewalk Menu,4001-4011 S LAKE PARK AVE,2018,10924.3,3703,4001 S LAKE PARK AVE,4011 S LAKE PARK AVE,41.822388139000054,-87.60224170999999,census,41.82219499800004,-87.60211913699999,census
22,Sidewalk Menu,4001-4011 W 25TH ST,2022,26181.6,19213,4001 W 25TH ST,4011 W 25TH ST,41.84608023900006,-87.72465938299996,census,41.846067541000025,-87.72531280299995,census
22,Sidewalk Menu,4000-4012 W 28TH ST,2021,10409.96,19146,4000 W 28TH ST,4012 W 28TH ST,41.84057233500005,-87.72449725699994,census,41.84057127300008,-87.72456098799995,census
46,Sidewalk Menu,4016-4024 N SHERIDAN RD,2018,21501.32,40150,4016 N SHERIDAN RD,4024 N SHERIDAN RD,41.955096,-87.65505,google,41.95528543300003,-87.65457236499998,census
46,Sidewalk Menu,4016-4024 N SHERIDAN RD,2018,3766.19,40152,4016 N SHERIDAN RD,4024 N SHERIDAN RD,41.955096,-87.65505,google,41.95528543300003,-87.65457236499998,census
45,Sidewalk Menu,4016-4026 N MONTICELLO AVE,2018,12169.53,39596,4016 N MONTICELLO AVE,4026 N MONTICELLO AVE,41.95456414800003,-87.71906604099996,census,41.95467951900008,-87.71906955799994,census
3,Sidewalk Menu,4030-4036 S WABASH AVE,2016,15052.56,2901,4030 S WABASH AVE,4036 S WABASH AVE,41.821148047000065,-87.62477641399994,census,41.821066794000046,-87.62477436499995,census
28,Miscellaneous CDOT Projects,4041-4042 W LAKE ST,2019,3361.68176470588,24704,4041 W LAKE ST,4042 W LAKE ST,41.88551075100003,-87.72684491999996,census,41.88552414800006,-87.72688592799994,census
22,Sidewalk Menu,4034-4044 W 27TH ST,2020,10918.65,19083,4034 W 27TH ST,4044 W 27TH ST,41.842407198000046,-87.72533055299994,census,41.8426088,-87.7259605,google
14,Miscellaneous-CDOT,4048-52 S. Sacramento,2007,15030,11884,4048 S. Sacramento,4052 S. Sacramento,41.819717,-87.6998793,google,41.8196614,-87.6998773,google
14,Miscellaneous-CDOT,4100-34 W. 47 th St.,2005,12030,11672,4100 W. 47 th St.,4134 W. 47 th St.,41.8080546,-87.7262081,google,41.8080599,-87.7274585,google
38,Street Resurfacing Menu,4110-4138 N MOODY AVE,2018,24081.61,33785,4110 N MOODY AVE,4138 N MOODY AVE,41.95520507300006,-87.78052655599998,census,41.95558472100004,-87.78053865699997,census
45,Sidewalk Menu,4137-4141 N LARAMIE AVE,2018,13911.33,39600,4137 N LARAMIE AVE,4141 N LARAMIE AVE,41.956270190000055,-87.75723547699994,census,41.95637619200005,-87.75723919599994,census
33,Curb & Gutter Menu,4141-4147 N FRANCISCO AVE,2017,10047.51,29193,4141 N FRANCISCO AVE,4147 N FRANCISCO AVE,41.956555654000056,-87.70075377999996,census,41.95665062100005,-87.70075694499997,census
14,Sidewalk Menu,4151-4153 W 47TH ST,2022,12713.08,12970,4151 W 47TH ST,4153 W 47TH ST,41.80781760900004,-87.72765261999996,census,41.807817113000056,-87.72768271199999,census
22,Sidewalk Menu,4217-4223 W 25TH ST,2020,8912.3,19085,4217 W 25TH ST,4223 W 25TH ST,41.84600457400006,-87.72982338399999,census,41.846003272000075,-87.72990245799997,census
3,Miscellaneous CDOT Projects,4215-4229 S STATE ST,2019,19841.84,3016,4215 S STATE ST,4229 S STATE ST,41.817759,-87.625833,google,41.81772544700004,-87.62629481599998,census
3,Miscellaneous CDOT Projects,4215-4229 S STATE ST,2019,350,3015,4215 S STATE ST,4229 S STATE ST,41.817759,-87.625833,google,41.81772544700004,-87.62629481599998,census
44,Curb & Gutter Menu,421-423 W OAKDALE AVE,2020,5188.31,38820,421 W OAKDALE AVE,423 W OAKDALE AVE,41.935580412000036,-87.64025609699996,census,41.93557928200005,-87.64032896399999,census
4,Miscellaneous CDOT Projects,4238-4240 S LANGLEY AVE,2016,254.63,3612,4238 S LANGLEY AVE,4240 S LANGLEY AVE,41.81800056700007,-87.60922091499998,census,41.81797671900006,-87.60922034299995,census
26,Sidewalk Menu,4247-4249 W HIRSCH ST,2020,11285.76,23040,4247 W HIRSCH ST,4249 W HIRSCH ST,41.90619033200005,-87.73319037499994,census,41.90619010900008,-87.73321177199995,census
35,Concrete Alley Menu,4253-4255 N ST LOUIS AVE,2019,3841.765,31118,4253 N ST LOUIS AVE,4255 N ST LOUIS AVE,41.95841942000004,-87.71549427799994,census,41.9591084,-87.7152027,google
22,In-Road State Law Stop For Pedestrians Signs Menu,4258-4259 W 31ST ST,2020,300,19074,4258 W 31ST ST,4259 W 31ST ST,41.83681857100004,-87.73061531899998,census,41.836802556000066,-87.73112432999994,census
22,In-Road State Law Stop For Pedestrians Signs Menu,4258-4259 W 31ST ST,2020,175,19075,4258 W 31ST ST,4259 W 31ST ST,41.83681857100004,-87.73061531899998,census,41.836802556000066,-87.73112432999994,census
22,Alley Resurfacing Menu,4245-4265 W CERMAK RD,2022,33547.955,19180,4245 W CERMAK RD,4265 W CERMAK RD,41.85135845700006,-87.73135168299996,census,41.851355341000044,-87.73166165499998,census
14,Sidewalk Menu,4313-4325 S KEELER AVE,2022,9299.58,12971,4313 S KEELER AVE,4325 S KEELER AVE,41.81479495600007,-87.72871968199996,census,41.814602439000055,-87.72871301199996,census
43,Miscellaneous CDOT Projects,433-435 W ROSLYN PL,2018,616.190476190476,37944,433 W ROSLYN PL,435 W ROSLYN PL,41.92782922600003,-87.64002570299994,census,41.927816316000076,-87.64006557299996,census
22,Alley Resurfacing Menu (1-1),4335-4359 W 31ST ST,2020,21012.36,19056,4335 W 31ST ST,4359 W 31ST ST,41.836776515000054,-87.73330485299994,census,41.83677388000007,-87.73355464499997,census
11,Curb & Gutter Menu,4405-4415 S EMERALD AVE,2021,27553.77,9270,4405 S EMERALD AVE,4415 S EMERALD AVE,41.81432370300007,-87.64445948699995,census,41.814248399000064,-87.64445764999994,census
38,Street Light Upgrade Menu,4414-4418 N MONITOR AVE,2021,500,33879,4414 N MONITOR AVE,4418 N MONITOR AVE,41.961141620000035,-87.77338356299998,census,41.96119013200007,-87.77338521599995,census
46,Sidewalk Menu,4417-4419 N MAGNOLIA AVE,2022,1175.28,40277,4417 N MAGNOLIA AVE,4419 N MAGNOLIA AVE,41.962098394000066,-87.66096738899995,census,41.96212961100008,-87.66096761899996,census
14,Sidewalk Menu,4415-4423 S SAWYER AVE,2021,11059.02,12915,4415 S SAWYER AVE,4423 S SAWYER AVE,41.81279152700006,-87.70536396199998,census,41.81267559300005,-87.70536058599998,census
14,Miscellaneous-CDOT,4403-29-31-35-53 S. Albany,2007,5293,11843,4403 S. Albany,4429 S. Albany,41.813440924000076,-87.70169482599994,census,41.813026646000026,-87.70168111399994,census
14,Sidewalk Menu,4406-4432 S CHRISTIANA AVE,2019,28352.67,12808,4406 S CHRISTIANA AVE,4432 S CHRISTIANA AVE,41.81341413300004,-87.70786816099996,census,41.81315351400008,-87.70785869199995,census
14,Miscellaneous-CDOT,4432-36 S. Albany,2007,2920,11863,4432 S. Albany,4436 S. Albany,41.812962639000034,-87.70169370399998,census,41.812898904000065,-87.70169158699997,census
47,Sidewalk Menu,4405-4437 N ASHLAND AVE,2022,34431.69,41394,4405 N ASHLAND AVE,4437 N ASHLAND AVE,41.961706812000045,-87.66925185399998,census,41.96234460800008,-87.66926969899998,census
22,Sidewalk Menu,4431-4439 S KEATING AVE,2021,6853.44,19147,4431 S KEATING AVE,4439 S KEATING AVE,41.81250337500006,-87.74206110299997,census,41.81237878700006,-87.74205742499998,census
22,Street Resurfacing Menu,4441-4443 S LEAMINGTON AVE,2022,8333.45,19226,4441 S LEAMINGTON AVE,4443 S LEAMINGTON AVE,41.81220366600007,-87.75183342499997,census,41.812172856000075,-87.75183247999996,census
42,Miscellaneous CDOT Projects,400-445 W OHIO ST,2022,100000,37070,400 W OHIO ST,445 W OHIO ST,41.8925532,-87.6389826,google,41.89230510600004,-87.63982358999993,census
14,Sidewalk Menu,4442-4453 S ST LOUIS AVE,2021,5728.9,12916,4442 S ST LOUIS AVE,4453 S ST LOUIS AVE,41.81270722000005,-87.71132269499998,census,41.81254750200003,-87.71130165899996,census
14,Alley Resurfacing Menu,4401-4459 S TROY ST,2017,33785.37,12678,4401 S TROY ST,4459 S TROY ST,41.813452701000074,-87.70291384999996,census,41.812528514000064,-87.70288581999995,census
44,Sidewalk Menu,429-47 W Surf,2012,1478,38382,429 W Surf,447 W Surf,41.93431646000005,-87.64059605199998,census,41.93431330000004,-87.64078093399996,census
4,Street Resurfacing Menu,3941-4500 S DREXEL BLVD,2019,150000,3745,3941 S DREXEL BLVD,4500 S DREXEL BLVD,41.82248956600006,-87.60591899499997,census,41.81305482400006,-87.60445098299994,census
46,Sidewalk Menu,4506-4509 N MAGNOLIA AVE,2022,3535.28,40278,4506 N MAGNOLIA AVE,4509 N MAGNOLIA AVE,41.96376371900004,-87.66099921799997,census,41.96379518400005,-87.66098516099999,census
14,Miscellaneous-CDOT,4504-14-28-32-34-38 S. Karlov,2005,14430,11645,4504 S. Karlov,4514 S. Karlov,41.81129338100004,-87.72616544599998,census,41.81113329400006,-87.72616013399994,census
3,Sidewalk Menu,4500-4526 S PRAIRIE AVE,2017,15674.71,2948,4500 S PRAIRIE AVE,4526 S PRAIRIE AVE,41.81282195400007,-87.61969278999999,census,41.812417958000026,-87.61968072899998,census
3,Miscellaneous Other,4501-33 & 4524-50 S McDowell,2012,14166,2757,4501 S McDowell,4533 S McDowell,41.81188333100005,-87.66073257999994,census,41.811433615000055,-87.66131513599998,census
14,Miscellaneous-CDOT,4532-36 S. Mozart,2007,2152,11867,4532 S. Mozart,4536 S. Mozart,41.81124102200005,-87.69552429999999,census,41.81117756700007,-87.69552241999997,census
31,Pedestrian Refuge Island Menu,4536-4538 W FULLERTON AVE,2019,60000,27631,4536 W FULLERTON AVE,4538 W FULLERTON AVE,41.92433151900008,-87.73992511899996,census,41.92433082200006,-87.73996630899995,census
14,Miscellaneous-CDOT,4540-4546 S. Harding,2005,2459,11658,4540 S. Harding,4546 S. Harding,41.81077295700004,-87.72247267199998,census,41.81067587600006,-87.72246887999995,census
3,Miscellaneous CDOT Projects,4600-4614 S VINCENNES AVE,2020,300,3078,4600 S VINCENNES AVE,4614 S VINCENNES AVE,41.81117343300008,-87.61380911199996,census,41.81083819500003,-87.61382456599995,census
14,Sidewalk Menu,4618-4628 S SAWYER AVE,2019,18691.44,12831,4618 S SAWYER AVE,4628 S SAWYER AVE,41.80950147400006,-87.70524640499997,census,41.809345363000034,-87.70524006799997,census
14,Miscellaneous-CDOT,4614-34 S. Kedvale,2005,2391,11648,4614 S. Kedvale,4634 S. Kedvale,41.80938020900004,-87.72731787099997,census,41.80913965600007,-87.72730853699994,census
24,Street Speed Hump Menu,4603-4635 W GLADYS AVE,2022,4700,21317,4603 W GLADYS AVE,4635 W GLADYS AVE,41.875975433000065,-87.74066277199995,census,41.87596877100003,-87.74127027299994,census
14,Miscellaneous-CDOT,4638-40 S. Komensky,2005,1537,11674,4638 S. Komensky,4640 S. Komensky,41.809132971000054,-87.72485914999999,census,41.809109403000036,-87.72485830199997,census
14,Sidewalk Menu,4638-4650 W 51ST ST,2019,11441.28,12807,4638 W 51ST ST,4650 W 51ST ST,41.800371763000044,-87.73976202899996,census,41.80036948900005,-87.73997050699995,census
46,Sidewalk Menu,4649-4653 N MAGNOLIA AVE,2021,35480.38,40244,4649 N MAGNOLIA AVE,4653 N MAGNOLIA AVE,41.96624815000007,-87.66106466399998,census,41.96631085900003,-87.66106856899995,census
22,Curb & Gutter Menu,4600-4658 S LAMON AVE,2021,83792.04,19140,4600 S LAMON AVE,4658 S LAMON AVE,41.80930744400007,-87.74565314899996,census,41.808609759000035,-87.74563239199995,census
15,Sidewalk Menu,4652-4658 S SACRAMENTO AVE,2021,27521.68,13802,4652 S SACRAMENTO AVE,4658 S SACRAMENTO AVE,41.80855205700004,-87.69910618699998,census,41.80850899500007,-87.69910522999999,census
12,Miscellaneous-CDOT,4646-4658 S Talman,2010,3766,9703,4646 S Talman,4658 S Talman,41.80949620000007,-87.69058036699994,census,41.80935809700003,-87.69057642099995,census
28,Sidewalk Menu,4651-4659 W WEST END AVE,2019,15465.38,24708,4651 W WEST END AVE,4659 W WEST END AVE,41.883161502000064,-87.74207621599999,census,41.883159953000074,-87.74219391299994,census
47,Curb & Gutter Menu,4712-4716 N WOLCOTT AVE,2018,7989.53,41137,4712 N WOLCOTT AVE,4716 N WOLCOTT AVE,41.96730403000004,-87.67616843499997,census,41.967368158000056,-87.67617011899995,census
14,Sidewalk Menu,4715-4717 S AVERS AVE,2021,5804.42,12921,4715 S AVERS AVE,4717 S AVERS AVE,41.80732652200004,-87.71985065699994,census,41.80729902500008,-87.71984988999998,census
14,Sidewalk Menu,4724-4736 S KEELER AVE,2019,16675.73,12828,4724 S KEELER AVE,4736 S KEELER AVE,41.80700506300008,-87.72846082499996,census,41.80685352900008,-87.72845686699998,census
4,Miscellaneous CDOT Projects,4736-4738 S INGLESIDE AVE,2021,150,3778,4736 S INGLESIDE AVE,4738 S INGLESIDE AVE,41.808582184000045,-87.60279170899997,census,41.808559168000045,-87.60279113399997,census
28,Street Resurfacing Menu,4715-4741 W RACE AVE,2018,21900.9,24676,4715 W RACE AVE,4741 W RACE AVE,41.89050525300007,-87.74368038599994,census,41.89049928700007,-87.74422781299995,census
14,Sidewalk Menu,4734-4742 W 51ST ST,2021,6170.57,12924,4734 W 51ST ST,4742 W 51ST ST,41.80034909500006,-87.74179864299998,census,41.800348076000034,-87.74186085099996,census
14,Miscellaneous-CDOT,4743-49 S. Kedvale,2005,2931,11669,4743 S. Kedvale,4749 S. Kedvale,41.80679410700003,-87.72721572699999,census,41.806718345000036,-87.72721346599997,census
14,Sidewalk Menu,4752-4754 S KEELER AVE,2022,4820.18,12973,4752 S KEELER AVE,4754 S KEELER AVE,41.80665148400004,-87.72845158999996,census,41.80662622800003,-87.72845092999995,census
3,Miscellaneous CDOT Projects,4711-4755 S CALUMET AVE,2021,300,3111,4711 S CALUMET AVE,4755 S CALUMET AVE,41.80905959100005,-87.61813666799998,census,41.808372836000046,-87.61811923499994,census
14,Sidewalk Menu,4751-4755 S HAMLIN AVE,2021,3271.43,12925,4751 S HAMLIN AVE,4755 S HAMLIN AVE,41.80698986900006,-87.71864167299998,census,41.806925990000025,-87.71864002899997,census
4,Speed Indicator Signs,4750-4756 S DREXEL BLVD,2022,8333.33333333333,3827,4750 S DREXEL BLVD,4756 S DREXEL BLVD,41.80863607500004,-87.60435770099997,census,41.80854242500004,-87.60435557199997,census
14,Sidewalk Menu,4718-4758 S KOLIN AVE,2021,4722.36,12923,4718 S KOLIN AVE,4758 S KOLIN AVE,41.80703817600005,-87.73213583099994,census,41.806544778000045,-87.73212104799995,census
22,Alley Resurfacing Menu,4734-4758 W 47TH ST,2020,20495.35,19060,4734 W 47TH ST,4758 W 47TH ST,41.807646248000026,-87.74199593999998,census,41.80765053700003,-87.74218343699994,census
3,Miscellaneous CDOT Projects,4747-4759 S CALUMET AVE,2021,300,3113,4747 S CALUMET AVE,4759 S CALUMET AVE,41.80849770300006,-87.61812244799995,census,41.808310403000064,-87.61811762799994,census
14,Sidewalk Menu,4715-4759 S KOLIN AVE,2021,16420.88,12922,4715 S KOLIN AVE,4759 S KOLIN AVE,41.80708776000006,-87.73212260399998,census,41.80654502300007,-87.73210634199995,census
46,Sidewalk Menu,4801-4807 N WINTHROP AVE,2022,4471.02,40281,4801 N WINTHROP AVE,4807 N WINTHROP AVE,41.96925401900006,-87.65761087499999,census,41.96938197900005,-87.65761370899997,census
22,Sidewalk Menu,4810-4812 S LECLAIRE AVE,2022,961.7,19217,4810 S LECLAIRE AVE,4812 S LECLAIRE AVE,41.805397379000055,-87.75043774199997,census,41.805369350000035,-87.75043712599995,census
