ward,type,location,year,est_cost,id,lat,long,query
2,Pole Painting,S JEFFERSON ST & W TAYLOR ST,2009,2500,1582,41.86971988600004,-87.64226997899999,census
7,Miscellaneous-CDOT,S JEFFERY AV & E 96th ST,2010,600,5331,41.720637,-87.5753013,google
34,Street Cul-de-Sac Menu,S JUSTINE ST & W 121st ST (12100 S),2011,27911,29888,41.673905,-87.6600598,google
34,Miscellaneous-CDOT,S JUSTINE ST & W 121st ST,2010,400,29810,41.67391117400007,-87.66005395999997,census
24,Street Light Pole for High Definition Camera Menu,S KARLOV AVE & W POLK ST,2021,6000,21252,41.8709009,-87.727795,google
24,5 POD Camera + 5 LPR Existing Cameras: Various Locations,S KARLOV AVE & W POLK ST,2021,33552.8,21217,41.8709009,-87.727795,google
13,Alley Apron Menu,S KEATING AVE & W 64th ST (6400 S),2011,11371,10739,NA,NA,google
18,Street Traffic Circles Menu,S KEDVALE AV & W 85th ST,2008,15000,15627,41.7384518,-87.7251898,google
23,1 POD Camera + LPR Existing: 59th & Kedzie,S KEDZIE AVE & W 59TH ST,2021,35747,20475,41.7862437,-87.7033395,google
23,1 POD Camera + LPR Existing: 63rd & Kedzie,S KEDZIE AVE & W 63RD ST,2021,35747,20476,41.7789788,-87.7031286,google
24,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S KEDZIE AVE & W OGDEN AVE N,2018,50114,21132,41.8580682,-87.7054228,google
24,Pedestrian Countdown Signal Menu,S KEDZIE AVE & W ROOSEVELT RD,2017,26710,21098,41.8664163,-87.7056596,google
11,POD CAMERAS - 4 LOCATIONS,S KEELEY ST & W 31ST ST,2018,27011,9128,41.83798287600007,-87.65129864599999,census
28,High Definition Camera,S KENTON AVE & W MONROE ST,2014,1800,24499,41.879303298000025,-87.74056828399995,census
4,In-Road State Law Stop for Pedestria,S KENWOOD AV & W 53rd ST,2010,550,3352,41.799504514000034,-87.59256809099998,census
5,In-Road State Law Stop,S KENWOOD AVE & E 55TH ST,2013,950,4213,41.79511479700005,-87.59334794999995,census
5,Floodlight Menu,S KENWOOD AVE & E 68TH ST,2022,1900,4475,41.77145374000003,-87.59192892899995,census
5,Street Resurfacing Menu,S KENWOOD AVE & E 70TH ST,2016,71530.82,4331,41.76782378200005,-87.59227865999998,census
22,Street Resurfacing Menu,S KILBOURN AVE & W 30TH ST,2016,41097.03,18883,41.838585859000034,-87.73656045599995,census
22,Street Resurfacing Menu,S KILBOURN AVE & W 30TH ST,2016,15869.34,18884,41.838585859000034,-87.73656045599995,census
23,Alley Speed Hump Menu,S KILBOURN AVE & W 55TH ST,2020,1750,20434,41.7930933,-87.7354126,google
28,Street Light Pole for High Definition Camera Menu,S KILBOURN AVE & W GLADYS AVE,2022,3500,24795,41.8760162,-87.7377567,google
24,High Definition Camera,S KILDARE AVE & W 18TH ST,2014,22500,21007,41.8569246,-87.7325769,google
5,Viaduct Improvement Menu,S KIMBARK AVE & E 73RD ST,2016,20178,4347,41.7623452,-87.5933047,google
13,In-Road State Law Stop for Pedestrians S,S KOLIN AVE & W 59TH ST,2011,800,10752,41.785843,-87.731515,google
13,Street Traffic Circles Menu,S KOLMAR AV & W 82nd ST,2010,26718,10709,41.743692398000064,-87.73517761499994,census
22,Sidewalk Menu,S KOMENSKY AVE & W 32nd ST (3200 S)Dead End (3225 S),2011,17429,18670,41.8353438,-87.7166221,google
13,Traffic Signals,S KOSTNER AV & W 59th ST,2009,12000,10657,41.7858359,-87.732752,google
13,Traffic Signals,S KOSTNER AV & W 63rd ST,2009,12000,10655,41.778541,-87.7325194,google
13,Traffic Signals,S KOSTNER AV & W 79th ST,2009,12000,10656,41.74932828000004,-87.73162805499999,census
22,Arterial Street Bump Outs Menu,S KOSTNER AVE & W 27TH ST,2022,25000,19194,41.84228817500008,-87.73422490199994,census
24,5 POD Camera + 5 LPR Existing Cameras: Various Locations,S KOSTNER AVE & W FIFTH AVE,2021,33552.8,21217,41.8702986,-87.7351109,google
28,High Definition Camera,S KOSTNER AVE & W MONROE ST,2014,1800,24501,41.8796575,-87.7354286,google
10,Street Resurfacing Menu,S KREITER AVE & E 94TH ST,2021,13639.545,8467,41.7267772,-87.5338165,google
9,Street Traffic Circles Menu,S LA SALLE ST & W 102nd ST,2007,10000,6839,41.708947,-87.6271662,google
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S LA SALLE ST & W 47TH ST,2021,19544.5555555556,3098,41.8091411,-87.6308447,google
42,Pedestrian Countdown,S LA SALLE ST & W HUBBARD ST,2012,12900,36660,41.89000825800008,-87.63246145399995,census
28,Street Bump Outs Menu,S LAFLIN ST & W ADAMS ST,2018,14474.72,24660,41.878941508000025,-87.66434719999995,census
28,Street Bump Outs Menu,S LAFLIN ST & W MONROE ST,2018,14574.72,24659,41.88021179200007,-87.66438337899996,census
2,Pole Painting,S LAFLIN ST & W TAYLOR ST,2008,300,1371,41.8693037,-87.6640761,google
4,Sidewalk Menu,S LAKE PARK AVE & E 47TH ST,2017,35788.58,3671,41.809686889000034,-87.59243141499996,census
4,Street Light Upgrade Menu,S LAKE PARK AVE & E 47TH ST,2017,11355,3673,41.809686889000034,-87.59243141499996,census
4,Viaduct Improvement Menu,S LAKE PARK AVE & E 47TH ST,2018,23069.72,3721,41.809686889000034,-87.59243141499996,census
5,Left-Turn Arrow Menu,S LAKE PARK AVE & E 55TH ST,2017,80304,4350,41.7952312,-87.587464,google
5,Left-Turn Arrow Menu,S LAKE PARK AVE & E 55TH ST,2017,959.95,4351,41.7952312,-87.587464,google
4,Sidewalk Menu,S LAKE PARK AVE & S GREENWOOD AVE,2022,8343.62666666667,3825,41.81755380800007,-87.59932954199996,census
42,Miscellaneous CDOT,S LAKE SHORE DR SB & E MONROE DR,2015,16000,36852,41.8127955,-87.5905131,google
29,Alley Resurfacing Menu,S LAVERGNE AVE & W POLK ST,2021,33450.085,25453,41.8702069,-87.7490379,google
22,Street Resurfacing Menu,S LAWNDALE AVE & W 26TH ST,2018,7959.33,18995,41.8443608,-87.7172388,google
23,1 POD Camera: W. Lawndale Ave & S. 55th St,S LAWNDALE AVE & W 55TH ST,2020,24776,20440,41.7933178,-87.715798,google
25,Sidewalk Menu,S LEAVITT ST & W 18TH PL,2017,38506.92,22079,41.8575972,-87.6809008,google
20,In-Road State Law Stop For Pedestrians Signs Menu,S LOOMIS BLVD & W 52ND ST,2016,600,17348,41.7995519,-87.659879,google
11,Curb & Gutter Menu,S LOOMIS ST & W 31ST ST,2015,5013,8958,41.8379522,-87.6543578,google
2,Miscellaneous-CDOT,S Loomis St & W Van Buren St,2010,30772,1755,41.8764466,-87.661849,google
29,Street Traffic Circle Menu,S LOTUS AVE & W VAN BUREN ST,2017,13369.68,25312,41.87476886500008,-87.76162043399995,census
11,In-Road State Law Stop,S LOWE AVE & W 31ST ST,2013,950,8872,41.8380787,-87.6426246,google
11,Sidewalk Menu,S LOWE AVE & W 35TH ST,2019,1713.915,9188,41.8307967,-87.6424498,google
20,Pedestrian Refuge Island Menu,S LOWE AVE & W 63RD ST,2016,29316.35,17351,41.7798157,-87.6408933,google
20,Pedestrian Refuge Island Menu,S LOWE AVE & W 63RD ST,2017,10149.86,17380,41.7798157,-87.6408933,google
17,Alley Resurface Menu(1),S LOWE AVEDEAD ENDW 73RD ST & W 74TH ST,2011,39284,14999,41.7607427,-87.7025091,google
11,Street Traffic Circle Menu,S LYMAN ST & S BONFIELD ST,2019,19794.9,9209,41.84039480800004,-87.65455475399995,census
18,Street Traffic Circles Menu,S MAPLEWOOD AV & W 82nd ST,2010,6327,15769,41.7445887,-87.6862169,google
28,Curb & Gutter Menu,S MAPLEWOOD AVE & W HARRISON ST,2020,63903.03,24747,41.8738526,-87.6901926,google
28,Sidewalk Menu,S MAPLEWOOD AVE & W LEXINGTON ST,2021,20374.675,24770,41.872031322000055,-87.69016693599997,census
27,1 PTZ - SE S Maplewood Ave & W Wilcox St,S MAPLEWOOD AVE & W WILCOX ST,2022,24776,23948,41.879335457000025,-87.69007447899997,census
12,Viaduct Improvement Menu,S MARSHALL BLVD & W 19TH ST,2018,18000,10161,41.8554927,-87.6992069,google
12,Sidewalk Menu,S MARSHALL BLVD & W 21ST ST,2021,38840.52,10313,41.85370465500006,-87.69914736499999,census
15,Street Traffic Circle Menu,S MARSHFIELD AVE & W 44TH ST,2016,14211.55,13585,41.81404444700007,-87.66633704399999,census
15,Street Traffic Circle Menu,S MARSHFIELD AVE & W 46TH ST,2016,11727.7,13586,41.8104116,-87.6662233,google
34,Street Cul-de-Sac Menu,S MARTIN ST & W 107TH ST,2016,28976.69,30166,41.6994879,-87.6559854,google
34,Street Cul-de-Sac Menu,S MARTIN ST & W 107TH ST,2017,8478.43,30215,41.6994879,-87.6559854,google
34,Street Traffic Circles Menu,S MAY ST & W 102nd ST,2005,10000,29509,41.7086523,-87.6513742,google
23,In-Road State Law Stop,S MAYFIELD AVE & W 55TH ST,2014,550,19891,41.7925907,-87.7696236,google
13,In-Road State Law Stop,S MEADE AVE & W 55TH ST,2013,950,10807,41.7924951,-87.7745059,google
2,Traffic Signals,S MICHIGAN AV & E 30th ST,2009,61000,1731,41.8396114,-87.6252174,google
3,Pavement Markings Menu,S MICHIGAN AVE & E 16TH ST,2016,800,2895,41.8602295,-87.6239796,google
2,Traffic Equipment,S MICHIGAN AVE & E 18TH ST,2014,2800,2192,41.857887,-87.62396,google
3,Pedestrian Refuge Island Menu,S MICHIGAN AVE & E 21ST ST,2019,81625.26,3020,41.8542799,-87.6238574,google
3,Pedestrian Refuge Island Menu,S MICHIGAN AVE & E 21ST ST,2020,45050.12,3080,41.8542799,-87.6238574,google
3,Pedestrian Refuge Island Menu,S MICHIGAN AVE & E 21ST ST,2022,23616.69,3189,41.8542799,-87.6238574,google
3,Pavement Markings Menu,S MICHIGAN AVE & E 31ST ST,2019,1287.21,3019,41.8383529,-87.6232986,google
3,Left-Turn Arrow Menu,S MICHIGAN AVE & E 35TH ST,2018,23310,2973,41.8310445,-87.6232472,google
3,Speed Indicator Signs,S MICHIGAN AVE & E 44TH ST,2019,22000,3038,41.814722,-87.6229636,google
3,Arterial Street Bump Outs Menu,S MICHIGAN AVE & E 46TH ST,2017,27011,2933,41.81110188900004,-87.62288206199997,census
3,Arterial Street Bump Outs Menu,S MICHIGAN AVE & E 46TH ST,2018,20431.68,2970,41.81110188900004,-87.62288206199997,census
3,Street Bump Outs Menu,S MICHIGAN AVE & E 46TH ST,2021,16727.48,3128,41.81110188900004,-87.62288206199997,census
3,Speed Indicator Signs,S MICHIGAN AVE & E 48TH ST,2019,22000,3039,41.80746791100006,-87.62278558499997,census
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S MICHIGAN AVE & E CERMAK RD,2021,19544.5555555556,3098,41.85294891600006,-87.62381065599999,census
3,Street Speed Hump Menu,S MOE DR & S LSD 18TH DR XR,2017,28000,2957,41.8482159,-87.6130939,google
20,Alley Resurfacing Menu,S MORGAN ST & W 54TH ST,2018,37735.58,17416,41.7951192,-87.6500227,google
2,Pole Painting,S MORGAN ST & W ADAMS ST,2007,1900,1173,41.879142502000036,-87.65194986699998,census
2,Pole Painting,S MORGAN ST & W HARRISON ST,2007,1250,1169,41.8744094,-87.6518087,google
2,Pole Painting,S MORGAN ST & W JACKSON BV,2007,2700,1172,41.8778719,-87.6518998,google
2,Pole Painting,S MORGAN ST & W VAN BUREN ST,2007,2000,1171,41.876588,-87.6518616,google
4,In-Road State Law Stop For Pedestrians Sign,s MS COT TAGE GROVE AVE & E 38TH ST,2017,600,3655,41.8260079,-87.607966,google
13,Sidewalk Menu,S MULLIGAN AVE & W 62ND ST,2021,1319.535,11506,41.779533714000024,-87.78010789599995,census
1,In-Road State Law Stop For Pedestrians Sign,s N CAL IFORNIA AVE & W ALTGELD ST,2018,600,806,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W ALTGELD ST,2017,600,732,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W ALTGELD ST,2017,600,742,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W PALMER ST,2017,350,733,41.921686,-87.6973215,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W SHAKESPEARE AVE,2017,600,731,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W SHAKESPEARE AVE,2017,600,744,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Sign,s N DAM EN AVE & W EVERGREEN AVE,2018,350,809,41.9100489,-87.6779633,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W EVERGREEN AVE,2017,600,737,41.9060102,-87.6773251,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W HURON ST,2017,600,736,41.8940899,-87.677008,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W HURON ST,2017,600,743,41.8940899,-87.677008,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W LE MOYNE ST,2017,600,738,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N HOYNE AVE & W DIVISION ST,2017,350,739,41.9031333,-87.6796761,google
1,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N HONORE ST,2018,350,808,41.9089911,-87.6752894,google
35,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N SAWYER AVE,2018,350,31071,41.9302314,-87.7093023,google
35,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N SAWYER AVE,2018,350,31075,41.9302314,-87.7093023,google
35,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N SPAULDING AVE,2018,600,31072,41.9309605,-87.7105468,google
1,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & W MEDILL AVE,2018,350,807,41.9238349,-87.6988688,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N MILWAUKEE AVE & N HONORE ST,2017,600,735,41.9089911,-87.6752894,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s N PAULINA ST & W AUGUSTA BLVD,2017,350,741,41.8996616,-87.6698356,google
13,In-Road State Law Stop,S NARRAGANSETT AVE & W 59TH ST,2013,950,10806,41.7850111,-87.781543,google
13,In-Road State Law Stop,S NASHVILLE AVE & W 63RD ST,2013,550,10808,41.777608188000045,-87.78614978699994,census
23,Curb & Gutter Menu,S NEVA AVE & W 52ND ST,2019,3361.685,20360,41.79759104800007,-87.80042440699998,census
23,Curb & Gutter Menu,S NEW ENGLAND AVE & W 52ND ST,2019,3464.42,20353,41.7976781,-87.7941643,google
23,Street Bump Outs Menu,S NEWLAND AVE & W 51ST ST,2022,6855.56,20598,41.7994486,-87.7954362,google
23,Chicago Park District,S NORDICA AVE & W 51ST PL,2015,195888,20023,41.79875279500004,-87.79790795699995,census
23,Diagonal Parking Menu,S OAK PARK AVE & W ARCHER AVE,2022,20000,20572,41.7922012,-87.7915709,google
4,Street Light Upgrade Menu,S OAKENWALD AVE & E 44TH PL,2016,450,3626,41.81461125100003,-87.59576390199999,census
21,Street Cul-de-Sac Menu,S PARNELL AVE & W 85TH ST,2017,8663.43,18160,41.7396214,-87.6376375,google
21,Sidewalk Menu,S PAULINA ST & W 92ND ST,2017,5820.91,18151,41.7266087,-87.665247,google
9,Street Traffic Circles Menu,S PERRY AV & W 101st ST,2005,10000,6762,41.7107852,-87.6259929,google
7,Street Lighting,S PHILLIPS AVE & E 79th ST (7900 S)Dead End (8124 S),2011,160000,5369,41.7517353,-87.5650194,google
3,Street Resurfacing Menu (1-5),S PLYMOUTH CT & W 14TH ST,2016,33647.59,2906,41.8640844,-87.6284327,google
4,Street Bump Outs Menu,S PLYMOUTH CT & W JACKSON BLVD,2021,9772.56,3790,41.8781859,-87.6287574,google
2,Floodlight Menu,S PLYMOUTH CT & W POLK ST,2014,600,2160,41.87228859500004,-87.62863050099998,census
4,Street Bump Outs Menu,S PLYMOUTH CT & W VAN BUREN ST,2021,16035.36,3791,41.87690744500003,-87.62873903799994,census
9,Street Traffic Circles Menu,S PRAIRIE AV & E 104th ST,2007,12000,6840,41.70543513000007,-87.61737481599994,census
3,Floodlight Menu,S PRAIRIE AVE & E 15TH PL,2013,1200,2810,41.86122988400007,-87.62080779999997,census
4,In-Road State Law Stop For Pedestrians Signs Menu,S PRAIRIE AVE & E 31ST ST,2016,350,3607,41.8383784,-87.6206374,google
4,In-Road State Law Stop For Pedestrians Signs Menu,S PRAIRIE AVE & E 31ST ST,2016,350,3608,41.8383784,-87.6206374,google
4,In-Road State Law Stop For Pedestrians Signs Menu,S PRAIRIE AVE & E 31ST ST,2018,350,3695,41.8383784,-87.6206374,google
3,Alley Resurfacing Menu (1-1),S PRAIRIE AVE & E 35TH ST,2017,1846.755,2925,41.8310556,-87.62054,google
11,POD CAMERAS - 4 LOCATIONS,S PRINCETON AVE & W 28TH PL,2018,27011,9128,41.8425711,-87.6342151,google
11,Alley Apron Menu,S PRINCETON AVE & W 29th ST (2922 S),2011,10808,8760,41.8411216,-87.6341661,google
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S PRINCETON AVE & W 51ST ST,2021,19544.5555555556,3098,41.8017499,-87.6331914,google
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S PRINCETON AVE & W 53RD ST,2021,19544.5555555556,3098,41.7981592,-87.6330901,google
22,Bus Pad,S PULASKI RD & W 26TH ST,2015,34601,18806,41.8442499,-87.7245553,google
22,Bus Pad,S PULASKI RD & W 26TH ST,2016,2600.18,18871,41.8442499,-87.7245553,google
22,Miscellaneous-CDOT,S PULASKI RD & W 27th ST,2009,700,18599,41.8424088,-87.7245007,google
14,Arterial Street Bump Outs Menu,S PULASKI RD & W 42ND ST,2020,60000,12865,41.8163608,-87.7238138,google
13,Traffic Signals,S PULASKI RD & W 57th ST,2009,12000,10648,41.7886589,-87.7230947,google
13,Traffic Signals,S PULASKI RD & W 59th ST,2009,12000,10649,41.7859292,-87.7228942,google
13,Traffic Signals,S PULASKI RD & W 63rd ST,2009,12000,10650,41.7786533,-87.7226788,google
13,Traffic Signals,S PULASKI RD & W 69th ST,2009,12000,10652,41.7677296,-87.7224723,google
13,Traffic Signals,S PULASKI RD & W 71st ST,2009,12000,10653,41.7641221,-87.7224205,google
13,Traffic Signals,S PULASKI RD & W 79th ST,2009,12000,10654,41.7495797,-87.7219181,google
24,Pedestrian Refuge Island,S PULASKI RD & W GRENSHAW ST,2015,15339,21023,41.8670783,-87.7252081,google
24,High Definition Camera Menu,S PULASKI RD & W GRENSHAW ST,2016,27011,21066,41.8670783,-87.7252081,google
13,Traffic Signals,S PULASKI RD & W MARQUETTE RD,2009,12000,10651,41.7713894,-87.7226615,google
28,Miscellaneous CDOT Projects,S PULASKI RD & W VAN BUREN ST,2019,3361.68176470588,24704,41.875273,-87.7254704,google
28,Miscellaneous CDOT Projects,S PULASKI RD & W WILCOX ST,2019,3361.68176470588,24704,41.8788582,-87.7256004,google
2,Pole Painting,S RACINE AV & W CONGRESS PW,2010,3125,1771,41.8815569,-87.6371394,google
2,Pole Painting,S RACINE AV & W HARRISON ST,2007,2940,1167,41.8742345,-87.6569339,google
2,Pole Painting,S RACINE AV & W HARRISON ST,2010,3125,1772,41.8742345,-87.6569339,google
25,Miscellaneous-CDOT,S RACINE AV & W LEXINGTON ST,2010,35000,21693,41.8722416,-87.656867,google
2,Pole Painting,S RACINE AV & W VAN BUREN ST,2007,2800,1176,41.8765114,-87.6570725,google
25,Arterial Street Bump Outs Menu,S RACINE AVE & W 19TH ST,2022,99500,22272,41.8561269,-87.6563728,google
25,Miscellaneous CDOT Projects,S RACINE AVE & W 19TH ST,2022,660,22280,41.8561269,-87.6563728,google
25,Arterial Street Bump Outs Menu,S RACINE AVE & W CULLERTON ST,2022,100000,22273,41.8552101,-87.6563466,google
25,Street Light Piggy Back Only Menu,S RACINE AVE & W MONROE ST,2021,4200,22250,41.8803126,-87.6571096,google
18,Street Traffic Circles Menu,S RICHMOND ST & W 80th ST,2008,15000,15629,41.7480755,-87.6964743,google
5,Street Lighting,S RIDGELAND AVE & S CREGIER AVE,2011,1000,4139,41.7487717,-87.5816306,google
18,Street Traffic Circles Menu,S RIDGEWAY AV & W 77th PL,2008,15000,15626,41.7521739,-87.7162969,google
22,Alley Resurfacing Menu,S RIDGEWAY AVE & W 23RD ST,2017,25418.15,18906,41.8497781,-87.7186005,google
23,Street Traffic Circle,S RIDGEWAY AVE & W 52ND ST,2014,3217,19943,41.79880505400007,-87.71718861899996,census
13,Miscellaneous-CDOT,S RUTHERFORD AVE & W 59th ST (5900 S)Dead End (5916 S),2011,959,10755,41.7854597,-87.7695343,google
10,In-Road State Law Stop For Pedestrians Sign Menu,s S AVENUE D & E 110TH ST,2019,350,8318,41.6954241,-87.528222,google
15,Floodlight Menu,S SACRAMENTO AVE & W POPE JOHN PAUL II DR,2017,900,13605,41.815476,-87.6993397,google
34,Guardrail Menu,S SANGAMON ST & W 108th ST (10800 S),2011,1697,29873,41.6972116,-87.6864782,google
11,High Definition Camera Menu,S SHIELDS AVE & W 33RD ST,2016,27011,9033,41.834545872000035,-87.63523115599997,census
7,Miscellaneous-CDOT,S SHORE DR & E 81st ST,2010,500,5329,41.7483245,-87.5479907,google
5,Miscellaneous Other,S SOUTH CHICAGO AVE & E 75TH ST,2014,48972,4246,41.7587385,-87.5956059,google
5,Miscellaneous Other,S SOUTH CHICAGO AVE & S INGLESIDE AVE,2014,43451,4248,41.763546622000035,-87.60232837799998,census
5,Miscellaneous CDOT,S SOUTH CHICAGO AVE & S INGLESIDE AVE,2015,7849,4285,41.763546622000035,-87.60232837799998,census
5,Pedestrian Countdown Signal Menu,S SOUTH SHORE DR & E 67TH ST,2016,6100,4321,41.773560161000034,-87.56680865299995,census
24,Street Traffic Circle Menu,S SPAULDING AVE & W 13TH ST,2022,12635.03,21332,41.8645383,-87.7080423,google
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2017,5240.535,15176,41.7643399,-87.705241,google
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2018,8613.26,15221,41.7643399,-87.705241,google
3,Miscellaneous Other,S ST LAWRENCE AVE & E 47TH ST,2015,2300,2859,41.8094492,-87.6114582,google
12,Street Traffic Circle Menu,S ST LOUIS AVE & W 38TH ST,2016,3008.47,9999,41.8242878,-87.7117859,google
24,Street Light Pole for High Definition Camera Menu,S ST LOUIS AVE & W LEXINGTON ST,2018,6000,21140,41.8717825,-87.7131419,google
28,Alley Apron Menu,S ST LOUIS AVE & W VAN BUREN ST,2020,28334.61,24736,41.8754304,-87.7129539,google
3,Pedestrian Refuge Island Menu,S STATE ST & E 13TH ST,2016,10057,2896,41.8657458,-87.6273268,google
3,Pedestrian Refuge Island Menu,S STATE ST & E 13TH ST,2017,11166.57,2941,41.8657458,-87.6273268,google
3,Speed Indicator Signs,S STATE ST & E 18TH ST,2022,5500,3196,41.8578197,-87.6272821,google
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & E 31ST ST,2021,19544.5555555556,3098,41.8382962,-87.6265929,google
3,Miscellaneous CDOT Projects,S STATE ST & E 43RD ST,2021,2500,3121,41.8164929,-87.6262091,google
3,Sidewalk Menu,S STATE ST & E 54TH ST,2018,4320.48,2983,41.7964703,-87.6258055,google
6,Miscellaneous CDOT Projects,S STATE ST & E 83RD ST,2022,5200,5038,41.7436581,-87.6243226,google
6,Miscellaneous CDOT Projects,S STATE ST & E 87TH ST,2022,5200,5038,41.7363139,-87.6241788,google
2,Traffic Signals,S STATE ST & E 8th ST,2008,8800,1558,41.8718153,-87.6276003,google
3,In-Road State Law Stop,S STATE ST & W 23RD ST,2012,550,2756,41.8510813,-87.6270491,google
2,Traffic Signals,S STATE ST & W HARRISON ST,2006,40000,1110,41.8745746,-87.6275957,google
2,Miscellaneous Other,S STATE ST & W MADISON ST,2013,2800,2043,41.8820487,-87.6278269,google
2,Traffic Signals,S STATE ST & W POLK ST,2008,8800,1557,41.8723046,-87.627469,google
42,Left-Turn Arrow Menu,S STATE ST & W RANDOLPH L ST,2012,5050,36657,41.8844882,-87.627896,google
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & W ROOSEVELT RD,2021,19544.5555555556,3098,41.8674669,-87.627495,google
11,Viaduct Improvement Menu,S STEWART AVE & W 35TH ST,2017,15688.66,9099,41.830417,-87.6728404,google
11,Viaduct Improvement Menu,S STEWART AVE & W 38TH ST,2017,52500,9102,41.8249148,-87.6751219,google
5,In-Road State Law Stop for Pedestria,S STONY ISLAND AV & E 62nd ST,2008,800,4032,41.782910419000075,-87.58651816099996,census
5,In-Road State Law Stop,S STONY ISLAND AVE & E 62ND ST,2014,950,4241,41.782910419000075,-87.58651816099996,census
5,In-Road State Law Stop,S STONY ISLAND AVE & E 62ND ST,2015,600,4315,41.782910419000075,-87.58651816099996,census
8,3 LPR on POD Cameras: 95th & S Stony Island; 92nd & S Constance; 93rd & S Dobson,S STONY ISLAND AVE & E 95TH ST,2021,10971,6516,41.72234277600006,-87.58512325999999,census
8,3 POD Cameras: 93rd & S Dobson; 95th & South Stony Island; 92nd & S Constance,S STONY ISLAND AVE & E 95TH ST,2021,24776,6517,41.72234277600006,-87.58512325999999,census
11,Concrete Alley Menu,S THROOP ST & S HILLOCK AVE,2021,33500,9265,41.84554428400003,-87.65588131699997,census
2,Pole Painting,S THROOP ST & S LOOMIS ST,2010,200,1774,41.8569989,-87.6588529,google
11,2 POD CAMERAS,S THROOP ST & S LYMAN ST,2019,24776,9184,41.8414556,-87.6523728,google
34,Street Cul-de-Sac Menu,S THROOP ST & W 105TH PL,2016,30807.94,30167,41.701773013000036,-87.65482408699995,census
34,Street Cul-de-Sac Menu,S THROOP ST & W 105TH PL,2017,8478.43,30214,41.701773013000036,-87.65482408699995,census
34,Street Cul-de-Sac Menu,S THROOP ST & W 106TH PL,2016,31497.33,30168,41.7013471,-87.6548352,google
34,Street Cul-de-Sac Menu,S THROOP ST & W 106TH PL,2017,8478.43,30213,41.7013471,-87.6548352,google
10,1 LPR w/o Camera NW Corner 130th and Torrence,S TORRENCE AVE & E 130TH ST,2022,27410,8482,41.6591616,-87.5786743,google
9,Pavement Markings,S UNION AVE & W 127TH ST,2015,700,7075,41.6632761,-87.6390252,google
11,2 POD Cameras & 2 LPR on Existing Cameras: 18th & Union; Canalport & Emerald,S UNION AVE & W 18TH ST,2021,35747,9255,41.8575749,-87.6447921,google
34,Pavement Markings,S UNION AVE & W 98TH PL,2015,1100,30120,41.7151845,-87.6406281,google
5,In-Road State Law Stop,S UNIVERSITY AVE & E 55TH ST,2013,550,4209,41.7950436,-87.5980971,google
3,Street Resurface Menu(1-5),S VERNON AVE & E 43rd ST (4300 S)Dead End (4319 S),2011,19289,2746,41.8166447,-87.6152702,google
4,Pavement Markings Menu,S VINCENNES AV & E 37th ST,2010,400,3355,41.827539209000065,-87.61162637699994,census
4,2 POD CAMERAS - 53rd/Blackstone & 37th/Vincennes,S VINCENNES AVE & E 37TH ST,2018,27011,3698,41.827539209000065,-87.61162637699994,census
17,In-Road State Law Stop,S VINCENNES AVE & W 80TH ST,2015,600,15125,41.74895443100007,-87.63469249099995,census
21,Viaduct Improvement Menu,S VINCENNES AVE & W 87TH ST,2016,39437.8,18139,41.73605461200003,-87.64516831699996,census
21,Viaduct Improvement Menu,S VINCENNES AVE & W 87TH ST,2017,5562.2,18187,41.73605461200003,-87.64516831699996,census
