ward,type,location,year,est_cost,id,from_intersection,to_intersection,lat_1,lon_1,query_1,lat_2,lon_2,query_2
13,Street Lighting,S KILDARE AV-- W 55 ST (5500 S) -to- W 57 ST (5700 S),2009,130000,10640,S KILDARE AV AND W 55th ST,S KILDARE AV AND W 57th ST,41.793137013000035,-87.73051052599999,census,41.78950303400006,-87.73040198899997,census
13,Street Lighting,S KILDARE AV-- W 57 ST (5700 S) -to- W 59 ST (5900 S),2008,130000,10603,S KILDARE AV AND W 57th ST,S KILDARE AV AND W 59th ST,41.78950303400006,-87.73040198899997,census,41.785865036000075,-87.73029747199996,census
13,Street Resurface Menu,S KILDARE AV-- W 58 ST (5800 S) -to- W 59 ST (5900 S),2006,26802,10443,S KILDARE AV AND W 58th ST,S KILDARE AV AND W 59th ST,41.787686045000044,-87.73034972999994,census,41.785865036000075,-87.73029747199996,census
13,Street Speed Hump Menu,S KILDARE AV-- W 58 ST (5800 S) -to- W 59 ST (5900 S) 2,2008,3500,10596,S KILDARE AV AND W 58th ST,S KILDARE AV AND W 59th ST,41.787686045000044,-87.73034972999994,census,41.785865036000075,-87.73029747199996,census
13,Street Lighting,S KILDARE AV-- W 59 ST (5900 S) -to- W 63 ST (6300 S),2009,260000,10639,S KILDARE AV AND W 59th ST,S KILDARE AV AND W 63rd ST,41.785865036000075,-87.73029747199996,census,41.7785647,-87.7300757,google
13,Curb/Gutter Menu,S KILDARE AV-- W 63 ST (6300 S) -to- W 64 ST (6400 S),2007,16135,10527,S KILDARE AV AND W 63rd ST,S KILDARE AV AND W 64th ST,41.7785647,-87.7300757,google,41.77675195200004,-87.73003617899997,census
13,Street Speed Hump Menu,S KILDARE AV-- W 64 ST (6400 S) -to- W 65 ST (6500 S) 2,2008,3500,10595,S KILDARE AV AND W 64th ST,S KILDARE AV AND W 65th ST,41.77675195200004,-87.73003617899997,census,41.77493094300007,-87.72998392099998,census
13,Street Speed Hump Menu,S KILDARE AV-- W 68 ST (6800 S) -to- W 69 ST (6900 S) 2,2010,3500,10694,S KILDARE AV AND W 68th ST,S KILDARE AV AND W 69th ST,41.76946389600005,-87.72983920499996,census,41.767658967000045,-87.72979498599994,census
13,Street Speed Hump Menu,S KILDARE AV-- W 81 ST (8080 S) -to- W 82 PL (8238 S) 3,2007,4950,10544,S KILDARE AV AND W 81st ST,S KILDARE AV AND W 82nd PL,41.7457882,-87.7278716,google,41.74275978400004,-87.73065524199995,census
24,Sidewalk Menu,S KILDARE AV-- W LEXINGTON ST (728 S) -to- W FLOURNOY ST (645 S),2006,15179,20688,S KILDARE AV AND W LEXINGTON ST,S KILDARE AV AND W FLOURNOY ST,41.87158913400003,-87.73270538399998,census,41.872469489000025,-87.73273352399997,census
13,Street Lighting,S KILDARE AV-- W 65 ST (6500 S) -to- W MARQUETTE RD (6700 S),2006,100000,10493,S KILDARE AV AND W 65th ST,S KILDARE AV AND W MARQUETTE RD,41.77493094300007,-87.72998392099998,census,41.77128892500008,-87.72988744299994,census
13,Street Speed Hump Menu,S KILDARE AV-- W 65 ST (6500 S) -to- W MARQUETTE RD (6700 S) 4,2009,7000,10629,S KILDARE AV AND W 65th ST,S KILDARE AV AND W MARQUETTE RD,41.77493094300007,-87.72998392099998,census,41.77128892500008,-87.72988744299994,census
22,Street Speed Hump Menu,S KILDARE AV-- W CERMAK RD (2200 S) -to- W OGDEN AV (2340 S) 3,2009,5550,18604,S KILDARE AV AND W CERMAK RD,S KILDARE AV AND W OGDEN AV,41.851562055000045,-87.73212652099994,census,41.84882049200007,-87.73117380699995,census
22,Street Lighting,S KILDARE AV-- W CERMAK RD (2200 S) -to- W OGDEN AV (2340 S),2010,90000,18652,S KILDARE AV AND W CERMAK RD,S KILDARE AV AND W OGDEN AV,41.851562055000045,-87.73212652099994,census,41.84882049200007,-87.73117380699995,census
24,Street Speed Hump Menu,S KILDARE AV-- W GLADYS AV (340 S) -to- W VAN BUREN ST (420 S) 2,2006,5000,20711,S KILDARE AV AND W GLADYS AV,S KILDARE AV AND W VAN BUREN ST,41.87608738800003,-87.73286617999997,census,41.875178894000044,-87.73283402099997,census
23,Street Resurface Menu,S KILPATRICK AV-- W 53 ST (5300 S) -to- Dead End (5320 S),2010,10552,19583,S KILPATRICK AV AND W 53rd ST,S KILPATRICK AV AND Dead End,41.7967109,-87.7404128,google,41.7748629,-87.7397502,google
23,Street Resurface Menu,S KILPATRICK AV-- W 51 ST (5100 S) -to- S ARCHER AV (5147 S),2010,1450,19579,S KILPATRICK AV AND W 51st ST,S KILPATRICK AV AND S ARCHER AV,41.80035673000003,-87.74051200599996,census,41.7991012,-87.7404943,google
13,Street Speed Hump Menu,S KILPATRICK AV-- W 79 ST (7900 S) -to- S SCOTTSDALE AV (8033 S) 1,2010,1750,10696,S KILPATRICK AV AND W 79th ST,S KILPATRICK AV AND S SCOTTSDALE AV,41.74922376300003,-87.73714333999999,census,41.746622896000076,-87.73820458999995,census
23,Street Resurface Menu,S KILPATRICK AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S),2010,1581,19582,S KILPATRICK AV AND W 44th ST,S KILPATRICK AV AND W 45th ST,41.81313595200004,-87.74086173599994,census,41.81130690300006,-87.74080947699997,census
23,Street Resurface Menu,S KILPATRICK AV-- W 45 ST (4500 S) -to- W 46 ST (4600 S),2010,1208,19581,S KILPATRICK AV AND W 45th ST,S KILPATRICK AV AND W 46th ST,41.81130690300006,-87.74080947699997,census,41.809485894000034,-87.74075721899999,census
23,Street Resurface Menu,S KILPATRICK AV-- W 46 ST (4600 S) -to- W 47 ST (4700 S),2010,893,19580,S KILPATRICK AV AND W 46th ST,S KILPATRICK AV AND W 47th ST,41.809485894000034,-87.74075721899999,census,41.8076636,-87.7407067,google
23,Street Resurface Menu,S KILPATRICK AV-- W 47 ST (4700 S) -to- W 48 ST (4800 S),2010,8386,19575,S KILPATRICK AV AND W 47th ST,S KILPATRICK AV AND W 48th ST,41.8076636,-87.7407067,google,41.80583181700007,-87.74066074099994,census
23,Street Resurface Menu,S KILPATRICK AV-- W 48 ST (4800 S) -to- W 49 ST (4900 S),2010,3366,19576,S KILPATRICK AV AND W 48th ST,S KILPATRICK AV AND W 49th ST,41.80583181700007,-87.74066074099994,census,41.80400678800004,-87.74060848299996,census
23,Street Speed Hump Menu,S KILPATRICK AV-- W 49 ST (4900 S) -to- W 50 ST (5000 S) 2,2007,3300,19377,S KILPATRICK AV AND W 49th ST,S KILPATRICK AV AND W 50th ST,41.80400678800004,-87.74060848299996,census,41.802181759000064,-87.74056024399994,census
23,Street Resurface Menu,S KILPATRICK AV-- W 49 ST (4900 S) -to- W 50 ST (5000 S),2010,6991,19577,S KILPATRICK AV AND W 49th ST,S KILPATRICK AV AND W 50th ST,41.80400678800004,-87.74060848299996,census,41.802181759000064,-87.74056024399994,census
23,Street Resurface Menu,S KILPATRICK AV-- W 50 ST (5000 S) -to- W 51 ST (5100 S),2010,15466,19578,S KILPATRICK AV AND W 50th ST,S KILPATRICK AV AND W 51st ST,41.802181759000064,-87.74056024399994,census,41.80035673000003,-87.74051200599996,census
23,Street Speed Hump Menu,S KILPATRICK AV-- S ARCHER AV (5147 S) -to- W 53 ST (5300 S) 2,2007,3300,19376,S KILPATRICK AV AND S ARCHER AV,S KILPATRICK AV AND W 53rd ST,41.7991012,-87.7404943,google,41.7967109,-87.7404128,google
13,Street Speed Hump Menu,S KILPATRICK AV-- W 82 ST (8200 S) -to- W 83 ST (8300 S) 2,2005,5000,10408,S KILPATRICK AV AND W 82nd ST,S KILPATRICK AV AND W 83rd ST,41.743459245000054,-87.73846186299994,census,41.74199600600008,-87.73840960499996,census
18,Curb/Gutter Menu,S KILPATRICK AV-- W 86 ST (8600 S) -to- W 87 ST (8700 S),2005,56643,15405,S KILPATRICK AV AND W 86th ST,S KILPATRICK AV AND W 87th ST,41.736400323000055,-87.73848196199998,census,41.7346355,-87.7384038,google
24,Street Resurface Menu,S KILPATRICK AV-- W JACKSON BV (300 S) -to- W CONGRESS PW (500 S),2007,58852,20741,S KILPATRICK AV AND W JACKSON BV,S KILPATRICK AV AND W CONGRESS PW,41.876879306000035,-87.74269480399994,census,41.87414176300007,-87.74259832699994,census
24,Street Resurface Menu,S KILPATRICK AV-- W CONGRESS PW (500 S) -to- W HARRISON ST (600 S),2008,11757,20793,S KILPATRICK AV AND W CONGRESS PW,S KILPATRICK AV AND W HARRISON ST,41.87414176300007,-87.74259832699994,census,41.87320512900004,-87.74256214799999,census
13,Street Speed Hump Menu,S KILPATRICK AV-- W 66 ST (6600 S) -to- W MARQUETTE RD (6700 S) 2,2010,3500,10695,S KILPATRICK AV AND W 66th ST,S KILPATRICK AV AND W MARQUETTE RD,41.77300139700003,-87.73968390899995,census,41.771168328000044,-87.73963566999998,census
4,Curb/Gutter Menu,S KIMBARK AV-- E 48 ST (4800 S) -to- E 49 ST (4900 S),2007,5693,3268,S KIMBARK AV AND E 48th ST,S KIMBARK AV AND E 49th ST,41.80784578000004,-87.59517699799994,census,41.80602075200005,-87.59515287899995,census
4,Sidewalk Menu,S KIMBARK AV-- E 53 ST (5242 S) -to- E 54 ST (5361 S),2008,10508,3313,S KIMBARK AV AND E 53rd ST,S KIMBARK AV AND E 54th ST,41.79947637500004,-87.59502424299995,census,41.79800911600006,-87.59498806399995,census
5,Sidewalk Menu,S KIMBARK AV-- E 57 ST (5700 S) -to- E 58 ST (5800 S),2007,1673,3980,S KIMBARK AV AND E 57th ST,S KIMBARK AV AND E 58th ST,41.79146473900005,-87.59483530799997,census,41.78964373000008,-87.59479108899995,census
20,Curb/Gutter Menu,S KIMBARK AV-- E 64 ST (6400 S) -to- E 65 ST (6500 S),2005,41190,16885,S KIMBARK AV AND E 64th ST,S KIMBARK AV AND E 65th ST,41.77872973600006,-87.59460617399998,census,41.77689666800006,-87.59456597499997,census
5,Street Lighting,S KIMBARK AV-- E MARQUETTE RD (6600 S) -to- E 67 ST (6700 S),2005,2000,3875,S KIMBARK AV AND E MARQUETTE RD,S KIMBARK AV AND E 67th ST,41.775067619000026,-87.59452577699994,census,41.77325465000007,-87.59449763699996,census
5,Street Speed Hump Menu,S KIMBARK AV-- E 69 ST (6900 S) -to- E 70 ST (7000 S) 2,2006,3500,3936,S KIMBARK AV AND E 69th ST,S KIMBARK AV AND E 70th ST,41.76989402400005,-87.59403534999996,census,41.76781574200004,-87.59402329099998,census
5,Street Speed Hump Menu,S KIMBARK AV-- E 69 ST (6900 S) -to- E 70 ST (7000 S) 2,2006,5000,3937,S KIMBARK AV AND E 69th ST,S KIMBARK AV AND E 70th ST,41.76989402400005,-87.59403534999996,census,41.76781574200004,-87.59402329099998,census
5,Street Speed Hump Menu,S KIMBARK AV-- E 70 ST (7000 S) -to- E 71 ST (7100 S) 2,2006,5000,3938,S KIMBARK AV AND E 70th ST,S KIMBARK AV AND E 71st ST,41.76781574200004,-87.59402329099998,census,41.766002773000025,-87.59432880199995,census
5,Sidewalk Menu,S KIMBARK AV-- E 73 ST (7300 S) -to- E 74 ST (7400 S),2006,58134,3914,S KIMBARK AV AND E 73rd ST,S KIMBARK AV AND E 74th ST,41.7623452,-87.5933047,google,41.76053170600005,-87.59327559199994,census
5,Street Speed Hump Menu,S KIMBARK AV-- E 74 ST (7400 S) -to- E 75 ST (7500 S) 2,2009,3500,4109,S KIMBARK AV AND E 74th ST,S KIMBARK AV AND E 75th ST,41.7605175,-87.5932705,google,41.75870265800006,-87.59322735299997,census
5,Street Lighting,S KIMBARK AV-- E 75 ST (7500 S) -to- E 75 ST (7500 S),2005,2000,3874,S KIMBARK AV AND E 75th ST,S KIMBARK AV AND E 75th ST,41.75870265800006,-87.59322735299997,census,41.75870265800006,-87.59322735299997,census
8,Street Lighting,S KIMBARK AV-- Dead End (7764 S) -to- E 78 ST (7800 S),2010,32500,6138,S KIMBARK AV AND Dead End,S KIMBARK AV AND E 78th ST,41.7668927,-87.5941987,google,41.753235611000036,-87.59309469699997,census
8,Street Speed Hump Menu,S KIMBARK AV-- E 79 ST (7900 S) -to- E 80 ST (8000 S) 2,2006,5000,5944,S KIMBARK AV AND E 79th ST,S KIMBARK AV AND E 80th ST,41.75141460200007,-87.59305047799995,census,41.74959359300004,-87.59300625899994,census
8,Sidewalk Menu,S KIMBARK AV-- E 80 ST (8000 S) -to- E 81 ST (8100 S),2009,52792,6087,S KIMBARK AV AND E 80th ST,S KIMBARK AV AND E 81st ST,41.74959359300004,-87.59300625899994,census,41.74776454400006,-87.59296605999998,census
8,Sidewalk Menu,S KIMBARK AV-- S KENWOOD AV (8414 S) -to- E 83 ST (8300 S),2009,33441,6086,S KIMBARK AV AND S KENWOOD AV,S KIMBARK AV AND E 83rd ST,41.738765,-87.5914102,google,41.74411850600006,-87.59287762299994,census
8,Sidewalk Menu,S KIMBARK AV-- S KENWOOD AV (8414 S) -to- E 83 ST (8300 S),2010,26220,6120,S KIMBARK AV AND S KENWOOD AV,S KIMBARK AV AND E 83rd ST,41.738765,-87.5914102,google,41.74411850600006,-87.59287762299994,census
8,Sidewalk Menu,S KIMBARK AV-- S KENWOOD AV (8414 S) -to- E 83 ST (8300 S),2010,36112,6122,S KIMBARK AV AND S KENWOOD AV,S KIMBARK AV AND E 83rd ST,41.738765,-87.5914102,google,41.74411850600006,-87.59287762299994,census
8,Sidewalk Menu,S KIMBARK AV-- S KENWOOD AV (8414 S) -to- E 85 ST (8500 S),2010,41466,6121,S KIMBARK AV AND S KENWOOD AV,S KIMBARK AV AND E 85th ST,41.738765,-87.5914102,google,41.740621204000036,-87.59169175599999,census
8,Curb/Gutter Menu,S KIMBARK AV-- S KENWOOD AV (8650 S) -to- E 87 ST (8700 S),2005,65502,5823,S KIMBARK AV AND S KENWOOD AV,S KIMBARK AV AND E 87th ST,41.738765,-87.5914102,google,41.736826,-87.5924269,google
8,Street Resurface Menu,S KIMBARK AV-- E 93 ST (9300 S) -to- E 94 ST (9400 S),2008,41533,6034,S KIMBARK AV AND E 93rd ST,S KIMBARK AV AND E 94th ST,41.72588429700005,-87.59245553499994,census,41.72408740800006,-87.59241533599999,census
8,Street Speed Hump Menu,S KIMBARK AV-- E 93 ST (9300 S) -to- E 94 ST (9400 S) 2,2009,3500,6103,S KIMBARK AV AND E 93rd ST,S KIMBARK AV AND E 94th ST,41.72588429700005,-87.59245553499994,census,41.72408740800006,-87.59241533599999,census
7,Sidewalk Menu - Change Order,S KINGSTON AV-- E 74 PL (7432 S) -to- E 74 ST (7400 S),2010,576,5343,S KINGSTON AV AND E 74th PL,S KINGSTON AV AND E 74th ST,41.75988450400007,-87.56315859599994,census,41.76084525700003,-87.56323095399995,census
7,Curb/Gutter Menu,S KINGSTON AV-- E 74 ST (7400 S) -to- E 75 ST (7500 S),2006,67898,5135,S KINGSTON AV AND E 74th ST,S KINGSTON AV AND E 75th ST,41.76084525700003,-87.56323095399995,census,41.75903630800008,-87.56273248799994,census
7,Street Resurface Menu,S KINGSTON AV-- E 74 ST (7400 S) -to- E 75 ST (7500 S),2006,23617,5147,S KINGSTON AV AND E 74th ST,S KINGSTON AV AND E 75th ST,41.76084525700003,-87.56323095399995,census,41.75903630800008,-87.56273248799994,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 75 ST (7500 S) -to- E 76 ST (7600 S) 2,2007,3300,5199,S KINGSTON AV AND E 75th ST,S KINGSTON AV AND E 76th ST,41.75903630800008,-87.56273248799994,census,41.75721931900006,-87.56269630899999,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 76 ST (7600 S) -to- E 78 ST (7800 S) 4,2008,7000,5266,S KINGSTON AV AND E 76th ST,S KINGSTON AV AND E 78th ST,41.75721931900006,-87.56269630899999,census,41.753597401000036,-87.56263198999994,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 79 ST (7900 S) -to- E 79 ST (7900 S) 2,2007,3300,5200,S KINGSTON AV AND E 79th ST,S KINGSTON AV AND E 79th ST,41.75178041200007,-87.56259581099994,census,41.75178041200007,-87.56259581099994,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 79 ST (7900 S) -to- E 81 ST (8100 S) 2,2007,3500,5195,S KINGSTON AV AND E 79th ST,S KINGSTON AV AND E 81st ST,41.75178041200007,-87.56259581099994,census,41.748146433000045,-87.56253149299994,census
7,Street Lighting,S KINGSTON AV-- E 81 ST (8100 S) -to- E 83 ST (8300 S),2009,135000,5318,S KINGSTON AV AND E 81st ST,S KINGSTON AV AND E 83rd ST,41.748146433000045,-87.56253149299994,census,41.74450843500006,-87.56247521499995,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 83 ST (8300 S) -to- E 84 ST (8400 S) 2,2007,3300,5198,S KINGSTON AV AND E 83rd ST,S KINGSTON AV AND E 84th ST,41.74450843500006,-87.56247521499995,census,41.74269546600004,-87.56244707599996,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 84 ST (8400 S) -to- E 85 ST (8500 S) 2,2007,3300,5197,S KINGSTON AV AND E 84th ST,S KINGSTON AV AND E 85th ST,41.74269546600004,-87.56244707599996,census,41.74087847700008,-87.56241491599997,census
7,Pole Painting,S KINGSTON AV-- E 85 ST (8500 S) -to- E 86 ST (8600 S),2008,800,5277,S KINGSTON AV AND E 85th ST,S KINGSTON AV AND E 86th ST,41.74087847700008,-87.56241491599997,census,41.73906148800006,-87.56239079699998,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 85 ST (8500 S) -to- E 87 ST (8700 S) 4,2007,6600,5201,S KINGSTON AV AND E 85th ST,S KINGSTON AV AND E 87th ST,41.74087847700008,-87.56241491599997,census,41.73724449900004,-87.56239481699998,census
7,Street Speed Hump Menu,S KINGSTON AV-- E 87 ST (8700 S) -to- E 88 ST (8800 S) 2,2007,3300,5196,S KINGSTON AV AND E 87th ST,S KINGSTON AV AND E 88th ST,41.73724449900004,-87.56239481699998,census,41.73536721100004,-87.56237873699996,census
7,Sidewalk Menu,S KINGSTON AV-- E 93 ST (9300 S) -to- E 94 ST (9400 S),2005,43467,5112,S KINGSTON AV AND E 93rd ST,S KINGSTON AV AND E 94th ST,41.72628628600006,-87.56204910699995,census,41.72447733700005,-87.56198880799997,census
22,Street Resurface Menu,S KIRKLAND AV-- W OGDEN AV (2377 S) -to- Dead End (2390 S),2010,36396,18617,S KIRKLAND AV AND W OGDEN AV,S KIRKLAND AV AND Dead End,41.84805671400005,-87.73331238699996,census,NA,NA,google
22,Street Lighting,S KIRKLAND AV-- W CERMAK RD (2200 S) -to- W OGDEN AV (2377 S),2010,130000,18654,S KIRKLAND AV AND W CERMAK RD,S KIRKLAND AV AND W OGDEN AV,41.85133292200004,-87.73340886499994,census,41.84805671400005,-87.73331238699996,census
23,Street Resurface Menu,S KNOX AV-- W 51 ST (5100 S) -to- S ARCHER AV (5142 S),2010,5781,19584,S KNOX AV AND W 51st ST,S KNOX AV AND S ARCHER AV,41.8003685,-87.7392854,google,41.799267341000075,-87.73925378099995,census
23,Street Speed Hump Menu,S KNOX AV-- W 45 ST (4500 S) -to- W 46 ST (4600 S) 2,2007,3300,19378,S KNOX AV AND W 45th ST,S KNOX AV AND W 46th ST,41.811322983000025,-87.73959547099997,census,41.8095097,-87.7395403,google
23,Street Resurface Menu,S KNOX AV-- W 47 ST (4700 S) -to- W 48 ST (4800 S),2010,3087,19586,S KNOX AV AND W 47th ST,S KNOX AV AND W 48th ST,41.8076794,-87.7395161,google,41.8058503,-87.7394406,google
23,Street Resurface Menu,S KNOX AV-- W 48 ST (4800 S) -to- W 49 ST (4900 S),2010,2771,19585,S KNOX AV AND W 48th ST,S KNOX AV AND W 49th ST,41.805847896000046,-87.73943467599997,census,41.80402286800006,-87.73938643699995,census
23,Street Resurface Menu,S KNOX AV-- W 50 ST (5000 S) -to- W 53 ST (5300 S),2009,58178,19536,S KNOX AV AND W 50th ST,S KNOX AV AND W 53rd ST,41.8021868,-87.7393388,google,41.796718732000045,-87.73918946299995,census
13,Street Speed Hump Menu,S KNOX AV-- W 66 ST (6600 S) -to- W MARQUETTE RD (6700 S) 2,2010,3500,10697,S KNOX AV AND W 66th ST,S KNOX AV AND W MARQUETTE RD,41.7730152,-87.7384656,google,41.77118440800007,-87.73841764399998,census
24,Street Lighting,S KOLIN AV-- W ROOSEVELT RD (1200 S) -to- W 14 ST (1400 S),2009,130000,20826,S KOLIN AV AND W ROOSEVELT RD,S KOLIN AV AND W 14th ST,41.8660472,-87.7337351,google,41.8623968,-87.7336269,google
22,Street Resurface Menu,S KOLIN AV-- W 25 ST (2500 S) -to- W 24 PL (2442 S),2007,11567,18557,S KOLIN AV AND W 25th ST,S KOLIN AV AND W 24th PL,41.8450674,-87.7326644,google,41.8464231,-87.7327395,google
22,Street Resurface Menu,S KOLIN AV-- W 27 ST (2700 S) -to- W 28 ST (2800 S),2008,37877,18581,S KOLIN AV AND W 27th ST,S KOLIN AV AND W 28th ST,41.8423035,-87.7330074,google,41.8404672,-87.7329687,google
22,Street Resurface Menu,S KOLIN AV-- W 28 ST (2800 S) -to- W 30 ST (3000 S),2008,37910,18582,S KOLIN AV AND W 28th ST,S KOLIN AV AND W 30th ST,41.8404672,-87.7329687,google,41.838626058000045,-87.732906378999985,census
22,Street Speed Hump Menu,S KOLIN AV-- W 30 ST (3000 S) -to- W 31 ST (3100 S) 2,2007,3500,18577,S KOLIN AV AND W 30th ST,S KOLIN AV AND W 31st ST,41.8386342,-87.7328943,google,41.836788969000054,-87.73285411999996,census
22,Street Resurface Menu,S KOLIN AV-- W 30 ST (3000 S) -to- W 31 ST (3100 S),2008,37689,18583,S KOLIN AV AND W 30th ST,S KOLIN AV AND W 31st ST,41.8386342,-87.7328943,google,41.836788969000054,-87.73285411999996,census
23,Street Resurface Menu,S KOLIN AV-- W 52 ST (5200 S) -to- W 53 ST (5300 S),2010,1023,19587,S KOLIN AV AND W 52nd ST,S KOLIN AV AND W 53rd ST,41.7986124,-87.7318935,google,41.79679511000006,-87.73183708899995,census
13,Street Resurface Menu,S KOLIN AV-- W 55 ST (5500 S) -to- W 57 ST (5700 S),2006,58026,10444,S KOLIN AV AND W 55th ST,S KOLIN AV AND W 57th ST,41.7931242,-87.731735,google,41.78949499500004,-87.73162805499999,census
13,Street Speed Hump Menu,S KOLIN AV-- W 63 ST (6300 S) -to- W 64 ST (6400 S) 2,2009,3500,10630,S KOLIN AV AND W 63rd ST,S KOLIN AV AND W 64th ST,41.7785536,-87.7312969,google,41.77673989200008,-87.73125420499997,census
18,Curb/Gutter Menu,S KOLIN AV-- W 84 ST (8400 S) -to- W 85 ST (8500 S),2010,3237,15718,S KOLIN AV AND W 84th ST,S KOLIN AV AND W 85th ST,41.7401991,-87.7301088,google,41.73837408700007,-87.73004823899998,census
13,Street Resurface Menu,S KOLIN AV-- W 63 ST (6300 S) -to- W MARQUETTE RD (6700 S),2006,117398,10445,S KOLIN AV AND W 63rd ST,S KOLIN AV AND W MARQUETTE RD,41.7785536,-87.7312969,google,41.7712753,-87.7311035,google
13,Street Lighting,S KOLIN AV-- W 63 ST (6300 S) -to- W MARQUETTE RD (6700 S),2008,260000,10604,S KOLIN AV AND W 63rd ST,S KOLIN AV AND W MARQUETTE RD,41.7785536,-87.7312969,google,41.7712753,-87.7311035,google
23,Street Resurface Menu,S KOLMAR AV-- W 52 ST (5200 S) -to- W 53 ST (5300 S),2010,3124,19588,S KOLMAR AV AND W 52nd ST,S KOLMAR AV AND W 53rd ST,41.798566,-87.7367928,google,41.79674687100004,-87.73673331099997,census
13,Street Lighting,S KOLMAR AV-- W MARQUETTE RD (6700 S) -to- W 68 ST (6800 S),2010,65000,10715,S KOLMAR AV AND W MARQUETTE RD,S KOLMAR AV AND W 68th ST,41.7712199,-87.7359719,google,41.769475956000065,-87.73593335399994,census
13,Street Resurface Menu,S KOLMAR AV-- W 77 PL (7720 S) -to- W 79 ST (7900 S),2010,65788,10679,S KOLMAR AV AND W 77th PL,S KOLMAR AV AND W 79th ST,41.7524856,-87.7354092,google,41.74925994200004,-87.73529419199997,census
13,Street Speed Hump Menu,S KOLMAR AV-- W 82 ST (8200 S) -to- W 83 ST (8300 S) 1,2005,2500,10409,S KOLMAR AV AND W 82nd ST,S KOLMAR AV AND W 83rd ST,41.7446326,-87.6826646,google,41.74130458500008,-87.73573235999999,census
18,Pole Painting,S KOLMAR AV-- W 85 ST (8500 S) -to- W 86 ST (8600 S),2005,1000,15433,S KOLMAR AV AND W 85th ST,S KOLMAR AV AND W 86th ST,41.7383156,-87.7348861,google,41.73646062100005,-87.73483994499998,census
14,Street Lighting,S KOMENSKY AV-- W ROOSEVELT RD (1200 S) -to- Dead End (3225 S),2008,260000,12001,S KOMENSKY AV AND W ROOSEVELT RD,S KOMENSKY AV AND Dead End,41.8661471,-87.7263759,google,NA,NA,google
14,Street Resurface Menu,S KOMENSKY AV-- W 47 ST (4700 S) -to- S ARCHER AV (5032 S),2005,74466,11687,S KOMENSKY AV AND W 47th ST,S KOMENSKY AV AND S ARCHER AV,41.8078495,-87.7247868,google,41.80160289500003,-87.72462541099998,census
14,Street Lighting,S KOMENSKY AV-- W 49 ST (4900 S) -to- S ARCHER AV (5032 S),2009,135500,12038,S KOMENSKY AV AND W 49th ST,S KOMENSKY AV AND S ARCHER AV,41.80419572300008,-87.72469776899999,census,41.80160289500003,-87.72462541099998,census
24,Street Speed Hump Menu,S KOMENSKY AV-- W 18 ST (1800 S) -to- W 19 ST (1900 S) 2,2010,3700,20847,S KOMENSKY AV AND W 18th ST,S KOMENSKY AV AND W 19th ST,41.8570215,-87.726137,google,41.85501111900004,-87.72606051099996,census
22,Street Resurface Menu,S KOMENSKY AV-- W 28 ST (2800 S) -to- W 30 ST (3000 S),2007,35851,18558,S KOMENSKY AV AND W 28th ST,S KOMENSKY AV AND W 30th ST,41.8405379,-87.7256552,google,41.83871047500003,-87.72561430299999,census
14,Street Speed Hump Menu,S KOMENSKY AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S) 2,2006,5000,11820,S KOMENSKY AV AND W 44th ST,S KOMENSKY AV AND W 45th ST,41.81334900600007,-87.72501533999997,census,41.81151995700003,-87.72494298199996,census
14,Sidewalk Menu,S KOMENSKY AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S),2010,1489,12105,S KOMENSKY AV AND W 44th ST,S KOMENSKY AV AND W 45th ST,41.81334900600007,-87.72501533999997,census,41.81151995700003,-87.72494298199996,census
14,Sidewalk Menu,S KOMENSKY AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S),2010,1619,12106,S KOMENSKY AV AND W 44th ST,S KOMENSKY AV AND W 45th ST,41.81334900600007,-87.72501533999997,census,41.81151995700003,-87.72494298199996,census
14,Sidewalk Menu,S KOMENSKY AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S),2010,1352,12107,S KOMENSKY AV AND W 44th ST,S KOMENSKY AV AND W 45th ST,41.81334900600007,-87.72501533999997,census,41.81151995700003,-87.72494298199996,census
14,Sidewalk Menu,S KOMENSKY AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S),2010,1592,12108,S KOMENSKY AV AND W 44th ST,S KOMENSKY AV AND W 45th ST,41.81334900600007,-87.72501533999997,census,41.81151995700003,-87.72494298199996,census
14,Sidewalk Menu,S KOMENSKY AV-- W 44 ST (4400 S) -to- W 45 ST (4500 S),2010,1701,12109,S KOMENSKY AV AND W 44th ST,S KOMENSKY AV AND W 45th ST,41.81334900600007,-87.72501533999997,census,41.81151995700003,-87.72494298199996,census
14,Street Speed Hump Menu,S KOMENSKY AV-- W 45 ST (4500 S) -to- W 46 ST (4600 S) 2,2007,3300,11913,S KOMENSKY AV AND W 45th ST,S KOMENSKY AV AND W 46th ST,41.81151995700003,-87.72494298199996,census,41.80969090900004,-87.72487062399995,census
