"ward","type","location","year","est_cost","id","point_location"
42,"Sidewalk Menu","W KINZIE ST & N KINGSBURY ST",2016,2964.64,34097,"W KINZIE ST & N KINGSBURY ST"
42,"Traffic Signal Modernization Menu","N MCCLURG CT & E OHIO ST",2016,36580.2,34109,"N MCCLURG CT & E OHIO ST"
42,"Traffic Signal Modernization Menu","N MCCLURG CT & E ONTARIO ST",2016,31142.02,34110,"N MCCLURG CT & E ONTARIO ST"
42,"Viaduct Improvement Menu","N MILWAUKEE AVE & W FULTON ST",2016,85500,34111,"N MILWAUKEE AVE & W FULTON ST"
42,"In-Road State Law Stop For Pedestrians Signs Menu","N LA SALLE DR & W CARROLL AVE",2017,350,34118,"N LA SALLE DR & W CARROLL AVE"
42,"Miscellaneous CDOT Projects","W KINZIE ST & N ORLEANS ST",2017,13163.86,34119,"W KINZIE ST & N ORLEANS ST"
42,"Miscellaneous CDOT Projects","E GRAND AVE & N MICHIGAN LOWER AVE",2017,4095.16,34122,"E GRAND AVE & N MICHIGAN LOWER AVE"
42,"Miscellaneous CDOT Projects","E OAK ST & N MICHIGAN AVE",2017,19702.21,34123,"E OAK ST & N MICHIGAN AVE"
42,"Pedestrian Countdown Signal Menu","N MICHIGAN AVE & E OHIO ST",2017,21035,34125,"N MICHIGAN AVE & E OHIO ST"
42,"Pedestrian Countdown Signal Menu","N MICHIGAN AVE & E LAKE ST",2017,31230,34126,"N MICHIGAN AVE & E LAKE ST"
42,"Pedestrian Countdown Signal","N MICHIGAN AVE & E SUPERIOR ST",2017,19882,34127,"N MICHIGAN AVE & E SUPERIOR ST"
42,"Pedestrian Countdown Signal","N MICHIGAN AVE & E ERIE ST",2017,9419,34128,"N MICHIGAN AVE & E ERIE ST"
42,"Pedestrian Countdown Signal Menu","N STATE ST & E WACKER DR",2017,26710,34129,"N STATE ST & E WACKER DR"
42,"Street Light Pole Painting Menu","E OHIO ST & N WABASH AVE",2017,2450,34138,"E OHIO ST & N WABASH AVE"
42,"Left-Turn Arrow Menu","E GRAND AVE & N MCCLURG CT",2018,19150,34163,"E GRAND AVE & N MCCLURG CT"
42,"Miscellaneous CDOT Projects","E WACKER LOWER DR & N WABASH LOWER AVE",2018,42719,34166,"E WACKER LOWER DR & N WABASH LOWER AVE"
42,"Pedestrian Countdown Signal Menu","N MICHIGAN AVE & E CHESTNUT ST",2018,28690,34168,"N MICHIGAN AVE & E CHESTNUT ST"
42,"POD CAMERA - Erie & Franklin","W ERIE ST & N FRANKLIN ST",2018,27011,34169,"W ERIE ST & N FRANKLIN ST"
42,"POD CAMERA - FRANKLIN & ONTARIO","N FRANKLIN ST & W ONTARIO ST",2018,27011,34170,"N FRANKLIN ST & W ONTARIO ST"
42,"Traffic Signal Modernization Menu","W GRAND AVE & N KINGSBURY ST",2018,86157,34184,"W GRAND AVE & N KINGSBURY ST"
42,"Curb & Gutter Menu","W LAKE ST & N DEARBORN ST",2019,34981.93,34189,"W LAKE ST & N DEARBORN ST"
42,"Near-side signal installation at N. Peshtigo Ct. & E. Illinois Ave.","N PESHTIGO CT & E ILLINOIS ST",2019,38987.2,34191,"N PESHTIGO CT & E ILLINOIS ST"
42,"Pavement Markings Menu","N FRANKLIN ST & W ONTARIO ST",2019,3500,34194,"N FRANKLIN ST & W ONTARIO ST"
42,"Street Resurfacing Menu","N LARRABEE ST & W HURON ST",2019,21462.69,34207,"N LARRABEE ST & W HURON ST"
42,"Left-Turn Arrow Menu","N MICHIGAN AVE & E WACKER DR",2020,80488,34210,"N MICHIGAN AVE & E WACKER DR"
42,"Left-Turn Arrow Menu","N FRANKLIN ST & W ONTARIO ST",2020,70000,34211,"N FRANKLIN ST & W ONTARIO ST"
42,"1 LPR W/ Existing Camera: NW Corner KINGSBURY AND KINZIE","W KINZIE ST & N KINGSBURY ST",2021,10971,34217,"W KINZIE ST & N KINGSBURY ST"
42,"1 LPR W/ Existing Camera: SE Corner Chicago and Larrabee","N LARRABEE ST & W CHICAGO AVE",2021,10971,34218,"N LARRABEE ST & W CHICAGO AVE"
42,"1 LPR W/ Existing Camera: SE Corner Grand and Kingsbury","N KINGSBURY ST & W GRAND AVE",2021,10971,34219,"N KINGSBURY ST & W GRAND AVE"
42,"1 LPR W/ Existing Camera: SE Corner Lasalle and Ohio","N LA SALLE DR & W OHIO ST",2021,10971,34220,"N LA SALLE DR & W OHIO ST"
42,"1 LPR W/ Existing Camera: SE Corner Ohio and Lasalle","N LA SALLE DR & W OHIO ST",2021,10971,34221,"N LA SALLE DR & W OHIO ST"
42,"1 LPR W/ Existing Camera: SW Corner Chicago and Sedgwick","W CHICAGO AVE & N SEDGWICK ST",2021,10971,34222,"W CHICAGO AVE & N SEDGWICK ST"
42,"1 LPR W/ Existing Camera: SW Corner Erie and Kingsbury","N KINGSBURY ST & W ERIE ST",2021,10971,34223,"N KINGSBURY ST & W ERIE ST"
42,"1 LPR w/o Camera NW Corner Chicago and Larrabee","N LARRABEE ST & W CHICAGO AVE",2021,27410,34224,"N LARRABEE ST & W CHICAGO AVE"
42,"1 LPR w/o Camera NW Corner Grand and Kingsbury","N KINGSBURY ST & W GRAND AVE",2021,27410,34225,"N KINGSBURY ST & W GRAND AVE"
42,"1 LPR W/O Existing Camera: SE Corner Chicago and Larrabee","N LARRABEE ST & W CHICAGO AVE",2021,27410,34226,"N LARRABEE ST & W CHICAGO AVE"
42,"1 LPR W/O Existing Camera: SE Corner Kingsbury and Kinzie","W KINZIE ST & N KINGSBURY ST",2021,27410,34227,"W KINZIE ST & N KINGSBURY ST"
42,"1 LPR W/O Existing Camera: SE Corner Ohio and LaSalle","N LA SALLE DR & W OHIO ST",2021,27410,34228,"N LA SALLE DR & W OHIO ST"
42,"1 POD Camera NE Corner of Madison at 90/94","N KINGSBURY ST & W CHICAGO AVE",2021,24776,34229,"N KINGSBURY ST & W CHICAGO AVE"
42,"1 POD Camera: Streeter & Illinois","E ILLINOIS ST & N STREETER DR",2021,24776,34230,"E ILLINOIS ST & N STREETER DR"
42,"1 POD Camera SW Corner of Erie and Kingsbury","N KINGSBURY ST & W ERIE ST",2021,24776,34231,"N KINGSBURY ST & W ERIE ST"
42,"1 POD Camera SW Corner of Kingsbury and Erie","N KINGSBURY ST & W ERIE ST",2021,24776,34232,"N KINGSBURY ST & W ERIE ST"
42,"2 LPR on Existing Cameras: Lake Shore Drive & Grand Ave","E GRAND AVE & N LAKE SHORE DR",2021,21942,34233,"E GRAND AVE & N LAKE SHORE DR"
42,"3 LPR on Existing Cameras; 1 Camera Upgrade: Fulton Market @ Des Plaines","W FULTON MARKET & N DESPLAINES ST",2021,64809,34235,"W FULTON MARKET & N DESPLAINES ST"
42,"3 LPR on Existing Cameras; 1 LPR No Existing Camera - Michigan & Oak","N MICHIGAN AVE & E OAK ST",2021,60323,34236,"N MICHIGAN AVE & E OAK ST"
42,"3 LPR on Existing Cameras: Michigan & Wacker","N MICHIGAN AVE & E WACKER DR",2021,32913,34237,"N MICHIGAN AVE & E WACKER DR"
42,"3 LPR on Existing Cameras: State & Wacker","N STATE ST & E WACKER DR",2021,32913,34238,"N STATE ST & E WACKER DR"
42,"4 LPR on Existing Cameras; 1 Camera Upgrade: Hubbard & State","N STATE ST & W HUBBARD ST",2021,64809,34239,"N STATE ST & W HUBBARD ST"
42,"1 LPR/No Camera - NE Ontario and Kingsbury","N KINGSBURY ST & W ONTARIO ST",2022,38381,34256,"N KINGSBURY ST & W ONTARIO ST"
42,"1 PTZ Camera Hubbard and Dearborn","N DEARBORN ST & W HUBBARD ST",2022,24776,34257,"N DEARBORN ST & W HUBBARD ST"
42,"1 PTZ Camera Hubbard and Dearborn","N WABASH AVE & E HUBBARD ST",2022,24776,34258,"N WABASH AVE & E HUBBARD ST"
42,"1 PTZ Camera - Hudson and Superior","N HUDSON AVE & W SUPERIOR ST",2022,24776,34259,"N HUDSON AVE & W SUPERIOR ST"
42,"1 PTZ Camera - Madison and Wells","W MADISON ST & S WELLS ST",2022,24776,34260,"W MADISON ST & S WELLS ST"
42,"1 PTZ Camera - NE Superior and Michigan","N MICHIGAN AVE & E SUPERIOR ST",2022,24776,34261,"N MICHIGAN AVE & E SUPERIOR ST"
42,"1 PTZ Camera - NE Wabash and Lake","N WABASH AVE & E LAKE ST",2022,24776,34262,"N WABASH AVE & E LAKE ST"
42,"1 PTZ Camera - NW Hubbard and Rush","N RUSH ST & E HUBBARD ST",2022,24776,34264,"N RUSH ST & E HUBBARD ST"
42,"1 - PTZ Camera - Ontario and Clark","W ONTARIO ST & N CLARK ST",2022,24776,34265,"W ONTARIO ST & N CLARK ST"
42,"1 PTZ Camera SE Harbor and Waterside","N HARBOR DR & E WATERSIDE DR",2022,24776,34266,"N HARBOR DR & E WATERSIDE DR"
42,"1 PTZ Camera - SE Lake and LaSalle","N LA SALLE ST & W LAKE ST",2022,49552,34267,"N LA SALLE ST & W LAKE ST"
42,"1 PTZ Camera - SE Rush and Ohio","N RUSH ST & E OHIO ST",2022,24776,34268,"N RUSH ST & E OHIO ST"
42,"1 PTZ Camera - SE State and Washington","N STATE ST & E WASHINGTON ST",2022,24776,34269,"N STATE ST & E WASHINGTON ST"
42,"1- PTZ Camera - SW Huron and Kingsbury","W HURON ST & N KINGSBURY ST",2022,24776,34270,"W HURON ST & N KINGSBURY ST"
42,"Bollard Menu","N COLUMBUS LOWER DR & E SOUTH WATER LOWER ST",2022,37933.16,34273,"N COLUMBUS LOWER DR & E SOUTH WATER LOWER ST"
42,"Miscellaneous CDOT Projects","S DEARBORN ST & W JACKSON BLVD",2022,660,34276,"S DEARBORN ST & W JACKSON BLVD"
42,"Street Bump Outs Menu","N MCCLURG CT & E NORTH WATER ST",2022,16598.95,34279,"N MCCLURG CT & E NORTH WATER ST"
42,"Street Resurfacing Menu","W CARROLL AVE & N LA SALLE DR",2022,127695.68,34291,"W CARROLL AVE & N LA SALLE DR"
42,"Viaduct Improvement Menu","E KINZIE ST & N WABASH LOWER AVE",2022,1e+05,34294,"E KINZIE ST & N WABASH LOWER AVE"
43,"Miscellaneous-CDOT","Lincoln Park West & Dickens",2005,50000,34307,"Lincoln Park West & Dickens"
43,"Traffic Signals","N LINCOLN AV & W WEBSTER AV",2005,19691,34362,"N LINCOLN AV & W WEBSTER AV"
43,"Traffic Signals","N LA SALLE ST & W MAPLE ST",2005,139473,34363,"N LA SALLE ST & W MAPLE ST"
43,"Traffic Signals","N CLARK ST & W BELDEN AV",2005,43000,34364,"N CLARK ST & W BELDEN AV"
43,"Traffic Signals","N CLARK ST & N LINCOLN AV",2005,28000,34365,"N CLARK ST & N LINCOLN AV"
43,"Miscellaneous-CDOT","Lincoln Park West at Belden & Webster",2007,419050,34444,"Lincoln Park West at Belden & Webster"
43,"Traffic Signals","N HALSTED ST & W ARMITAGE AV",2007,12000,34468,"N HALSTED ST & W ARMITAGE AV"
43,"Traffic Signals","N HALSTED ST & W WEBSTER AV",2007,12000,34469,"N HALSTED ST & W WEBSTER AV"
43,"Traffic Signals","N LINCOLN AV & W WEBSTER AV",2007,23845,34470,"N LINCOLN AV & W WEBSTER AV"
43,"Traffic Signals","W NORTH AV & N WELLS ST",2007,12000,34471,"W NORTH AV & N WELLS ST"
43,"Traffic Signals","N CLARK ST & W ARMITAGE AV",2007,12000,34472,"N CLARK ST & W ARMITAGE AV"
43,"Traffic Signals","N CLARK ST & W WEBSTER AV",2007,12000,34473,"N CLARK ST & W WEBSTER AV"
43,"Traffic Signals","N CLARK ST & W BELDEN AV",2007,12000,34474,"N CLARK ST & W BELDEN AV"
43,"Traffic Signals","N CLARK ST & W FULLERTON AV",2007,12000,34475,"N CLARK ST & W FULLERTON AV"
43,"Traffic Signals","N CLARK ST & N LINCOLN AV",2007,29945,34476,"N CLARK ST & N LINCOLN AV"
43,"Miscellaneous-CDOT","Milwaukee Av. & wood pavers testing",2008,6600,34485,"Milwaukee Av. & wood pavers testing"
43,"Pole Painting","N HALSTED ST & W FULLERTON PW",2008,500,34506,"N HALSTED ST & W FULLERTON PW"
43,"Pole Painting","N HALSTED ST & N LINCOLN PARK WEST",2008,500,34507,"N HALSTED ST & N LINCOLN PARK WEST"
43,"Traffic Signals","N ORCHARD ST & N LINCOLN AV",2008,150000,34551,"N ORCHARD ST & N LINCOLN AV"
43,"Traffic Signals","N CLARK ST & N LINCOLN AV",2008,15000,34552,"N CLARK ST & N LINCOLN AV"
43,"Traffic Signals","N CLARK ST & N WELLS ST",2008,15000,34553,"N CLARK ST & N WELLS ST"
43,"Miscellaneous-CDOT","W WENDELL ST & N WELLS ST",2009,400,34569,"W WENDELL ST & N WELLS ST"
43,"Traffic Signals","N CANNON DR & W FULLERTON AV",2009,9000,34603,"N CANNON DR & W FULLERTON AV"
43,"Miscellaneous-CDOT","Multiple locations along Clark & on Diversey",2010,3400,34619,"Multiple locations along Clark & on Diversey"
43,"Chicago Park District","Repair paths & drainage near Green City Market (Lincoln Park)",2010,225000,34646,"Repair paths & drainage near Green City Market (Lincoln Park)"
43,"Traffic Signals","E BURTON PL & N LAKE SHORE DR",2011,10000,34647,"E BURTON PL & N LAKE SHORE DR"
43,"Traffic Signals","N LAKE SHORE DR & E SCHILLER ST",2011,60000,34648,"N LAKE SHORE DR & E SCHILLER ST"
43,"Alley Apron Menu","W WRIGHTWOOD AVE & N LAKEVIEW AV (400 W)",2011,9213,34649,"W WRIGHTWOOD AVE & N LAKEVIEW AV (400 W)"
43,"Alley Apron Menu","N PINE GROVE AVE & W WRIGHTWOOD AV (2649 N)",2011,10129,34650,"N PINE GROVE AVE & W WRIGHTWOOD AV (2649 N)"
43,"Alley Apron Menu","N HAMPDEN CT & W WRIGHTWOOD AV (2635 N)",2011,11052,34651,"N HAMPDEN CT & W WRIGHTWOOD AV (2635 N)"
43,"Bollard Menu","W SCOTT ST & N WELLS ST (200 W)",2011,556,34654,"W SCOTT ST & N WELLS ST (200 W)"
43,"In-Road State Law Stop for Pedestrians S","N STOCKTON DR & W WISCONSIN ST",2011,410,34657,"N STOCKTON DR & W WISCONSIN ST"
43,"In-Road State Law Stop for Pedestrians S","N CLARK ST & W SCHUBERT AVE",2011,410,34658,"N CLARK ST & W SCHUBERT AVE"
43,"In-Road State Law Stop for Pedestrians S","N CLARK ST & W ROSLYN PL",2011,410,34659,"N CLARK ST & W ROSLYN PL"
43,"In-Road State Law Stop for Pedestrians S","W DIVERSEY AVE & N WILTON AVE",2011,800,34660,"W DIVERSEY AVE & N WILTON AVE"
43,"In-Road State Law Stop for Pedestrians S","N STOCKTON DR & W MENOMONEE ST",2011,410,34661,"N STOCKTON DR & W MENOMONEE ST"
43,"In-Road State Law Stop for Pedestrians S","N LINCOLN AVE & W MONTANA ST",2011,800,34662,"N LINCOLN AVE & W MONTANA ST"
43,"In-Road State Law Stop for Pedestrians S","N CLARK ST & W DEMING PL",2011,410,34663,"N CLARK ST & W DEMING PL"
43,"In-Road State Law Stop for Pedestrians S","W DIVERSEY AVE & N HAMPDEN CT",2011,410,34664,"W DIVERSEY AVE & N HAMPDEN CT"
43,"In-Road State Law Stop for Pedestrians S","N CLARK ST & W ST JAMES PL",2011,410,34665,"N CLARK ST & W ST JAMES PL"
43,"In-Road State Law Stop for Pedestrians S","N STOCKTON DR & W ROSLYN PL",2011,410,34666,"N STOCKTON DR & W ROSLYN PL"
43,"In-Road State Law Stop for Pedestrians S","N CLARK ST & W ARLINGTON PL",2011,410,34667,"N CLARK ST & W ARLINGTON PL"
43,"In-Road State Law Stop for Pedestrians S","N CANNON DR & N CANNON DR",2011,410,34668,"N CANNON DR & N CANNON DR"
43,"In-Road State Law Stop for Pedestrians S","N STOCKTON DR & N LINCOLN AVE",2011,410,34669,"N STOCKTON DR & N LINCOLN AVE"
43,"In-Road State Law Stop","W FULLERTON AVE & N SEMINARY AVE",2012,960,34757,"W FULLERTON AVE & N SEMINARY AVE"
43,"In-Road State Law Stop","N CLARK ST & W ARTHINGTON ST",2012,550,34758,"N CLARK ST & W ARTHINGTON ST"
43,"In-Road State Law Stop","N STOCKTON DR & W ROSLYN PL",2012,550,34759,"N STOCKTON DR & W ROSLYN PL"
43,"In-Road State Law Stop","N STOCKTON DR & W ST JAMES PL",2012,410,34760,"N STOCKTON DR & W ST JAMES PL"
43,"In-Road State Law Stop","W MONTANA ST & N LINCOLN AVE",2012,950,34761,"W MONTANA ST & N LINCOLN AVE"
43,"In-Road State Law Stop","W ARMITAGE AVE & N HOWE ST",2012,950,34762,"W ARMITAGE AVE & N HOWE ST"
43,"In-Road State Law Stop","W SCHUBERT AVE & N CLARK ST",2012,550,34763,"W SCHUBERT AVE & N CLARK ST"
43,"In-Road State Law Stop","W FULLERTON AVE & N SEMINARY AVE",2012,550,34764,"W FULLERTON AVE & N SEMINARY AVE"
43,"In-Road State Law Stop","N STOCKTON DR & W LA SALLE DR",2012,550,34765,"N STOCKTON DR & W LA SALLE DR"
43,"In-Road State Law Stop","N SEDGWICK ST & W WEBSTER AVE",2012,410,34766,"N SEDGWICK ST & W WEBSTER AVE"
43,"In-Road State Law Stop","N STOCKTON DR & W WRIGHTWOOD AVE",2012,960,34767,"N STOCKTON DR & W WRIGHTWOOD AVE"
43,"In-Road State Law Stop","N WELLS ST & W WENDELL ST",2012,410,34768,"N WELLS ST & W WENDELL ST"
43,"In-Road State Law Stop","W DIVERSEY PKWY & N HAMPDEN CT",2012,550,34769,"W DIVERSEY PKWY & N HAMPDEN CT"
43,"In-Road State Law Stop","W DEMING PL & N CLARK ST",2012,550,34770,"W DEMING PL & N CLARK ST"
43,"In-Road State Law Stop","W WEBSTER AVE & N SEDGWICK ST",2012,550,34771,"W WEBSTER AVE & N SEDGWICK ST"
43,"In-Road State Law Stop","N CLARK ST & W WEBSTER AVE",2012,410,34772,"N CLARK ST & W WEBSTER AVE"
43,"In-Road State Law Stop","N CANNON DR & N LAKE SHORE I DR",2012,550,34773,"N CANNON DR & N LAKE SHORE I DR"
43,"In-Road State Law Stop","N CLYBOURN AVE & N MAGNOLIA AVE",2012,410,34774,"N CLYBOURN AVE & N MAGNOLIA AVE"
43,"Miscellaneous Other","E DIVISION ST & N LAKE SHORE DR",2012,13471,34776,"E DIVISION ST & N LAKE SHORE DR"
43,"Pavement Markings","N LARRABEE ST & W MENOMONEE ST",2012,300,34777,"N LARRABEE ST & W MENOMONEE ST"
43,"Pavement Markings","W LA SALLE DR & N LAKE SHORE DR",2012,900,34778,"W LA SALLE DR & N LAKE SHORE DR"
43,"In-Road State Law Stop","W ARLINGTON PL & N CLARK ST",2013,550,34829,"W ARLINGTON PL & N CLARK ST"
43,"In-Road State Law Stop","N STOCKTON DR & W WEBSTER DR",2013,550,34830,"N STOCKTON DR & W WEBSTER DR"
43,"In-Road State Law Stop","N STOCKTON DR & W FULLERTON PKWY",2013,1100,34831,"N STOCKTON DR & W FULLERTON PKWY"
43,"In-Road State Law Stop","W WEBSTER AVE & N SEDGWICK ST",2013,550,34832,"W WEBSTER AVE & N SEDGWICK ST"
43,"In-Road State Law Stop","W FULLERTON AVE & N SEMINARY AVE",2013,550,34833,"W FULLERTON AVE & N SEMINARY AVE"
43,"In-Road State Law Stop","N CANNON DR & N LAKE SHORE DR",2013,550,34834,"N CANNON DR & N LAKE SHORE DR"
43,"In-Road State Law Stop","N WILTON AVE & W DIVERSEY PKWY",2013,950,34835,"N WILTON AVE & W DIVERSEY PKWY"
43,"In-Road State Law Stop","N CLARK ST & W ARLINGTON PL",2013,550,34836,"N CLARK ST & W ARLINGTON PL"
43,"In-Road State Law Stop","N CLARK ST & W SCHUBERT AVE",2013,1100,34837,"N CLARK ST & W SCHUBERT AVE"
43,"In-Road State Law Stop","W ST JAMES PL & N CLARK ST",2013,550,34838,"W ST JAMES PL & N CLARK ST"
43,"In-Road State Law Stop","N KENMORE AVE & N CLYBOURN AVE",2013,1900,34839,"N KENMORE AVE & N CLYBOURN AVE"
43,"In-Road State Law Stop","W ROSLYN PL & N CLARK ST",2013,550,34840,"W ROSLYN PL & N CLARK ST"
43,"In-Road State Law Stop","N STOCKTON DR & N CANNON DR",2013,550,34841,"N STOCKTON DR & N CANNON DR"
43,"In-Road State Law Stop","N CLARK ST & W DEMING PL",2013,550,34842,"N CLARK ST & W DEMING PL"
43,"In-Road State Law Stop","W WRIGHTWOOD AVE & N LAKEVIEW AVE",2013,550,34843,"W WRIGHTWOOD AVE & N LAKEVIEW AVE"
43,"In-Road State Law Stop","W ARMITAGE AVE & N MOHAWK ST",2013,950,34844,"W ARMITAGE AVE & N MOHAWK ST"
43,"In-Road State Law Stop","N STOCKTON DR & W LA SALLE DR",2013,2200,34845,"N STOCKTON DR & W LA SALLE DR"
43,"In-Road State Law Stop","N CLARK ST & W ST JAMES PL",2013,550,34846,"N CLARK ST & W ST JAMES PL"
43,"In-Road State Law Stop","W ARMITAGE AVE & N HOWE ST",2013,950,34847,"W ARMITAGE AVE & N HOWE ST"
43,"In-Road State Law Stop","W ARMITAGE AVE & N CLEVELAND AVE",2013,950,34848,"W ARMITAGE AVE & N CLEVELAND AVE"
43,"In-Road State Law Stop","N LARRABEE ST & W MENOMONEE ST",2014,900,34881,"N LARRABEE ST & W MENOMONEE ST"
43,"In-Road State Law Stop","W DEMING PL & N CLARK ST",2014,550,34882,"W DEMING PL & N CLARK ST"
43,"In-Road State Law Stop","W ARMITAGE AVE & N SEMINARY AVE",2014,950,34883,"W ARMITAGE AVE & N SEMINARY AVE"
43,"In-Road State Law Stop","N KENMORE AVE & N LINCOLN AVE",2014,600,34884,"N KENMORE AVE & N LINCOLN AVE"
43,"In-Road State Law Stop","N CLARK ST & W WEBSTER AVE",2014,1100,34885,"N CLARK ST & W WEBSTER AVE"
43,"In-Road State Law Stop","N CLEVELAND AVE & W ARMITAGE AVE",2014,550,34886,"N CLEVELAND AVE & W ARMITAGE AVE"
43,"In-Road State Law Stop","N CANNON DR & N STOCKTON DR",2014,350,34887,"N CANNON DR & N STOCKTON DR"
43,"In-Road State Law Stop","W FULLERTON AVE & N SEMINARY AVE",2014,350,34888,"W FULLERTON AVE & N SEMINARY AVE"
43,"In-Road State Law Stop","W MONTANA ST & N LINCOLN AVE",2014,950,34889,"W MONTANA ST & N LINCOLN AVE"
43,"In-Road State Law Stop","N CANNON DR & N LAKE SHORE DR",2014,550,34890,"N CANNON DR & N LAKE SHORE DR"
43,"In-Road State Law Stop","W DIVERSEY PKWY & N HAMPDEN CT",2014,550,34891,"W DIVERSEY PKWY & N HAMPDEN CT"
43,"In-Road State Law Stop","N CLARK ST & W ROSLYN PL",2014,550,34892,"N CLARK ST & W ROSLYN PL"
43,"In-Road State Law Stop","N CLARK ST & W ST JAMES PL",2014,550,34893,"N CLARK ST & W ST JAMES PL"
43,"Curb & Gutter Menu","N RACINE AVE & W LILL AVE",2015,10740,34937,"N RACINE AVE & W LILL AVE"
43,"In-Road State Law Stop","W ARLINGTON PL & N CLARK ST",2015,350,34939,"W ARLINGTON PL & N CLARK ST"
43,"In-Road State Law Stop","W ST JAMES PL & N CLARK ST",2015,350,34940,"W ST JAMES PL & N CLARK ST"
43,"In-Road State Law Stop","W ARMITAGE AVE & N CLEVELAND AVE",2015,600,34941,"W ARMITAGE AVE & N CLEVELAND AVE"
43,"In-Road State Law Stop","W WEBSTER AVE & N SEDGWICK ST",2015,350,34942,"W WEBSTER AVE & N SEDGWICK ST"
43,"In-Road State Law Stop","N CLARK ST & W ARLINGTON PL",2015,350,34943,"N CLARK ST & W ARLINGTON PL"
43,"In-Road State Law Stop","N CLARK ST & W SCHUBERT AVE",2015,700,34944,"N CLARK ST & W SCHUBERT AVE"
43,"In-Road State Law Stop","N CLARK ST & W DEMING PL",2015,350,34945,"N CLARK ST & W DEMING PL"
43,"In-Road State Law Stop","W DIVERSEY PKWY & N WILTON AVE",2015,600,34946,"W DIVERSEY PKWY & N WILTON AVE"
43,"In-Road State Law Stop","W DIVERSEY PKWY & N HAMPDEN CT",2015,350,34947,"W DIVERSEY PKWY & N HAMPDEN CT"
43,"In-Road State Law Stop","N LAKEVIEW AVE & N CANNON DR",2015,350,34949,"N LAKEVIEW AVE & N CANNON DR"
43,"In-Road State Law Stop","W MONTANA ST & N LINCOLN AVE",2015,350,34951,"W MONTANA ST & N LINCOLN AVE"
43,"Pavement Markings","E LA SALLE DR & N LAKE SHORE DR",2015,900,34952,"E LA SALLE DR & N LAKE SHORE DR"
43,"Pedestrian Refuge Island","N CLARK ST & W WISCONSIN ST",2015,37321,34953,"N CLARK ST & W WISCONSIN ST"
43,"Sidewalk Menu","N SHEFFIELD AVE & W ARMITAGE AVE",2015,3017,34956,"N SHEFFIELD AVE & W ARMITAGE AVE"
43,"Curb & Gutter Menu","N RACINE AVE & W LILL AVE",2016,17.65,34991,"N RACINE AVE & W LILL AVE"
43,"Curb & Gutter Menu","W BELDEN AVE & N LAKEWOOD AVE",2016,10958.07,34993,"W BELDEN AVE & N LAKEWOOD AVE"
43,"Curb & Gutter Menu","W BELDEN AVE & N CLIFTON AVE",2016,14784.81,34994,"W BELDEN AVE & N CLIFTON AVE"
43,"Curb & Gutter Menu","W BELDEN AVE & N CLIFTON AVE",2016,7441.7,34996,"W BELDEN AVE & N CLIFTON AVE"
43,"In-Road State Law Stop For Pedestrians Signs Menu","N CLARK ST & W ST JAMES PL",2016,350,34997,"N CLARK ST & W ST JAMES PL"
43,"In-Road State Law Stop For Pedestrians Signs Menu","N LARRABEE ST & W MENOMONEE ST",2016,350,34998,"N LARRABEE ST & W MENOMONEE ST"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W FULLERTON AVE & N SEMINARY AVE",2016,350,34999,"W FULLERTON AVE & N SEMINARY AVE"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W WEBSTER AVE & N SEDGWICK ST",2016,350,35000,"W WEBSTER AVE & N SEDGWICK ST"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W ARMITAGE AVE & N SEMINARY AVE",2016,350,35001,"W ARMITAGE AVE & N SEMINARY AVE"
43,"In-Road State Law Stop For Pedestrians Signs Menu","N KENMORE AVE & N LINCOLN AVE",2016,600,35002,"N KENMORE AVE & N LINCOLN AVE"
43,"In-Road State Law Stop For Pedestrians Signs Menu","N CLARK ST & W ROSLYN PL",2016,350,35003,"N CLARK ST & W ROSLYN PL"
43,"In-Road State Law Stop For Pedestrians Signs Menu","N STOCKTON DR & W ROSLYN PL",2016,350,35004,"N STOCKTON DR & W ROSLYN PL"
43,"In-Road State Law Stop For Pedestrians Signs Menu","N STOCKTON DR & W ST JAMES PL",2016,350,35005,"N STOCKTON DR & W ST JAMES PL"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W ARMITAGE AVE & N MOHAWK ST",2016,600,35006,"W ARMITAGE AVE & N MOHAWK ST"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W DIVERSEY PKWY & N HAMPDEN CT",2016,350,35007,"W DIVERSEY PKWY & N HAMPDEN CT"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W DIVERSEY PKWY & N HAMPDEN CT",2016,350,35008,"W DIVERSEY PKWY & N HAMPDEN CT"
43,"In-Road State Law Stop For Pedestrians Signs Menu","N CLARK ST & W DEMING PL",2016,350,35009,"N CLARK ST & W DEMING PL"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W DIVERSEY PKWY & N WILTON AVE",2016,600,35010,"W DIVERSEY PKWY & N WILTON AVE"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W DIVERSEY PKWY & N HAMPDEN CT",2016,350,35011,"W DIVERSEY PKWY & N HAMPDEN CT"
43,"In-Road State Law Stop For Pedestrians Signs Menu","W DIVERSEY PKWY & N HAMPDEN CT",2016,350,35013,"W DIVERSEY PKWY & N HAMPDEN CT"
